season,match_name,result,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2015,Newcastle vs West Ham,2-1,2.35,3.35,3.22,Newcastle,West Ham,2,1,HOME_TEAM
2015,Southampton vs West Brom,3-0,1.7,3.62,5.92,Southampton,West Brom,3,0,HOME_TEAM
2015,Liverpool vs Arsenal,3-3,2.61,3.37,2.82,Liverpool,Arsenal,3,3,DRAW
2015,Tottenham vs Leicester,0-1,1.83,3.66,4.68,Tottenham,Leicester,0,1,AWAY_TEAM
2015,Chelsea vs West Brom,2-2,1.45,4.37,8.53,Chelsea,West Brom,2,2,DRAW
2015,Manchester City vs Everton,0-0,1.53,4.49,6.3,Manchester City,Everton,0,0,DRAW
2015,Southampton vs Watford,2-0,2.02,3.44,4.02,Southampton,Watford,2,0,HOME_TEAM
2015,Stoke vs Norwich,3-1,2.03,3.37,4.06,Stoke,Norwich,3,1,HOME_TEAM
2015,Swansea vs Sunderland,2-4,1.84,3.53,4.81,Swansea,Sunderland,2,4,AWAY_TEAM
2015,Aston Villa vs Crystal Palace,1-0,3.29,3.19,2.39,Aston Villa,Crystal Palace,1,0,HOME_TEAM
2015,Bournemouth vs West Ham,1-3,1.99,3.64,3.89,Bournemouth,West Ham,1,3,AWAY_TEAM
2015,Newcastle vs Manchester Utd,3-3,4.91,3.65,1.8,Newcastle,Manchester Utd,3,3,DRAW
2015,Everton vs Tottenham,1-1,2.54,3.44,2.84,Everton,Tottenham,1,1,DRAW
2015,Crystal Palace vs Chelsea,0-3,4.03,3.47,2.01,Crystal Palace,Chelsea,0,3,AWAY_TEAM
2015,Watford vs Manchester City,1-2,4.93,3.96,1.72,Watford,Manchester City,1,2,AWAY_TEAM
2015,Arsenal vs Newcastle,1-0,1.23,6.93,12.46,Arsenal,Newcastle,1,0,HOME_TEAM
2015,Leicester vs Bournemouth,0-0,1.94,3.7,4.25,Leicester,Bournemouth,0,0,DRAW
2015,Manchester Utd vs Swansea,2-1,1.49,4.19,7.89,Manchester Utd,Swansea,2,1,HOME_TEAM
2015,Norwich vs Southampton,1-0,3.01,3.17,2.57,Norwich,Southampton,1,0,HOME_TEAM
2015,Sunderland vs Aston Villa,3-1,2.5,3.16,3.11,Sunderland,Aston Villa,3,1,HOME_TEAM
2015,West Brom vs Stoke,2-1,2.85,3.09,2.77,West Brom,Stoke,2,1,HOME_TEAM
2015,West Ham vs Liverpool,2-0,4.14,3.5,1.97,West Ham,Liverpool,2,0,HOME_TEAM
2015,Sunderland vs Liverpool,0-1,5.68,4.01,1.64,Sunderland,Liverpool,0,1,AWAY_TEAM
2015,Leicester vs Manchester City,0-0,4.05,3.86,1.89,Leicester,Manchester City,0,0,DRAW
2015,Arsenal vs Bournemouth,2-0,1.53,4.24,6.85,Arsenal,Bournemouth,2,0,HOME_TEAM
2015,Manchester Utd vs Chelsea,0-0,2.45,3.21,3.14,Manchester Utd,Chelsea,0,0,DRAW
2015,West Ham vs Southampton,2-1,3.49,3.31,2.24,West Ham,Southampton,2,1,HOME_TEAM
2015,Crystal Palace vs Swansea,0-0,2.01,3.31,4.24,Crystal Palace,Swansea,0,0,DRAW
2015,Everton vs Stoke,3-4,1.85,3.59,4.59,Everton,Stoke,3,4,AWAY_TEAM
2015,Watford vs Tottenham,1-2,3.19,3.36,2.37,Watford,Tottenham,1,2,AWAY_TEAM
2015,West Brom vs Newcastle,1-0,2.16,3.27,3.74,West Brom,Newcastle,1,0,HOME_TEAM
2015,Southampton vs Arsenal,4-0,3.55,3.4,2.17,Southampton,Arsenal,4,0,HOME_TEAM
2015,Newcastle vs Everton,0-1,3.45,3.52,2.16,Newcastle,Everton,0,1,AWAY_TEAM
2015,Aston Villa vs West Ham,1-1,2.49,3.18,3.11,Aston Villa,West Ham,1,1,DRAW
2015,Bournemouth vs Crystal Palace,0-0,2.15,3.43,3.63,Bournemouth,Crystal Palace,0,0,DRAW
2015,Chelsea vs Watford,2-2,1.5,4.37,7.08,Chelsea,Watford,2,2,DRAW
2015,Manchester City vs Sunderland,4-1,1.2,7.64,14.0,Manchester City,Sunderland,4,1,HOME_TEAM
2015,Tottenham vs Norwich,3-0,1.45,4.56,7.91,Tottenham,Norwich,3,0,HOME_TEAM
2015,Stoke vs Manchester Utd,2-0,3.61,3.2,2.25,Stoke,Manchester Utd,2,0,HOME_TEAM
2015,Swansea vs West Ham,0-0,2.05,3.33,4.04,Swansea,West Ham,0,0,DRAW
2015,Watford vs Liverpool,3-0,3.6,3.48,2.12,Watford,Liverpool,3,0,HOME_TEAM
2015,Newcastle vs Aston Villa,1-1,2.0,3.48,4.06,Newcastle,Aston Villa,1,1,DRAW
2015,Chelsea vs Sunderland,3-1,1.32,5.6,10.37,Chelsea,Sunderland,3,1,HOME_TEAM
2015,Everton vs Leicester,2-3,2.1,3.69,3.48,Everton,Leicester,2,3,AWAY_TEAM
2015,Manchester Utd vs Norwich,1-2,1.43,4.67,8.26,Manchester Utd,Norwich,1,2,AWAY_TEAM
2015,Southampton vs Tottenham,0-2,2.73,3.29,2.73,Southampton,Tottenham,0,2,AWAY_TEAM
2015,Stoke vs Crystal Palace,1-2,2.5,3.2,3.08,Stoke,Crystal Palace,1,2,AWAY_TEAM
2015,West Brom vs Bournemouth,1-2,2.75,3.24,2.74,West Brom,Bournemouth,1,2,AWAY_TEAM
2015,Leicester vs Chelsea,2-1,3.39,3.46,2.21,Leicester,Chelsea,2,1,HOME_TEAM
2015,Liverpool vs West Brom,2-2,1.43,4.57,8.73,Liverpool,West Brom,2,2,DRAW
2015,Tottenham vs Newcastle,1-2,1.37,5.39,8.6,Tottenham,Newcastle,1,2,AWAY_TEAM
2015,Aston Villa vs Arsenal,0-2,6.4,4.27,1.55,Aston Villa,Arsenal,0,2,AWAY_TEAM
2015,Bournemouth vs Manchester Utd,2-1,3.24,3.25,2.38,Bournemouth,Manchester Utd,2,1,HOME_TEAM
2015,Crystal Palace vs Southampton,1-0,2.37,3.29,3.22,Crystal Palace,Southampton,1,0,HOME_TEAM
2015,Manchester City vs Swansea,2-1,1.35,5.38,9.22,Manchester City,Swansea,2,1,HOME_TEAM
2015,Sunderland vs Watford,0-1,2.83,3.23,2.68,Sunderland,Watford,0,1,AWAY_TEAM
2015,West Ham vs Stoke,0-0,2.58,3.22,2.96,West Ham,Stoke,0,0,DRAW
2015,Norwich vs Everton,1-1,3.11,3.44,2.36,Norwich,Everton,1,1,DRAW
2015,Everton vs Crystal Palace,1-1,2.11,3.42,3.71,Everton,Crystal Palace,1,1,DRAW
2015,Newcastle vs Liverpool,2-0,5.98,4.35,1.57,Newcastle,Liverpool,2,0,HOME_TEAM
2015,Chelsea vs Bournemouth,0-1,1.41,4.71,8.58,Chelsea,Bournemouth,0,1,AWAY_TEAM
2015,Arsenal vs Sunderland,3-1,1.27,6.11,11.14,Arsenal,Sunderland,3,1,HOME_TEAM
2015,Manchester Utd vs West Ham,0-0,1.45,4.48,8.09,Manchester Utd,West Ham,0,0,DRAW
2015,Southampton vs Aston Villa,1-1,1.49,4.37,7.22,Southampton,Aston Villa,1,1,DRAW
2015,Swansea vs Leicester,0-3,2.54,3.32,2.9,Swansea,Leicester,0,3,AWAY_TEAM
2015,Watford vs Norwich,2-0,2.29,3.37,3.27,Watford,Norwich,2,0,HOME_TEAM
2015,West Brom vs Tottenham,1-1,4.64,3.61,1.84,West Brom,Tottenham,1,1,DRAW
2015,Stoke vs Manchester City,2-0,5.08,3.8,1.73,Stoke,Manchester City,2,0,HOME_TEAM
2015,Liverpool vs Swansea,1-0,1.48,4.41,7.53,Liverpool,Swansea,1,0,HOME_TEAM
2015,Norwich vs Arsenal,1-1,5.87,4.26,1.59,Norwich,Arsenal,1,1,DRAW
2015,West Ham vs West Brom,1-1,2.11,3.3,3.86,West Ham,West Brom,1,1,DRAW
2015,Tottenham vs Chelsea,0-0,2.63,3.33,2.8,Tottenham,Chelsea,0,0,DRAW
2015,Leicester vs Manchester Utd,1-1,3.12,3.41,2.37,Leicester,Manchester Utd,1,1,DRAW
2015,Aston Villa vs Watford,2-3,2.73,3.19,2.79,Aston Villa,Watford,2,3,AWAY_TEAM
2015,Bournemouth vs Everton,3-3,2.64,3.51,2.68,Bournemouth,Everton,3,3,DRAW
2015,Crystal Palace vs Newcastle,5-1,1.7,3.93,5.2,Crystal Palace,Newcastle,5,1,HOME_TEAM
2015,Manchester City vs Southampton,3-1,1.55,3.95,5.8,Manchester City,Southampton,3,1,HOME_TEAM
2015,Sunderland vs Stoke,2-0,2.99,3.17,2.57,Sunderland,Stoke,2,0,HOME_TEAM
2015,Crystal Palace vs Sunderland,0-1,1.54,4.38,6.33,Crystal Palace,Sunderland,0,1,AWAY_TEAM
2015,Tottenham vs West Ham,4-1,1.6,4.2,6.0,Tottenham,West Ham,4,1,HOME_TEAM
2015,Manchester City vs Liverpool,1-4,1.78,3.75,4.75,Manchester City,Liverpool,1,4,AWAY_TEAM
2015,Chelsea vs Norwich,1-0,1.42,4.77,8.31,Chelsea,Norwich,1,0,HOME_TEAM
2015,Everton vs Aston Villa,4-0,1.67,3.91,5.52,Everton,Aston Villa,4,0,HOME_TEAM
2015,Newcastle vs Leicester,0-3,2.85,3.49,2.49,Newcastle,Leicester,0,3,AWAY_TEAM
2015,Southampton vs Stoke,0-1,1.7,3.73,5.5,Southampton,Stoke,0,1,AWAY_TEAM
2015,Swansea vs Bournemouth,2-2,2.27,3.29,3.42,Swansea,Bournemouth,2,2,DRAW
2015,West Brom vs Arsenal,2-1,6.26,4.24,1.57,West Brom,Arsenal,2,1,HOME_TEAM
2015,Watford vs Manchester Utd,1-2,3.98,3.32,2.07,Watford,Manchester Utd,1,2,AWAY_TEAM
2015,Arsenal vs Tottenham,1-1,1.79,3.92,4.54,Arsenal,Tottenham,1,1,DRAW
2015,Liverpool vs Crystal Palace,1-2,1.61,3.98,6.16,Liverpool,Crystal Palace,1,2,AWAY_TEAM
2015,Aston Villa vs Manchester City,0-0,8.19,4.94,1.41,Aston Villa,Manchester City,0,0,DRAW
2015,Stoke vs Chelsea,1-0,4.34,3.57,1.91,Stoke,Chelsea,1,0,HOME_TEAM
2015,Leicester vs Watford,2-1,1.9,3.7,4.24,Leicester,Watford,2,1,HOME_TEAM
2015,Norwich vs Swansea,1-0,2.49,3.38,2.95,Norwich,Swansea,1,0,HOME_TEAM
2015,Sunderland vs Southampton,0-1,4.74,3.82,1.78,Sunderland,Southampton,0,1,AWAY_TEAM
2015,West Ham vs Everton,1-1,2.42,3.5,2.96,West Ham,Everton,1,1,DRAW
2015,Bournemouth vs Newcastle,0-1,2.22,3.52,3.32,Bournemouth,Newcastle,0,1,AWAY_TEAM
2015,Tottenham vs Aston Villa,3-1,1.39,4.9,8.9,Tottenham,Aston Villa,3,1,HOME_TEAM
2015,Southampton vs Bournemouth,2-0,1.54,4.26,6.66,Southampton,Bournemouth,2,0,HOME_TEAM
2015,Everton vs Sunderland,6-2,1.48,4.58,7.32,Everton,Sunderland,6,2,HOME_TEAM
2015,Crystal Palace vs Manchester Utd,0-0,4.22,3.46,1.97,Crystal Palace,Manchester Utd,0,0,DRAW
2015,Manchester City vs Norwich,2-1,1.28,6.11,11.68,Manchester City,Norwich,2,1,HOME_TEAM
2015,Newcastle vs Stoke,0-0,2.37,3.34,3.18,Newcastle,Stoke,0,0,DRAW
2015,Swansea vs Arsenal,0-3,4.62,3.86,1.78,Swansea,Arsenal,0,3,AWAY_TEAM
2015,Watford vs West Ham,2-0,2.51,3.34,2.94,Watford,West Ham,2,0,HOME_TEAM
2015,West Brom vs Leicester,2-3,2.86,3.32,2.6,West Brom,Leicester,2,3,AWAY_TEAM
2015,Liverpool vs Southampton,1-1,2.09,3.46,3.74,Liverpool,Southampton,1,1,DRAW
2015,Bournemouth vs Tottenham,1-5,3.43,3.43,2.2,Bournemouth,Tottenham,1,5,AWAY_TEAM
2015,Manchester Utd vs Manchester City,0-0,2.62,3.22,2.89,Manchester Utd,Manchester City,0,0,DRAW
2015,Sunderland vs Newcastle,3-0,2.58,3.32,2.87,Sunderland,Newcastle,3,0,HOME_TEAM
2015,Arsenal vs Everton,2-1,1.39,5.22,8.11,Arsenal,Everton,2,1,HOME_TEAM
2015,Aston Villa vs Swansea,1-2,2.95,3.24,2.57,Aston Villa,Swansea,1,2,AWAY_TEAM
2015,Leicester vs Crystal Palace,1-0,2.14,3.52,3.53,Leicester,Crystal Palace,1,0,HOME_TEAM
2015,Norwich vs West Brom,0-1,1.94,3.54,4.2,Norwich,West Brom,0,1,AWAY_TEAM
2015,Stoke vs Watford,0-2,2.06,3.37,3.95,Stoke,Watford,0,2,AWAY_TEAM
2015,West Ham vs Chelsea,2-1,4.02,3.67,1.95,West Ham,Chelsea,2,1,HOME_TEAM
2015,Swansea vs Stoke,0-1,1.86,3.59,4.51,Swansea,Stoke,0,1,AWAY_TEAM
2015,Newcastle vs Norwich,6-2,2.44,3.42,2.98,Newcastle,Norwich,6,2,HOME_TEAM
2015,Watford vs Arsenal,0-3,5.5,4.0,1.62,Watford,Arsenal,0,3,AWAY_TEAM
2015,Chelsea vs Aston Villa,2-0,1.33,5.49,9.79,Chelsea,Aston Villa,2,0,HOME_TEAM
2015,Crystal Palace vs West Ham,1-3,1.85,3.7,4.2,Crystal Palace,West Ham,1,3,AWAY_TEAM
2015,Everton vs Manchester Utd,0-3,3.16,3.4,2.34,Everton,Manchester Utd,0,3,AWAY_TEAM
2015,Manchester City vs Bournemouth,5-1,1.34,5.3,9.86,Manchester City,Bournemouth,5,1,HOME_TEAM
2015,Southampton vs Leicester,2-2,1.74,3.87,4.89,Southampton,Leicester,2,2,DRAW
2015,West Brom vs Sunderland,1-0,2.1,3.3,3.91,West Brom,Sunderland,1,0,HOME_TEAM
2015,Tottenham vs Liverpool,0-0,2.29,3.39,3.28,Tottenham,Liverpool,0,0,DRAW
2015,Arsenal vs Manchester Utd,3-0,2.0,3.75,3.73,Arsenal,Manchester Utd,3,0,HOME_TEAM
2015,Swansea vs Tottenham,2-2,2.74,3.29,2.71,Swansea,Tottenham,2,2,DRAW
2015,Everton vs Liverpool,1-1,3.2,3.4,2.4,Everton,Liverpool,1,1,DRAW
2015,Chelsea vs Southampton,1-3,1.76,3.7,4.85,Chelsea,Southampton,1,3,AWAY_TEAM
2015,Aston Villa vs Stoke,0-1,2.63,3.16,2.93,Aston Villa,Stoke,0,1,AWAY_TEAM
2015,Bournemouth vs Watford,1-1,2.17,3.33,3.63,Bournemouth,Watford,1,1,DRAW
2015,Manchester City vs Newcastle,6-1,1.22,7.05,13.51,Manchester City,Newcastle,6,1,HOME_TEAM
2015,Sunderland vs West Ham,2-2,3.1,3.43,2.37,Sunderland,West Ham,2,2,DRAW
2015,Crystal Palace vs West Brom,2-0,1.82,3.54,4.81,Crystal Palace,West Brom,2,0,HOME_TEAM
2015,West Brom vs Everton,2-3,2.95,3.25,2.56,West Brom,Everton,2,3,AWAY_TEAM
2015,Watford vs Crystal Palace,0-1,2.56,3.33,2.9,Watford,Crystal Palace,0,1,AWAY_TEAM
2015,Newcastle vs Chelsea,2-2,5.75,4.15,1.62,Newcastle,Chelsea,2,2,DRAW
2015,Leicester vs Arsenal,2-5,4.66,3.99,1.76,Leicester,Arsenal,2,5,AWAY_TEAM
2015,Liverpool vs Aston Villa,3-2,1.5,4.32,7.39,Liverpool,Aston Villa,3,2,HOME_TEAM
2015,Manchester Utd vs Sunderland,3-0,1.21,7.03,14.46,Manchester Utd,Sunderland,3,0,HOME_TEAM
2015,Southampton vs Swansea,3-1,1.85,3.55,4.71,Southampton,Swansea,3,1,HOME_TEAM
2015,Stoke vs Bournemouth,2-1,2.44,3.4,2.99,Stoke,Bournemouth,2,1,HOME_TEAM
2015,West Ham vs Norwich,2-2,2.24,3.44,3.35,West Ham,Norwich,2,2,DRAW
2015,Tottenham vs Manchester City,4-1,3.44,3.5,2.18,Tottenham,Manchester City,4,1,HOME_TEAM
2015,Liverpool vs Norwich,1-1,1.6,4.04,6.12,Liverpool,Norwich,1,1,DRAW
2015,Southampton vs Manchester Utd,2-3,3.3,3.24,2.36,Southampton,Manchester Utd,2,3,AWAY_TEAM
2015,Tottenham vs Crystal Palace,1-0,1.93,3.68,4.07,Tottenham,Crystal Palace,1,0,HOME_TEAM
2015,Manchester City vs West Ham,1-2,1.28,6.19,10.91,Manchester City,West Ham,1,2,AWAY_TEAM
2015,Aston Villa vs West Brom,0-1,2.4,3.13,3.35,Aston Villa,West Brom,0,1,AWAY_TEAM
2015,Bournemouth vs Sunderland,2-0,1.55,4.59,5.86,Bournemouth,Sunderland,2,0,HOME_TEAM
2015,Newcastle vs Watford,1-2,2.22,3.39,3.46,Newcastle,Watford,1,2,AWAY_TEAM
2015,Stoke vs Leicester,2-2,2.86,3.33,2.58,Stoke,Leicester,2,2,DRAW
2015,Swansea vs Everton,0-0,2.18,3.39,3.54,Swansea,Everton,0,0,DRAW
2015,Chelsea vs Arsenal,2-0,2.58,3.4,2.82,Chelsea,Arsenal,2,0,HOME_TEAM
2015,West Ham vs Newcastle,2-0,2.09,3.49,3.69,West Ham,Newcastle,2,0,HOME_TEAM
2015,Leicester vs Aston Villa,3-2,1.84,3.7,4.5,Leicester,Aston Villa,3,2,HOME_TEAM
2015,Sunderland vs Tottenham,0-1,4.29,3.58,1.91,Sunderland,Tottenham,0,1,AWAY_TEAM
2015,Manchester Utd vs Liverpool,3-1,1.94,3.36,4.52,Manchester Utd,Liverpool,3,1,HOME_TEAM
2015,Arsenal vs Stoke,2-0,1.29,5.94,10.9,Arsenal,Stoke,2,0,HOME_TEAM
2015,Crystal Palace vs Manchester City,0-1,4.8,4.0,1.75,Crystal Palace,Manchester City,0,1,AWAY_TEAM
2015,Norwich vs Bournemouth,3-1,2.39,3.41,3.07,Norwich,Bournemouth,3,1,HOME_TEAM
2015,Watford vs Swansea,1-0,2.6,3.27,2.88,Watford,Swansea,1,0,HOME_TEAM
2015,West Brom vs Southampton,0-0,3.15,3.28,2.41,West Brom,Southampton,0,0,DRAW
2015,Everton vs Chelsea,3-1,3.45,3.47,2.17,Everton,Chelsea,3,1,HOME_TEAM
2015,Swansea vs Manchester Utd,2-1,3.72,3.37,2.13,Swansea,Manchester Utd,2,1,HOME_TEAM
2015,Southampton vs Norwich,3-0,2.09,3.35,3.86,Southampton,Norwich,3,0,HOME_TEAM
2015,Tottenham vs Everton,0-0,2.07,3.48,3.77,Tottenham,Everton,0,0,DRAW
2015,Bournemouth vs Leicester,1-1,2.05,3.66,3.66,Bournemouth,Leicester,1,1,DRAW
2015,Chelsea vs Crystal Palace,1-2,1.37,4.98,9.47,Chelsea,Crystal Palace,1,2,AWAY_TEAM
2015,Liverpool vs West Ham,0-3,1.36,5.16,9.37,Liverpool,West Ham,0,3,AWAY_TEAM
2015,Manchester City vs Watford,2-0,1.21,7.24,14.67,Manchester City,Watford,2,0,HOME_TEAM
2015,Stoke vs West Brom,0-1,2.09,3.23,4.06,Stoke,West Brom,0,1,AWAY_TEAM
2015,Newcastle vs Arsenal,0-1,5.65,4.35,1.59,Newcastle,Arsenal,0,1,AWAY_TEAM
2015,Arsenal vs Liverpool,0-0,1.78,4.01,4.49,Arsenal,Liverpool,0,0,DRAW
2015,Everton vs Manchester City,0-2,5.19,4.12,1.67,Everton,Manchester City,0,2,AWAY_TEAM
2015,Watford vs Southampton,0-0,2.71,3.26,2.77,Watford,Southampton,0,0,DRAW
2015,West Brom vs Chelsea,2-3,6.91,4.21,1.53,West Brom,Chelsea,2,3,AWAY_TEAM
2015,Crystal Palace vs Aston Villa,2-1,1.8,3.68,4.82,Crystal Palace,Aston Villa,2,1,HOME_TEAM
2015,Norwich vs Stoke,1-1,2.16,3.38,3.61,Norwich,Stoke,1,1,DRAW
2015,Sunderland vs Swansea,1-1,3.87,3.41,2.06,Sunderland,Swansea,1,1,DRAW
2015,West Ham vs Bournemouth,3-4,2.61,3.43,2.79,West Ham,Bournemouth,3,4,AWAY_TEAM
2015,Manchester Utd vs Newcastle,0-0,1.34,5.29,10.08,Manchester Utd,Newcastle,0,0,DRAW
2015,Liverpool vs Bournemouth,1-0,1.51,4.29,7.19,Liverpool,Bournemouth,1,0,HOME_TEAM
2015,Manchester City vs Chelsea,3-0,1.98,3.57,4.02,Manchester City,Chelsea,3,0,HOME_TEAM
2015,Crystal Palace vs Arsenal,1-2,5.17,3.98,1.69,Crystal Palace,Arsenal,1,2,AWAY_TEAM
2015,Sunderland vs Norwich,1-3,2.87,3.13,2.62,Sunderland,Norwich,1,3,AWAY_TEAM
2015,Swansea vs Newcastle,2-0,1.82,3.71,4.43,Swansea,Newcastle,2,0,HOME_TEAM
2015,Tottenham vs Stoke,2-2,1.69,3.79,5.35,Tottenham,Stoke,2,2,DRAW
2015,Watford vs West Brom,0-0,2.03,3.48,3.77,Watford,West Brom,0,0,DRAW
2015,West Ham vs Leicester,1-2,2.34,3.41,3.08,West Ham,Leicester,1,2,AWAY_TEAM
2015,Southampton vs Everton,0-3,2.02,3.47,4.02,Southampton,Everton,0,3,AWAY_TEAM
2015,Aston Villa vs Manchester Utd,0-1,5.2,3.67,1.77,Aston Villa,Manchester Utd,0,1,AWAY_TEAM
2015,West Brom vs Manchester City,0-3,5.96,4.05,1.62,West Brom,Manchester City,0,3,AWAY_TEAM
2015,Stoke vs Liverpool,0-1,3.78,3.43,2.09,Stoke,Liverpool,0,1,AWAY_TEAM
2015,Arsenal vs West Ham,0-2,1.23,6.55,14.05,Arsenal,West Ham,0,2,AWAY_TEAM
2015,Newcastle vs Southampton,2-2,3.02,3.24,2.54,Newcastle,Southampton,2,2,DRAW
2015,Chelsea vs Swansea,2-2,1.37,4.8,10.5,Chelsea,Swansea,2,2,DRAW
2015,Bournemouth vs Aston Villa,0-1,1.83,3.77,4.51,Bournemouth,Aston Villa,0,1,AWAY_TEAM
2015,Everton vs Watford,2-2,1.8,3.66,4.95,Everton,Watford,2,2,DRAW
2015,Leicester vs Sunderland,4-2,1.79,3.72,4.83,Leicester,Sunderland,4,2,HOME_TEAM
2015,Manchester Utd vs Tottenham,1-0,1.63,3.96,5.9,Manchester Utd,Tottenham,1,0,HOME_TEAM
2016,Arsenal vs Everton,3-1,1.35,5.79,8.39,Arsenal,Everton,3,1,HOME_TEAM
2016,Burnley vs West Ham,1-2,2.32,3.48,3.17,Burnley,West Ham,1,2,AWAY_TEAM
2016,Chelsea vs Sunderland,5-1,1.1,11.24,28.57,Chelsea,Sunderland,5,1,HOME_TEAM
2016,Hull vs Tottenham,1-7,9.84,6.21,1.3,Hull,Tottenham,1,7,AWAY_TEAM
2016,Leicester vs Bournemouth,1-1,1.7,4.27,4.74,Leicester,Bournemouth,1,1,DRAW
2016,Liverpool vs Middlesbrough,3-0,1.14,9.32,21.52,Liverpool,Middlesbrough,3,0,HOME_TEAM
2016,Manchester Utd vs Crystal Palace,2-0,2.31,3.37,3.3,Manchester Utd,Crystal Palace,2,0,HOME_TEAM
2016,Southampton vs Stoke,0-1,1.65,4.21,5.37,Southampton,Stoke,0,1,AWAY_TEAM
2016,Swansea vs West Brom,2-1,2.29,3.43,3.29,Swansea,West Brom,2,1,HOME_TEAM
2016,Watford vs Manchester City,0-5,17.96,8.87,1.16,Watford,Manchester City,0,5,AWAY_TEAM
2016,Leicester vs Tottenham,1-6,4.14,3.9,1.87,Leicester,Tottenham,1,6,AWAY_TEAM
2016,Southampton vs Manchester Utd,0-0,2.38,3.25,3.27,Southampton,Manchester Utd,0,0,DRAW
2016,Manchester City vs West Brom,3-1,1.15,8.86,19.53,Manchester City,West Brom,3,1,HOME_TEAM
2016,Arsenal vs Sunderland,2-0,1.12,11.05,23.89,Arsenal,Sunderland,2,0,HOME_TEAM
2016,Chelsea vs Watford,4-3,1.28,6.24,11.32,Chelsea,Watford,4,3,HOME_TEAM
2016,Tottenham vs Manchester Utd,2-1,1.64,3.99,5.83,Tottenham,Manchester Utd,2,1,HOME_TEAM
2016,West Ham vs Liverpool,0-4,5.92,4.07,1.62,West Ham,Liverpool,0,4,AWAY_TEAM
2016,Crystal Palace vs Hull,4-0,1.93,3.65,4.19,Crystal Palace,Hull,4,0,HOME_TEAM
2016,Stoke vs Arsenal,1-4,5.17,4.16,1.67,Stoke,Arsenal,1,4,AWAY_TEAM
2016,Bournemouth vs Burnley,2-1,1.83,3.9,4.37,Bournemouth,Burnley,2,1,HOME_TEAM
2016,Middlesbrough vs Southampton,1-2,3.85,3.46,2.07,Middlesbrough,Southampton,1,2,AWAY_TEAM
2016,Sunderland vs Swansea,0-2,3.37,3.49,2.22,Sunderland,Swansea,0,2,AWAY_TEAM
2016,Manchester City vs Leicester,2-1,1.22,7.42,12.58,Manchester City,Leicester,2,1,HOME_TEAM
2016,West Brom vs Chelsea,0-1,9.79,5.1,1.36,West Brom,Chelsea,0,1,AWAY_TEAM
2016,Everton vs Watford,1-0,1.42,4.87,8.25,Everton,Watford,1,0,HOME_TEAM
2016,Southampton vs Arsenal,0-2,3.33,3.72,2.16,Southampton,Arsenal,0,2,AWAY_TEAM
2016,Chelsea vs Middlesbrough,3-0,1.13,9.35,23.22,Chelsea,Middlesbrough,3,0,HOME_TEAM
2016,Arsenal vs Manchester Utd,2-0,2.13,3.53,3.6,Arsenal,Manchester Utd,2,0,HOME_TEAM
2016,Liverpool vs Southampton,0-0,1.59,4.18,6.07,Liverpool,Southampton,0,0,DRAW
2016,Swansea vs Everton,1-0,2.52,3.43,2.91,Swansea,Everton,1,0,HOME_TEAM
2016,Bournemouth vs Stoke,2-2,2.34,3.48,3.14,Bournemouth,Stoke,2,2,DRAW
2016,Burnley vs West Brom,2-2,2.56,3.04,3.2,Burnley,West Brom,2,2,DRAW
2016,Hull vs Sunderland,0-2,1.54,4.46,6.31,Hull,Sunderland,0,2,AWAY_TEAM
2016,Leicester vs Watford,3-0,1.66,3.85,5.84,Leicester,Watford,3,0,HOME_TEAM
2016,Manchester City vs Crystal Palace,5-0,1.24,6.99,11.6,Manchester City,Crystal Palace,5,0,HOME_TEAM
2016,West Ham vs Tottenham,1-0,8.35,5.1,1.4,West Ham,Tottenham,1,0,HOME_TEAM
2016,Watford vs Liverpool,0-1,5.82,4.24,1.61,Watford,Liverpool,0,1,AWAY_TEAM
2016,Tottenham vs Arsenal,2-0,1.8,4.12,4.3,Tottenham,Arsenal,2,0,HOME_TEAM
2016,Everton vs Chelsea,0-3,4.35,3.75,1.87,Everton,Chelsea,0,3,AWAY_TEAM
2016,Middlesbrough vs Manchester City,2-2,11.83,6.24,1.27,Middlesbrough,Manchester City,2,2,DRAW
2016,Manchester Utd vs Swansea,1-1,1.42,4.77,8.68,Manchester Utd,Swansea,1,1,DRAW
2016,Crystal Palace vs Burnley,0-2,1.82,3.51,5.07,Crystal Palace,Burnley,0,2,AWAY_TEAM
2016,Southampton vs Hull,0-0,1.58,4.27,6.08,Southampton,Hull,0,0,DRAW
2016,Stoke vs West Ham,0-0,2.02,3.44,4.07,Stoke,West Ham,0,0,DRAW
2016,Sunderland vs Bournemouth,0-1,3.32,3.61,2.21,Sunderland,Bournemouth,0,1,AWAY_TEAM
2016,West Brom vs Leicester,0-1,2.77,3.23,2.76,West Brom,Leicester,0,1,AWAY_TEAM
2016,Manchester City vs Manchester Utd,0-0,1.93,3.47,4.47,Manchester City,Manchester Utd,0,0,DRAW
2016,Crystal Palace vs Tottenham,0-1,5.82,4.43,1.58,Crystal Palace,Tottenham,0,1,AWAY_TEAM
2016,Arsenal vs Leicester,1-0,1.47,4.97,6.83,Arsenal,Leicester,1,0,HOME_TEAM
2016,Middlesbrough vs Sunderland,1-0,2.18,3.41,3.56,Middlesbrough,Sunderland,1,0,HOME_TEAM
