season,match_name,result,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2005,Manchester City vs Everton,2-0,1.81,3.29,4.44,Manchester City,Everton,2,0,HOME_TEAM
2005,Sunderland vs West Ham,1-1,2.44,3.17,2.77,Sunderland,West Ham,1,1,DRAW
2005,Blackburn vs West Brom,2-0,1.79,3.31,4.47,Blackburn,West Brom,2,0,HOME_TEAM
2005,Charlton vs Tottenham,2-3,2.41,3.17,2.83,Charlton,Tottenham,2,3,AWAY_TEAM
2005,Fulham vs Manchester Utd,2-3,5.16,3.46,1.66,Fulham,Manchester Utd,2,3,AWAY_TEAM
2005,Portsmouth vs Newcastle,0-0,2.77,3.21,2.43,Portsmouth,Newcastle,0,0,DRAW
2005,Tottenham vs Fulham,1-0,1.63,3.47,5.54,Tottenham,Fulham,1,0,HOME_TEAM
2005,Middlesbrough vs Sunderland,0-2,1.59,3.48,5.95,Middlesbrough,Sunderland,0,2,AWAY_TEAM
2005,Bolton vs Portsmouth,1-0,1.72,3.34,4.93,Bolton,Portsmouth,1,0,HOME_TEAM
2005,Chelsea vs Aston Villa,2-1,1.2,5.52,9.99,Chelsea,Aston Villa,2,1,HOME_TEAM
2005,Everton vs Wigan,0-1,1.93,3.23,4.0,Everton,Wigan,0,1,AWAY_TEAM
2005,Manchester Utd vs Blackburn,1-2,1.3,4.62,9.99,Manchester Utd,Blackburn,1,2,AWAY_TEAM
2005,Newcastle vs Manchester City,1-0,2.12,3.22,3.34,Newcastle,Manchester City,1,0,HOME_TEAM
2005,West Brom vs Charlton,1-2,2.79,3.19,2.43,West Brom,Charlton,1,2,AWAY_TEAM
2005,West Ham vs Arsenal,0-0,4.7,3.34,1.75,West Ham,Arsenal,0,0,DRAW
2005,Birmingham vs Liverpool,2-2,3.41,3.22,2.09,Birmingham,Liverpool,2,2,DRAW
2005,Arsenal vs Everton,2-0,1.34,4.35,9.3,Arsenal,Everton,2,0,HOME_TEAM
2005,Manchester City vs Bolton,0-1,2.07,3.25,3.44,Manchester City,Bolton,0,1,AWAY_TEAM
2005,Wigan vs Middlesbrough,1-1,2.61,3.18,2.6,Wigan,Middlesbrough,1,1,DRAW
2005,Blackburn vs Newcastle,0-3,2.31,3.22,2.95,Blackburn,Newcastle,0,3,AWAY_TEAM
2005,Liverpool vs Manchester Utd,0-0,2.72,3.13,2.51,Liverpool,Manchester Utd,0,0,DRAW
2005,Aston Villa vs Tottenham,1-1,2.52,3.2,2.7,Aston Villa,Tottenham,1,1,DRAW
2005,Charlton vs Chelsea,0-2,6.26,3.54,1.56,Charlton,Chelsea,0,2,AWAY_TEAM
2005,Fulham vs West Ham,1-2,2.14,3.18,3.33,Fulham,West Ham,1,2,AWAY_TEAM
2005,Portsmouth vs Birmingham,1-1,2.33,3.2,2.94,Portsmouth,Birmingham,1,1,DRAW
2005,Sunderland vs West Brom,1-1,2.26,3.21,3.05,Sunderland,West Brom,1,1,DRAW
2005,West Ham vs Aston Villa,4-0,2.52,3.18,2.69,West Ham,Aston Villa,4,0,HOME_TEAM
2005,Bolton vs Blackburn,0-0,1.97,3.2,3.81,Bolton,Blackburn,0,0,DRAW
2005,Middlesbrough vs Arsenal,2-1,4.86,3.36,1.73,Middlesbrough,Arsenal,2,1,HOME_TEAM
2005,Birmingham vs Charlton,0-1,2.32,3.22,2.95,Birmingham,Charlton,0,1,AWAY_TEAM
2005,Chelsea vs Sunderland,2-0,1.12,7.08,9.99,Chelsea,Sunderland,2,0,HOME_TEAM
2005,Everton vs Portsmouth,0-1,1.68,3.42,5.15,Everton,Portsmouth,0,1,AWAY_TEAM
2005,Newcastle vs Fulham,1-1,1.61,3.46,5.75,Newcastle,Fulham,1,1,DRAW
2005,Tottenham vs Liverpool,0-0,2.53,3.18,2.7,Tottenham,Liverpool,0,0,DRAW
2005,West Brom vs Wigan,1-2,2.01,3.24,3.64,West Brom,Wigan,1,2,AWAY_TEAM
2005,Manchester Utd vs Manchester City,1-1,1.39,4.04,8.74,Manchester Utd,Manchester City,1,1,DRAW
2005,Newcastle vs Manchester Utd,0-2,5.63,3.5,1.6,Newcastle,Manchester Utd,0,2,AWAY_TEAM
2005,Middlesbrough vs Charlton,0-3,1.88,3.25,4.05,Middlesbrough,Charlton,0,3,AWAY_TEAM
2005,Manchester City vs Portsmouth,2-1,1.64,3.43,5.32,Manchester City,Portsmouth,2,1,HOME_TEAM
2005,Tottenham vs Chelsea,0-2,4.4,3.29,1.8,Tottenham,Chelsea,0,2,AWAY_TEAM
2005,West Ham vs Bolton,1-2,2.52,3.2,2.66,West Ham,Bolton,1,2,AWAY_TEAM
2005,Wigan vs Sunderland,1-0,2.12,3.23,3.28,Wigan,Sunderland,1,0,HOME_TEAM
2005,Aston Villa vs Blackburn,1-0,1.98,3.22,3.67,Aston Villa,Blackburn,1,0,HOME_TEAM
2005,Fulham vs Everton,1-0,2.42,3.19,2.77,Fulham,Everton,1,0,HOME_TEAM
2005,West Brom vs Birmingham,2-3,2.37,3.14,2.88,West Brom,Birmingham,2,3,AWAY_TEAM
2005,Blackburn vs Tottenham,0-0,2.73,3.2,2.47,Blackburn,Tottenham,0,0,DRAW
2005,Bolton vs Newcastle,2-0,2.1,3.24,3.37,Bolton,Newcastle,2,0,HOME_TEAM
2005,Arsenal vs Fulham,4-1,1.23,5.25,9.99,Arsenal,Fulham,4,1,HOME_TEAM
2005,Chelsea vs West Brom,4-0,1.16,6.16,9.99,Chelsea,West Brom,4,0,HOME_TEAM
2005,Birmingham vs Middlesbrough,0-3,2.36,3.2,2.86,Birmingham,Middlesbrough,0,3,AWAY_TEAM
2005,Portsmouth vs Aston Villa,1-1,2.48,3.2,2.7,Portsmouth,Aston Villa,1,1,DRAW
2005,Sunderland vs Manchester City,1-2,2.77,3.21,2.43,Sunderland,Manchester City,1,2,AWAY_TEAM
2005,Chelsea vs Arsenal,1-0,2.0,3.13,3.87,Chelsea,Arsenal,1,0,HOME_TEAM
2005,Bolton vs Everton,0-1,2.07,3.21,3.47,Bolton,Everton,0,1,AWAY_TEAM
2005,Birmingham vs Manchester City,1-2,2.13,3.18,3.32,Birmingham,Manchester City,1,2,AWAY_TEAM
2005,Blackburn vs Fulham,2-1,2.03,3.23,3.55,Blackburn,Fulham,2,1,HOME_TEAM
2005,Charlton vs Wigan,1-0,1.86,3.27,4.18,Charlton,Wigan,1,0,HOME_TEAM
2005,Liverpool vs Sunderland,1-0,1.27,4.88,9.99,Liverpool,Sunderland,1,0,HOME_TEAM
2005,Newcastle vs West Ham,0-0,1.65,3.47,5.31,Newcastle,West Ham,0,0,DRAW
2005,Tottenham vs Middlesbrough,2-0,1.9,3.27,4.0,Tottenham,Middlesbrough,2,0,HOME_TEAM
2005,West Brom vs Portsmouth,2-1,2.11,3.2,3.41,West Brom,Portsmouth,2,1,HOME_TEAM
2005,Manchester Utd vs Aston Villa,1-0,1.24,5.18,9.99,Manchester Utd,Aston Villa,1,0,HOME_TEAM
2005,Wigan vs Chelsea,0-1,9.79,4.65,1.28,Wigan,Chelsea,0,1,AWAY_TEAM
2005,Arsenal vs Newcastle,2-0,1.39,4.07,8.21,Arsenal,Newcastle,2,0,HOME_TEAM
2005,Middlesbrough vs Liverpool,0-0,3.01,3.21,2.28,Middlesbrough,Liverpool,0,0,DRAW
2005,Aston Villa vs Bolton,2-2,2.26,3.21,3.04,Aston Villa,Bolton,2,2,DRAW
2005,Fulham vs Birmingham,0-0,2.36,3.19,2.86,Fulham,Birmingham,0,0,DRAW
2005,Manchester City vs West Brom,0-0,1.8,3.31,4.52,Manchester City,West Brom,0,0,DRAW
2005,Portsmouth vs Tottenham,0-2,2.83,3.23,2.39,Portsmouth,Tottenham,0,2,AWAY_TEAM
2005,Sunderland vs Charlton,1-3,2.26,3.21,3.01,Sunderland,Charlton,1,3,AWAY_TEAM
2005,West Ham vs Blackburn,3-1,2.39,3.21,2.82,West Ham,Blackburn,3,1,HOME_TEAM
2005,Everton vs Manchester Utd,0-2,4.99,3.43,1.69,Everton,Manchester Utd,0,2,AWAY_TEAM
2006,Blackburn vs Reading,3-3,1.88,3.45,3.93,Blackburn,Reading,3,3,DRAW
2006,Bolton vs Aston Villa,2-2,2.12,3.22,3.38,Bolton,Aston Villa,2,2,DRAW
2006,Chelsea vs Everton,1-1,1.69,3.4,5.3,Chelsea,Everton,1,1,DRAW
2006,Manchester Utd vs West Ham,0-1,1.7,3.4,5.02,Manchester Utd,West Ham,0,1,AWAY_TEAM
2006,Middlesbrough vs Fulham,3-1,1.84,3.38,4.25,Middlesbrough,Fulham,3,1,HOME_TEAM
2006,Portsmouth vs Arsenal,0-0,2.75,3.33,2.43,Portsmouth,Arsenal,0,0,DRAW
2006,Sheffield Utd vs Wigan,1-2,2.25,3.37,2.97,Sheffield Utd,Wigan,1,2,AWAY_TEAM
2006,Tottenham vs Manchester City,2-1,1.47,3.89,7.3,Tottenham,Manchester City,2,1,HOME_TEAM
2006,Watford vs Newcastle,1-1,2.6,3.28,2.6,Watford,Newcastle,1,1,DRAW
2006,Tottenham vs Blackburn,1-1,1.78,3.45,4.42,Tottenham,Blackburn,1,1,DRAW
2006,Charlton vs Tottenham,0-2,3.27,3.43,2.1,Charlton,Tottenham,0,2,AWAY_TEAM
2006,Arsenal vs Chelsea,1-1,2.51,3.25,2.75,Arsenal,Chelsea,1,1,DRAW
2006,Aston Villa vs Sheffield Utd,3-0,1.93,3.23,4.02,Aston Villa,Sheffield Utd,3,0,HOME_TEAM
2006,Everton vs Portsmouth,3-0,1.95,3.32,3.87,Everton,Portsmouth,3,0,HOME_TEAM
2006,Fulham vs Liverpool,1-0,2.68,3.27,2.53,Fulham,Liverpool,1,0,HOME_TEAM
2006,Newcastle vs Blackburn,0-2,2.31,3.27,2.97,Newcastle,Blackburn,0,2,AWAY_TEAM
2006,Reading vs Watford,0-2,1.41,4.23,7.83,Reading,Watford,0,2,AWAY_TEAM
2006,West Ham vs Bolton,3-1,2.06,3.38,3.38,West Ham,Bolton,3,1,HOME_TEAM
2006,Wigan vs Middlesbrough,0-1,2.1,3.25,3.45,Wigan,Middlesbrough,0,1,AWAY_TEAM
2006,Manchester City vs Manchester Utd,0-1,6.73,3.8,1.52,Manchester City,Manchester Utd,0,1,AWAY_TEAM
2006,Reading vs Newcastle,1-0,1.96,3.31,3.81,Reading,Newcastle,1,0,HOME_TEAM
2006,Arsenal vs Fulham,3-1,1.36,4.35,9.17,Arsenal,Fulham,3,1,HOME_TEAM
2006,Blackburn vs Charlton,4-1,1.97,3.32,3.98,Blackburn,Charlton,4,1,HOME_TEAM
2006,Manchester City vs Aston Villa,0-2,2.26,3.2,3.13,Manchester City,Aston Villa,0,2,AWAY_TEAM
2006,Middlesbrough vs Tottenham,2-3,2.75,3.23,2.52,Middlesbrough,Tottenham,2,3,AWAY_TEAM
2006,Portsmouth vs Liverpool,2-1,2.83,3.15,2.52,Portsmouth,Liverpool,2,1,HOME_TEAM
2006,Sheffield Utd vs Watford,1-0,1.57,3.7,6.07,Sheffield Utd,Watford,1,0,HOME_TEAM
2006,Wigan vs West Ham,0-3,2.28,3.23,3.07,Wigan,West Ham,0,3,AWAY_TEAM
2006,Chelsea vs Bolton,2-2,1.27,5.0,11.0,Chelsea,Bolton,2,2,DRAW
2006,Everton vs Manchester Utd,2-4,5.03,3.55,1.69,Everton,Manchester Utd,2,4,AWAY_TEAM
2006,Aston Villa vs Portsmouth,0-0,2.13,3.2,3.43,Aston Villa,Portsmouth,0,0,DRAW
2006,Newcastle vs Chelsea,0-0,7.57,3.87,1.47,Newcastle,Chelsea,0,0,DRAW
2006,Manchester Utd vs Middlesbrough,1-1,1.2,5.91,13.64,Manchester Utd,Middlesbrough,1,1,DRAW
2006,Bolton vs Reading,1-3,1.78,3.45,4.55,Bolton,Reading,1,3,AWAY_TEAM
2006,Charlton vs Sheffield Utd,1-1,2.01,3.25,3.73,Charlton,Sheffield Utd,1,1,DRAW
2006,Fulham vs Blackburn,1-1,2.31,3.18,3.08,Fulham,Blackburn,1,1,DRAW
2006,Liverpool vs Wigan,2-0,1.4,4.33,8.17,Liverpool,Wigan,2,0,HOME_TEAM
2006,Watford vs Manchester City,1-1,2.76,3.24,2.49,Watford,Manchester City,1,1,DRAW
2006,West Ham vs Everton,1-0,2.45,3.25,2.82,West Ham,Everton,1,0,HOME_TEAM
2006,Tottenham vs Arsenal,2-2,2.73,3.22,2.57,Tottenham,Arsenal,2,2,DRAW
2006,Blackburn vs Watford,3-1,1.59,3.5,6.06,Blackburn,Watford,3,1,HOME_TEAM
2006,Liverpool vs Middlesbrough,2-0,1.36,4.35,9.0,Liverpool,Middlesbrough,2,0,HOME_TEAM
2006,West Ham vs Chelsea,1-4,7.01,3.83,1.49,West Ham,Chelsea,1,4,AWAY_TEAM
2006,Manchester Utd vs Sheffield Utd,2-0,1.14,6.92,16.16,Manchester Utd,Sheffield Utd,2,0,HOME_TEAM
2006,Arsenal vs Manchester City,3-1,1.4,4.26,8.27,Arsenal,Manchester City,3,1,HOME_TEAM
2006,Everton vs Charlton,2-1,1.74,3.42,4.92,Everton,Charlton,2,1,HOME_TEAM
2006,Wigan vs Tottenham,3-3,2.9,3.25,2.38,Wigan,Tottenham,3,3,DRAW
2006,Manchester City vs Liverpool,0-0,4.48,3.32,1.83,Manchester City,Liverpool,0,0,DRAW
2006,Middlesbrough vs Aston Villa,1-3,2.27,3.18,3.2,Middlesbrough,Aston Villa,1,3,AWAY_TEAM
2006,Portsmouth vs Newcastle,2-1,2.07,3.26,3.54,Portsmouth,Newcastle,2,1,HOME_TEAM
2006,Arsenal vs Bolton,2-1,1.68,3.5,5.4,Arsenal,Bolton,2,1,HOME_TEAM
2006,Reading vs Fulham,1-0,1.88,3.3,4.16,Reading,Fulham,1,0,HOME_TEAM
2006,Sheffield Utd vs West Ham,3-0,2.47,3.2,2.82,Sheffield Utd,West Ham,3,0,HOME_TEAM
2006,Charlton vs Reading,0-0,2.13,3.22,3.35,Charlton,Reading,0,0,DRAW
2006,Aston Villa vs Wigan,1-1,1.97,3.23,3.95,Aston Villa,Wigan,1,1,DRAW
2006,Bolton vs Everton,1-1,2.27,3.17,3.22,Bolton,Everton,1,1,DRAW
2006,Fulham vs Manchester City,1-3,2.23,3.22,3.25,Fulham,Manchester City,1,3,AWAY_TEAM
2006,Newcastle vs Arsenal,0-0,3.43,3.22,2.15,Newcastle,Arsenal,0,0,DRAW
2006,Watford vs Portsmouth,4-2,2.99,3.24,2.36,Watford,Portsmouth,4,2,HOME_TEAM
2006,Portsmouth vs Manchester Utd,2-1,6.48,3.58,1.58,Portsmouth,Manchester Utd,2,1,HOME_TEAM
2006,Arsenal vs West Ham,0-1,1.43,4.23,7.52,Arsenal,West Ham,0,1,AWAY_TEAM
2006,Blackburn vs Aston Villa,1-2,2.01,3.14,3.94,Blackburn,Aston Villa,1,2,AWAY_TEAM
2006,Middlesbrough vs Watford,4-1,1.73,3.37,5.1,Middlesbrough,Watford,4,1,HOME_TEAM
2006,Reading vs Liverpool,1-2,4.22,3.33,1.88,Reading,Liverpool,1,2,AWAY_TEAM
2006,Sheffield Utd vs Newcastle,1-2,2.33,3.22,2.98,Sheffield Utd,Newcastle,1,2,AWAY_TEAM
2006,Wigan vs Bolton,1-3,2.48,3.17,2.79,Wigan,Bolton,1,3,AWAY_TEAM
2006,Chelsea vs Tottenham,1-0,1.43,4.15,7.78,Chelsea,Tottenham,1,0,HOME_TEAM
2006,Everton vs Fulham,4-1,1.69,3.47,5.26,Everton,Fulham,4,1,HOME_TEAM
2006,Manchester City vs Charlton,0-0,1.99,3.27,3.82,Manchester City,Charlton,0,0,DRAW
2006,Aston Villa vs Everton,1-1,2.32,3.15,3.12,Aston Villa,Everton,1,1,DRAW
2006,Tottenham vs Reading,1-0,1.73,3.45,5.05,Tottenham,Reading,1,0,HOME_TEAM
2006,Watford vs Chelsea,0-1,11.25,4.7,1.31,Watford,Chelsea,0,1,AWAY_TEAM
2006,Bolton vs Sheffield Utd,1-0,1.69,3.47,5.33,Bolton,Sheffield Utd,1,0,HOME_TEAM
2006,Charlton vs Wigan,1-0,2.21,3.19,3.33,Charlton,Wigan,1,0,HOME_TEAM
2006,Fulham vs Portsmouth,1-1,2.29,3.21,3.14,Fulham,Portsmouth,1,1,DRAW
2006,Manchester Utd vs Blackburn,4-1,1.32,4.75,11.0,Manchester Utd,Blackburn,4,1,HOME_TEAM
2006,Newcastle vs Manchester City,0-1,2.03,3.23,3.72,Newcastle,Manchester City,0,1,AWAY_TEAM
2006,West Ham vs Middlesbrough,2-0,2.1,3.3,3.4,West Ham,Middlesbrough,2,0,HOME_TEAM
2006,Liverpool vs Arsenal,4-1,2.2,3.23,3.35,Liverpool,Arsenal,4,1,HOME_TEAM
2006,Everton vs Arsenal,1-0,3.4,3.25,2.13,Everton,Arsenal,1,0,HOME_TEAM
2006,Aston Villa vs Liverpool,0-0,4.05,3.25,1.93,Aston Villa,Liverpool,0,0,DRAW
2006,Charlton vs Newcastle,2-0,2.45,3.22,2.83,Charlton,Newcastle,2,0,HOME_TEAM
2006,Blackburn vs West Ham,1-2,1.69,3.5,5.07,Blackburn,West Ham,1,2,AWAY_TEAM
2006,Chelsea vs Sheffield Utd,3-0,1.19,6.03,15.02,Chelsea,Sheffield Utd,3,0,HOME_TEAM
2006,Middlesbrough vs Manchester City,0-2,2.07,3.22,3.65,Middlesbrough,Manchester City,0,2,AWAY_TEAM
2006,Reading vs Portsmouth,0-0,1.97,3.3,3.85,Reading,Portsmouth,0,0,DRAW
2006,Tottenham vs Watford,3-1,1.46,3.9,7.8,Tottenham,Watford,3,1,HOME_TEAM
2006,Wigan vs Fulham,0-0,2.11,3.25,3.43,Wigan,Fulham,0,0,DRAW
2006,Manchester Utd vs Bolton,4-1,1.35,4.55,9.17,Manchester Utd,Bolton,4,1,HOME_TEAM
2006,Manchester City vs Chelsea,0-1,7.17,3.9,1.49,Manchester City,Chelsea,0,1,AWAY_TEAM
2006,Aston Villa vs Arsenal,0-1,3.62,3.18,2.1,Aston Villa,Arsenal,0,1,AWAY_TEAM
2006,West Ham vs Tottenham,3-4,3.35,3.24,2.13,West Ham,Tottenham,3,4,AWAY_TEAM
2006,Bolton vs Blackburn,1-2,2.03,3.18,3.77,Bolton,Blackburn,1,2,AWAY_TEAM
2006,Portsmouth vs Chelsea,0-2,6.08,3.62,1.58,Portsmouth,Chelsea,0,2,AWAY_TEAM
2006,Arsenal vs Reading,2-1,1.52,3.77,6.7,Arsenal,Reading,2,1,HOME_TEAM
2006,Fulham vs Aston Villa,1-1,2.38,3.15,2.99,Fulham,Aston Villa,1,1,DRAW
2006,Manchester City vs Wigan,0-1,2.0,3.25,3.8,Manchester City,Wigan,0,1,AWAY_TEAM
2006,Newcastle vs Middlesbrough,0-0,2.0,3.23,3.76,Newcastle,Middlesbrough,0,0,DRAW
2006,Sheffield Utd vs Everton,1-1,2.75,3.15,2.55,Sheffield Utd,Everton,1,1,DRAW
2006,Watford vs Charlton,2-2,2.59,3.2,2.67,Watford,Charlton,2,2,DRAW
2006,Liverpool vs Manchester Utd,0-1,2.63,3.08,2.8,Liverpool,Manchester Utd,0,1,AWAY_TEAM
2006,Blackburn vs Portsmouth,3-0,2.21,3.19,3.26,Blackburn,Portsmouth,3,0,HOME_TEAM
2006,Tottenham vs Bolton,4-1,2.05,3.26,3.6,Tottenham,Bolton,4,1,HOME_TEAM
2006,Wigan vs Newcastle,1-0,2.38,3.23,2.92,Wigan,Newcastle,1,0,HOME_TEAM
2006,Watford vs Everton,0-3,3.09,3.21,2.29,Watford,Everton,0,3,AWAY_TEAM
2006,Charlton vs West Ham,4-0,2.32,3.2,3.01,Charlton,West Ham,4,0,HOME_TEAM
2006,Liverpool vs Sheffield Utd,4-0,1.31,4.84,9.67,Liverpool,Sheffield Utd,4,0,HOME_TEAM
2006,Middlesbrough vs Reading,2-1,2.28,3.22,3.1,Middlesbrough,Reading,2,1,HOME_TEAM
2006,Fulham vs Manchester Utd,1-2,7.58,4.0,1.44,Fulham,Manchester Utd,1,2,AWAY_TEAM
2006,Everton vs Tottenham,1-2,2.26,3.15,3.22,Everton,Tottenham,1,2,AWAY_TEAM
2006,Watford vs Wigan,1-1,2.5,3.2,2.82,Watford,Wigan,1,1,DRAW
2006,Arsenal vs Wigan,2-1,1.25,5.56,11.31,Arsenal,Wigan,2,1,HOME_TEAM
2006,Bolton vs Fulham,2-1,1.69,3.46,5.27,Bolton,Fulham,2,1,HOME_TEAM
2006,Portsmouth vs Manchester City,2-1,1.99,3.23,3.84,Portsmouth,Manchester City,2,1,HOME_TEAM
2006,Chelsea vs Middlesbrough,3-0,1.24,5.38,11.23,Chelsea,Middlesbrough,3,0,HOME_TEAM
2006,Everton vs Blackburn,1-0,2.11,3.21,3.49,Everton,Blackburn,1,0,HOME_TEAM
2006,Manchester Utd vs Charlton,2-0,1.14,6.69,18.17,Manchester Utd,Charlton,2,0,HOME_TEAM
2006,Newcastle vs Liverpool,2-1,4.23,3.36,1.85,Newcastle,Liverpool,2,1,HOME_TEAM
2006,Sheffield Utd vs Tottenham,2-1,2.91,3.19,2.4,Sheffield Utd,Tottenham,2,1,HOME_TEAM
2006,West Ham vs Watford,0-1,1.77,3.43,4.55,West Ham,Watford,0,1,AWAY_TEAM
2006,Reading vs Aston Villa,2-0,2.22,3.24,3.2,Reading,Aston Villa,2,0,HOME_TEAM
2006,Tottenham vs Manchester Utd,0-4,4.54,3.44,1.77,Tottenham,Manchester Utd,0,4,AWAY_TEAM
2006,Middlesbrough vs Arsenal,1-1,4.73,3.4,1.77,Middlesbrough,Arsenal,1,1,DRAW
2006,Aston Villa vs West Ham,1-0,1.86,3.37,4.28,Aston Villa,West Ham,1,0,HOME_TEAM
2006,Blackburn vs Sheffield Utd,2-1,1.7,3.47,5.13,Blackburn,Sheffield Utd,2,1,HOME_TEAM
2006,Charlton vs Chelsea,0-1,8.59,4.36,1.38,Charlton,Chelsea,0,1,AWAY_TEAM
2006,Fulham vs Newcastle,2-1,2.37,3.22,2.93,Fulham,Newcastle,2,1,HOME_TEAM
2006,Manchester City vs Reading,0-2,2.17,3.25,3.27,Manchester City,Reading,0,2,AWAY_TEAM
2006,Watford vs Bolton,0-1,3.38,3.22,2.14,Watford,Bolton,0,1,AWAY_TEAM
2006,Wigan vs Portsmouth,1-0,2.59,3.16,2.69,Wigan,Portsmouth,1,0,HOME_TEAM
2006,Liverpool vs Everton,0-0,1.52,3.63,6.92,Liverpool,Everton,0,0,DRAW
2006,Bolton vs Charlton,1-1,1.53,3.72,6.69,Bolton,Charlton,1,1,DRAW
2006,Manchester Utd vs Watford,4-0,1.14,6.76,17.66,Manchester Utd,Watford,4,0,HOME_TEAM
