season,date,match_name,result,h_odd,d_odd,a_odd
2010/2011,Unknown,Manchester Utd vs West Ham,3-0,1.12,7.63,21.07
2010/2011,Unknown,Blackpool vs Fulham,2-2,3.05,3.29,2.31
2010/2011,Unknown,Chelsea vs Stoke,2-0,1.11,8.43,22.85
2010/2011,Unknown,Tottenham vs Wigan,0-1,1.25,5.57,11.93
2010/2011,Unknown,Wolves vs Newcastle,1-1,2.45,3.25,2.86
2010/2011,Unknown,Blackburn vs Arsenal,1-2,4.96,3.6,1.72
2010/2011,Unknown,Manchester City vs Liverpool,3-0,2.37,3.16,3.12
2010/2011,Unknown,Fulham vs Manchester Utd,2-2,6.2,3.77,1.58
2010/2011,Unknown,Newcastle vs Aston Villa,6-0,2.57,3.26,2.72
2010/2011,Unknown,Wigan vs Chelsea,0-6,12.91,5.65,1.23
2010/2011,Unknown,Arsenal vs Blackpool,6-0,1.14,7.3,17.96
2010/2011,Unknown,Birmingham vs Blackburn,2-1,2.28,3.17,3.23
2010/2011,Unknown,Everton vs Wolves,1-1,1.47,4.02,7.42
2010/2011,Unknown,Stoke vs Tottenham,1-2,3.18,3.23,2.28
2010/2011,Unknown,West Brom vs Sunderland,1-0,2.12,3.3,3.5
2010/2011,Unknown,West Ham vs Bolton,1-3,2.23,3.25,3.26
2010/2011,Unknown,Manchester Utd vs Newcastle,3-0,1.2,6.33,14.58
2010/2011,Unknown,Liverpool vs Arsenal,1-1,2.24,3.26,3.32
2010/2011,Unknown,Chelsea vs West Brom,6-0,1.15,7.15,17.37
2010/2011,Unknown,Aston Villa vs West Ham,3-0,1.92,3.34,4.15
2010/2011,Unknown,Blackburn vs Everton,1-0,2.96,3.25,2.41
2010/2011,Unknown,Bolton vs Fulham,0-0,2.19,3.26,3.35
2010/2011,Unknown,Sunderland vs Birmingham,2-2,2.09,3.28,3.59
2010/2011,Unknown,Wigan vs Blackpool,0-4,1.73,3.56,4.91
2010/2011,Unknown,Wolves vs Stoke,2-1,2.39,3.17,3.05
2010/2011,Unknown,Tottenham vs Manchester City,0-0,2.23,3.28,3.31
