season,date,match_name,result,h_odd,d_odd,a_odd
2010/2011,Unknown,Liverpool vs Birmingham,5-0,1.49,3.97,7.34
2010/2011,Unknown,Tottenham vs West Brom,2-2,1.52,4.03,6.37
2010/2011,Unknown,Wolves vs Fulham,1-1,2.46,3.22,2.92
2010/2011,Unknown,Blackpool vs Newcastle,1-1,2.87,3.35,2.42
2010/2011,Unknown,Sunderland vs Wigan,4-2,2.11,3.24,3.58
2010/2011,Unknown,Manchester Utd vs Everton,1-0,1.52,3.83,7.18
2010/2011,Unknown,Chelsea vs Birmingham,3-1,1.2,6.22,15.71
2010/2011,Unknown,Tottenham vs Arsenal,3-3,2.9,3.29,2.44
2010/2011,Unknown,Newcastle vs Manchester Utd,0-0,5.61,3.68,1.64
2010/2011,Unknown,Arsenal vs Liverpool,1-1,1.71,3.74,4.86
2010/2011,Unknown,Birmingham vs Sunderland,2-0,2.03,3.28,3.78
2010/2011,Unknown,Blackpool vs Wigan,1-3,2.38,3.35,2.93
2010/2011,Unknown,Everton vs Blackburn,2-0,1.69,3.6,5.31
2010/2011,Unknown,West Brom vs Chelsea,1-3,5.06,3.61,1.71
2010/2011,Unknown,West Ham vs Aston Villa,1-2,2.36,3.28,3.01
2010/2011,Unknown,Liverpool vs Manchester City,3-0,2.52,3.22,2.83
2010/2011,Unknown,Aston Villa vs Newcastle,1-0,1.7,3.73,5.0
2010/2011,Unknown,Blackpool vs Arsenal,1-3,7.02,4.53,1.44
2010/2011,Unknown,Blackburn vs Birmingham,1-1,1.95,3.32,4.07
2010/2011,Unknown,Bolton vs West Ham,3-0,2.35,3.22,3.07
2010/2011,Unknown,Chelsea vs Wigan,1-0,1.21,6.01,14.93
2010/2011,Unknown,Manchester Utd vs Fulham,2-0,1.45,4.19,7.7
2010/2011,Unknown,Sunderland vs West Brom,2-3,2.21,3.27,3.31
2010/2011,Unknown,Tottenham vs Stoke,3-2,1.64,3.69,5.56
2010/2011,Unknown,Wolves vs Everton,0-3,2.43,3.25,2.93
2010/2011,Unknown,Manchester City vs Sunderland,5-0,1.47,4.11,7.33
2010/2011,Unknown,Fulham vs Blackpool,3-0,1.48,4.3,6.62
2010/2011,Unknown,Arsenal vs Blackburn,0-0,1.22,6.06,13.02
2010/2011,Unknown,Birmingham vs Bolton,2-1,2.38,3.25,2.99
2010/2011,Unknown,Everton vs Aston Villa,2-2,2.04,3.31,3.77
2010/2011,Unknown,Newcastle vs Wolves,4-1,2.02,3.34,3.73
2010/2011,Unknown,Stoke vs Chelsea,1-1,5.44,3.61,1.67
2010/2011,Unknown,West Brom vs Liverpool,2-1,3.26,3.26,2.24
2010/2011,Unknown,Wigan vs Tottenham,0-0,3.17,3.27,2.28
2010/2011,Unknown,West Ham vs Manchester Utd,2-4,3.97,3.33,1.97
2010/2011,Unknown,Chelsea vs Manchester City,2-0,1.62,3.73,5.6
2010/2011,Unknown,Sunderland vs Liverpool,0-2,2.75,3.21,2.59
2010/2011,Unknown,Everton vs Fulham,2-1,1.98,3.27,3.97
2010/2011,Unknown,Aston Villa vs Wolves,0-1,1.93,3.37,4.05
2010/2011,Unknown,Blackburn vs Blackpool,2-2,1.73,3.71,4.66
2010/2011,Unknown,Manchester Utd vs Bolton,1-0,1.4,4.38,8.6
2010/2011,Unknown,Stoke vs Newcastle,4-0,2.14,3.21,3.55
2010/2011,Unknown,West Brom vs Arsenal,2-2,4.31,3.48,1.85
2010/2011,Unknown,Wigan vs Birmingham,2-1,2.16,3.25,3.44
2010/2011,Unknown,Tottenham vs West Ham,0-0,1.63,3.71,5.56
2010/2011,Unknown,Everton vs Birmingham,1-1,1.52,3.83,6.92
2010/2011,Unknown,Blackpool vs Chelsea,1-3,10.13,5.45,1.28
2010/2011,Unknown,Wolves vs Tottenham,3-3,2.88,3.26,2.45
2010/2011,Unknown,Liverpool vs Manchester Utd,3-1,2.87,3.2,2.5
2010/2011,Unknown,Manchester City vs Wigan,1-0,1.36,4.63,9.29
2010/2011,Unknown,Bolton vs Aston Villa,3-2,2.1,3.35,3.48
2010/2011,Unknown,Newcastle vs Everton,1-2,2.53,3.21,2.83
2010/2011,Unknown,West Ham vs Stoke,3-0,2.05,3.29,3.68
2010/2011,Unknown,Arsenal vs Sunderland,0-0,1.4,4.37,8.36
2010/2011,Unknown,Fulham vs Blackburn,3-2,1.63,3.7,5.72
2010/2011,Unknown,Birmingham vs West Brom,1-3,2.46,3.19,2.92
2010/2011,Unknown,Chelsea vs Manchester Utd,2-1,2.14,3.23,3.55
2010/2011,Unknown,Stoke vs West Brom,1-1,1.83,3.43,4.49
2010/2011,Unknown,Manchester City vs Fulham,1-1,1.64,3.57,5.96
2010/2011,Unknown,West Ham vs Liverpool,3-1,3.43,3.25,2.17
2010/2011,Unknown,Aston Villa vs Blackburn,4-1,1.75,3.52,4.87
2010/2011,Unknown,Everton vs Sunderland,2-0,1.67,3.6,5.4
2010/2011,Unknown,Newcastle vs Bolton,1-1,1.98,3.38,3.84
2010/2011,Unknown,Wigan vs Manchester Utd,0-4,6.56,3.85,1.54
2010/2011,Unknown,Wolves vs Blackpool,4-0,1.7,3.77,4.75
2010/2011,Unknown,Arsenal vs Stoke,1-0,1.32,4.93,10.1
2010/2011,Unknown,Blackpool vs Tottenham,3-1,4.25,3.7,1.8
2010/2011,Unknown,West Brom vs Wolves,1-1,2.04,3.29,3.75
2010/2011,Unknown,Birmingham vs Newcastle,0-2,2.46,3.18,2.93
2010/2011,Unknown,Fulham vs Chelsea,0-0,5.05,3.52,1.73
2010/2011,Unknown,Bolton vs Everton,2-0,2.79,3.26,2.52
2010/2011,Unknown,Sunderland vs Tottenham,1-2,2.49,3.24,2.85
2010/2011,Unknown,Arsenal vs Wolves,2-0,1.25,5.61,12.1
2010/2011,Unknown,Birmingham vs Stoke,1-0,2.47,3.18,2.94
2010/2011,Unknown,Blackburn vs Newcastle,0-0,2.24,3.22,3.27
2010/2011,Unknown,Blackpool vs Aston Villa,1-1,3.25,3.46,2.15
2010/2011,Unknown,Liverpool vs Wigan,1-1,1.38,4.49,8.65
2010/2011,Unknown,West Brom vs West Ham,3-3,1.81,3.65,4.26
2010/2011,Unknown,Manchester Utd vs Manchester City,2-1,1.88,3.37,4.33
2010/2011,Unknown,Chelsea vs Liverpool,0-1,1.51,4.22,6.31
2010/2011,Unknown,West Ham vs Birmingham,0-1,1.95,3.37,3.99
2010/2011,Unknown,Wolves vs Manchester Utd,2-1,7.8,4.24,1.44
2010/2011,Unknown,Aston Villa vs Fulham,2-2,2.02,3.24,3.83
2010/2011,Unknown,Everton vs Blackpool,5-3,1.41,4.49,7.65
2010/2011,Unknown,Manchester City vs West Brom,3-0,1.41,4.38,7.94
2010/2011,Unknown,Newcastle vs Arsenal,4-4,4.89,3.59,1.73
2010/2011,Unknown,Tottenham vs Bolton,2-1,1.6,3.73,5.92
2010/2011,Unknown,Wigan vs Blackburn,4-3,2.47,3.22,2.87
2010/2011,Unknown,Stoke vs Sunderland,3-2,1.98,3.27,3.95
2010/2011,Unknown,Blackburn vs Tottenham,0-1,2.9,3.21,2.44
2010/2011,Unknown,Blackpool vs West Ham,1-3,2.24,3.39,3.1
2010/2011,Unknown,Bolton vs Wolves,1-0,1.84,3.4,4.42
2010/2011,Unknown,Fulham vs Newcastle,1-0,1.86,3.4,4.33
2010/2011,Unknown,Liverpool vs Stoke,2-0,1.64,3.54,5.89
2010/2011,Unknown,Birmingham vs Manchester City,2-2,4.67,3.48,1.78
2010/2011,Unknown,Manchester Utd vs Aston Villa,3-1,1.32,5.05,9.19
2010/2011,Unknown,West Brom vs Wigan,2-2,1.73,3.55,4.9
2010/2011,Unknown,Arsenal vs Everton,2-1,1.44,4.22,7.48
2010/2011,Unknown,Sunderland vs Chelsea,2-4,4.95,3.47,1.74
2010/2011,Unknown,Liverpool vs Fulham,1-0,1.54,3.79,6.57
2010/2011,Unknown,Wigan vs Aston Villa,1-2,3.15,3.29,2.27
2010/2011,Unknown,Blackpool vs Manchester Utd,2-3,9.02,4.85,1.34
2010/2011,Unknown,Bolton vs Chelsea,0-4,4.74,3.51,1.77
2010/2011,Unknown,Blackburn vs West Brom,2-0,2.27,3.27,3.16
2010/2011,Unknown,Aston Villa vs Manchester City,1-0,3.35,3.19,2.24
2010/2011,Unknown,Arsenal vs Wigan,3-0,1.18,6.56,15.6
2010/2011,Unknown,Blackpool vs Sunderland,1-2,2.43,3.28,2.89
2010/2011,Unknown,Everton vs West Ham,2-2,1.49,3.97,7.16
2010/2011,Unknown,Fulham vs Stoke,2-0,2.12,3.21,3.58
2010/2011,Unknown,Manchester Utd vs Birmingham,5-0,1.2,6.28,14.71
2010/2011,Unknown,Newcastle vs Tottenham,1-1,3.04,3.31,2.32
2010/2011,Unknown,Wolves vs Liverpool,0-3,2.88,3.18,2.51
2010/2011,Unknown,Tottenham vs Manchester Utd,0-0,2.97,3.25,2.4
2010/2011,Unknown,Liverpool vs Everton,2-2,2.38,3.1,3.16
2010/2011,Unknown,Birmingham vs Aston Villa,1-1,2.68,3.1,2.74
2010/2011,Unknown,Sunderland vs Newcastle,1-1,2.07,3.24,3.72
2010/2011,Unknown,West Ham vs Arsenal,0-3,7.51,4.31,1.44
2010/2011,Unknown,Chelsea vs Blackburn,2-0,1.25,5.67,12.3
2010/2011,Unknown,Manchester City vs Wolves,4-3,1.38,4.42,9.24
2010/2011,Unknown,Stoke vs Bolton,2-0,2.12,3.24,3.53
2010/2011,Unknown,West Brom vs Blackpool,3-2,1.75,3.78,4.42
2010/2011,Unknown,Wigan vs Fulham,1-1,2.59,3.16,2.78
2010/2011,Unknown,Blackpool vs Liverpool,2-1,3.73,3.54,1.96
2010/2011,Unknown,Blackburn vs Liverpool,3-1,4.16,3.48,1.87
2010/2011,Unknown,Bolton vs Wigan,1-1,1.72,3.51,5.11
2010/2011,Unknown,Everton vs Tottenham,2-1,2.41,3.24,2.96
2010/2011,Unknown,Arsenal vs Manchester City,0-0,1.76,3.64,4.65
2010/2011,Unknown,Aston Villa vs Sunderland,0-1,1.91,3.46,4.01
2010/2011,Unknown,Newcastle vs West Ham,5-0,1.88,3.44,4.19
2010/2011,Unknown,Wolves vs Chelsea,1-0,6.6,3.83,1.54
2010/2011,Unknown,Blackpool vs Birmingham,1-2,2.12,3.29,3.49
2010/2011,Unknown,Fulham vs West Brom,3-0,2.13,3.27,3.49
2010/2011,Unknown,Manchester Utd vs Stoke,2-1,1.36,4.57,9.13
2010/2011,Unknown,Wigan vs Newcastle,0-1,2.57,3.18,2.8
2010/2011,Unknown,Chelsea vs Aston Villa,3-3,1.26,5.5,11.51
2010/2011,Unknown,Birmingham vs Arsenal,0-3,5.9,3.76,1.6
2010/2011,Unknown,Liverpool vs Bolton,2-1,1.7,3.61,5.1
2010/2011,Unknown,Manchester City vs Blackpool,1-0,1.25,5.69,11.34
2010/2011,Unknown,Stoke vs Everton,2-0,2.86,3.18,2.5
2010/2011,Unknown,Sunderland vs Blackburn,3-0,1.8,3.46,4.59
2010/2011,Unknown,Tottenham vs Fulham,1-0,1.52,3.92,6.8
2010/2011,Unknown,West Ham vs Wolves,2-0,2.01,3.31,3.8
2010/2011,Unknown,West Brom vs Manchester Utd,1-2,5.35,3.64,1.66
2010/2011,Unknown,Liverpool vs Wolves,0-1,1.31,4.99,10.23
2010/2011,Unknown,Chelsea vs Bolton,1-0,1.29,5.21,10.33
2010/2011,Unknown,Wigan vs Arsenal,2-2,5.75,3.68,1.63
2010/2011,Unknown,Birmingham vs Manchester Utd,1-1,7.52,4.08,1.46
2010/2011,Unknown,West Ham vs Everton,1-1,3.41,3.27,2.16
2010/2011,Unknown,Manchester City vs Aston Villa,4-0,1.44,4.16,7.86
2010/2011,Unknown,Stoke vs Fulham,0-2,1.88,3.34,4.35
2010/2011,Unknown,Sunderland vs Blackpool,0-2,1.63,3.72,5.6
2010/2011,Unknown,Tottenham vs Newcastle,2-0,1.5,4.12,6.57
2010/2011,Unknown,West Brom vs Blackburn,1-3,1.73,3.59,4.84
2010/2011,Unknown,Arsenal vs Chelsea,3-1,2.7,3.23,2.67
2010/2011,Unknown,Aston Villa vs Tottenham,1-2,3.47,3.31,2.13
2010/2011,Unknown,Blackburn vs Stoke,0-2,2.5,3.17,2.92
2010/2011,Unknown,Bolton vs West Brom,2-0,2.07,3.3,3.69
2010/2011,Unknown,Manchester Utd vs Sunderland,2-0,1.26,5.5,12.25
2010/2011,Unknown,Newcastle vs Manchester City,1-3,3.11,3.27,2.32
2010/2011,Unknown,Wolves vs Wigan,1-2,2.03,3.25,3.85
2010/2011,Unknown,Fulham vs West Ham,1-3,1.92,3.31,4.24
2010/2011,Unknown,Manchester City vs Everton,1-2,1.72,3.47,5.22
2010/2011,Unknown,Blackburn vs West Ham,1-1,1.74,3.57,4.84
2010/2011,Unknown,Sunderland vs Bolton,1-0,2.1,3.24,3.61
2010/2011,Unknown,Manchester Utd vs Arsenal,1-0,1.83,3.57,4.33
2010/2011,Unknown,Tottenham vs Chelsea,1-1,3.26,3.36,2.21
2010/2011,Unknown,Bolton vs Blackburn,2-1,2.01,3.32,3.82
2010/2011,Unknown,Wolves vs Birmingham,1-0,2.42,3.14,3.02
2010/2011,Unknown,Newcastle vs Liverpool,3-1,3.41,3.29,2.16
2010/2011,Unknown,Aston Villa vs West Brom,2-1,2.32,3.2,3.15
2010/2011,Unknown,Everton vs Wigan,0-0,1.44,4.17,7.86
2010/2011,Unknown,Fulham vs Sunderland,0-0,2.12,3.2,3.61
2010/2011,Unknown,Stoke vs Blackpool,0-1,1.6,3.9,5.62
2010/2011,Unknown,West Ham vs Manchester City,1-3,4.05,3.37,1.93
2010/2011,Unknown,Liverpool vs Aston Villa,3-0,1.72,3.51,5.17
2010/2011,Unknown,Sunderland vs West Ham,1-0,1.84,3.45,4.36
2010/2011,Unknown,West Brom vs Newcastle,3-1,2.0,3.47,3.66
2010/2011,Unknown,Arsenal vs Fulham,2-1,1.3,5.06,10.48
2010/2011,Unknown,Birmingham vs Tottenham,1-1,3.57,3.29,2.09
2010/2011,Unknown,Blackburn vs Wolves,3-0,1.75,3.55,4.81
2010/2011,Unknown,Chelsea vs Everton,1-1,1.39,4.47,8.48
2010/2011,Unknown,Manchester City vs Bolton,1-0,1.51,4.0,6.67
2010/2011,Unknown,Wigan vs Stoke,2-2,3.08,3.16,2.39
2010/2011,Unknown,Tottenham vs Liverpool,2-1,2.07,3.35,3.55
2010/2011,Unknown,Newcastle vs Chelsea,1-1,4.99,3.67,1.69
2010/2011,Unknown,Bolton vs Blackpool,2-2,1.55,3.96,6.14
2010/2011,Unknown,Everton vs West Brom,1-4,1.55,3.87,6.35
2010/2011,Unknown,Fulham vs Birmingham,1-1,1.96,3.25,4.12
2010/2011,Unknown,Manchester Utd vs Blackburn,7-1,1.28,5.26,11.36
2010/2011,Unknown,Stoke vs Manchester City,1-1,3.39,3.26,2.17
2010/2011,Unknown,West Ham vs Wigan,3-1,1.9,3.44,4.04
2010/2011,Unknown,Wolves vs Sunderland,3-2,2.62,3.18,2.72
2010/2011,Unknown,Aston Villa vs Arsenal,2-4,3.99,3.37,1.94
2010/2011,Unknown,Sunderland vs Everton,2-2,2.69,3.16,2.72
2010/2011,Unknown,Fulham vs Manchester City,1-4,3.26,3.23,2.25
2010/2011,Unknown,Blackburn vs Aston Villa,2-0,2.21,3.24,3.31
2010/2011,Unknown,Liverpool vs West Ham,3-0,1.51,3.88,6.99
2010/2011,Unknown,Birmingham vs Chelsea,1-0,5.72,3.62,1.64
2010/2011,Unknown,Blackpool vs Wolves,2-1,2.37,3.3,2.99
2010/2011,Unknown,Bolton vs Newcastle,5-1,2.13,3.28,3.48
2010/2011,Unknown,Manchester Utd vs Wigan,2-0,1.23,5.75,13.57
2010/2011,Unknown,West Brom vs Stoke,0-3,2.32,3.18,3.17
2010/2011,Unknown,Arsenal vs Tottenham,2-3,1.72,3.67,4.87
2010/2011,Unknown,Chelsea vs Sunderland,0-3,1.22,5.85,14.17
2010/2011,Unknown,Everton vs Arsenal,1-2,2.98,3.28,2.39
2010/2011,Unknown,Stoke vs Liverpool,2-0,3.23,3.19,2.24
2010/2011,Unknown,Manchester City vs Birmingham,0-0,1.4,4.36,8.46
2010/2011,Unknown,Newcastle vs Fulham,0-0,1.98,3.3,3.93
2010/2011,Unknown,Tottenham vs Blackburn,4-2,1.6,3.71,5.98
2010/2011,Unknown,West Ham vs Blackpool,0-0,1.83,3.55,4.25
2010/2011,Unknown,Wigan vs West Brom,1-0,2.52,3.26,2.79
2010/2011,Unknown,Wolves vs Bolton,2-3,2.45,3.19,2.92
2010/2011,Unknown,Aston Villa vs Manchester Utd,2-2,5.22,3.51,1.71
2010/2011,Unknown,Everton vs Bolton,1-1,1.61,3.69,5.82
2010/2011,Unknown,Manchester City vs Manchester Utd,0-0,2.71,3.19,2.68
2010/2011,Unknown,Aston Villa vs Blackpool,3-2,1.45,4.16,7.5
2010/2011,Unknown,Chelsea vs Fulham,1-0,1.24,5.66,13.12
2010/2011,Unknown,Newcastle vs Blackburn,1-2,1.79,3.52,4.53
2010/2011,Unknown,West Ham vs West Brom,2-2,2.28,3.28,3.14
2010/2011,Unknown,Wigan vs Liverpool,1-1,4.62,3.56,1.77
2010/2011,Unknown,Wolves vs Arsenal,0-2,6.22,3.91,1.55
2010/2011,Unknown,Tottenham vs Sunderland,1-1,1.51,3.96,6.8
2010/2011,Unknown,Stoke vs Birmingham,3-2,2.02,3.21,3.91
2010/2011,Unknown,Liverpool vs Chelsea,2-0,3.26,3.15,2.33
2010/2011,Unknown,West Brom vs Manchester City,0-2,3.17,3.34,2.23
2010/2011,Unknown,Arsenal vs Newcastle,0-1,1.3,5.25,9.49
2010/2011,Unknown,Birmingham vs West Ham,2-2,1.98,3.27,3.95
2010/2011,Unknown,Blackburn vs Wigan,2-1,1.73,3.56,4.96
2010/2011,Unknown,Blackpool vs Everton,2-2,4.77,3.56,1.75
2010/2011,Unknown,Fulham vs Aston Villa,1-1,2.06,3.27,3.68
2010/2011,Unknown,Manchester Utd vs Wolves,2-1,1.24,5.63,13.44
2010/2011,Unknown,Sunderland vs Stoke,2-0,2.14,3.17,3.6
2010/2011,Unknown,Bolton vs Tottenham,4-2,2.98,3.25,2.38
2010/2011,Unknown,Blackpool vs West Brom,2-1,2.99,3.33,2.34
2010/2011,Unknown,Bolton vs Liverpool,0-1,3.31,3.25,2.21
2010/2011,Unknown,Newcastle vs Sunderland,5-1,2.11,3.19,3.61
2010/2011,Unknown,Aston Villa vs Birmingham,0-0,1.92,3.29,4.21
2010/2011,Unknown,Manchester Utd vs Tottenham,2-0,1.58,3.93,5.76
2010/2011,Unknown,Arsenal vs West Ham,1-0,1.18,6.68,15.35
2010/2011,Unknown,Blackburn vs Chelsea,1-2,7.29,4.18,1.46
2010/2011,Unknown,Everton vs Stoke,1-0,1.57,3.69,6.43
2010/2011,Unknown,Fulham vs Wigan,2-0,1.8,3.5,4.52
2010/2011,Unknown,Wolves vs Manchester City,2-1,4.47,3.42,1.83
2010/2011,Unknown,Manchester City vs Arsenal,0-3,2.4,3.24,2.97
2010/2011,Unknown,Liverpool vs Blackburn,2-1,1.6,3.71,5.95
2010/2011,Unknown,Stoke vs Manchester Utd,1-2,5.5,3.69,1.64
2010/2011,Unknown,West Ham vs Newcastle,1-2,2.3,3.26,3.1
2010/2011,Unknown,Birmingham vs Blackpool,2-0,1.95,3.4,3.94
2010/2011,Unknown,Chelsea vs Wolves,2-0,1.12,8.19,22.72
2010/2011,Unknown,Sunderland vs Aston Villa,1-0,2.27,3.22,3.19
2010/2011,Unknown,West Brom vs Fulham,2-1,2.01,3.29,3.84
2010/2011,Unknown,Wigan vs Bolton,1-1,2.44,3.21,2.94
2010/2011,Unknown,Tottenham vs Everton,1-1,2.08,3.25,3.62
2010/2011,Unknown,Blackburn vs Sunderland,0-0,2.13,3.2,3.58
2010/2011,Unknown,Blackpool vs Manchester City,2-3,5.95,3.88,1.57
2010/2011,Unknown,Everton vs Liverpool,2-0,2.6,3.05,2.93
2010/2011,Unknown,Aston Villa vs Chelsea,0-0,4.78,3.56,1.75
2010/2011,Unknown,Arsenal vs Birmingham,2-1,1.29,5.21,11.01
2010/2011,Unknown,Bolton vs Stoke,2-1,2.14,3.24,3.51
2010/2011,Unknown,Fulham vs Tottenham,1-2,2.87,3.19,2.5
2010/2011,Unknown,Manchester Utd vs West Brom,2-2,1.26,5.54,11.97
2010/2011,Unknown,Newcastle vs Wigan,2-2,1.71,3.65,4.97
2010/2011,Unknown,Wolves vs West Ham,1-1,2.27,3.23,3.19
2010/2011,Unknown,Chelsea vs Arsenal,2-0,1.67,3.76,5.17
2010/2011,Unknown,Liverpool vs Blackpool,1-2,1.3,5.08,10.19
2010/2011,Unknown,Manchester City vs Newcastle,2-1,1.45,4.18,7.44
2010/2011,Unknown,Birmingham vs Everton,0-2,3.01,3.17,2.42
2010/2011,Unknown,Stoke vs Blackburn,1-0,2.24,3.24,3.25
2010/2011,Unknown,Sunderland vs Manchester Utd,0-0,4.82,3.49,1.76
2010/2011,Unknown,Tottenham vs Aston Villa,2-1,1.81,3.52,4.46
2010/2011,Unknown,West Brom vs Bolton,1-1,2.03,3.35,3.65
2010/2011,Unknown,West Ham vs Fulham,1-1,2.3,3.22,3.15
2010/2011,Unknown,Wigan vs Wolves,2-0,2.32,3.2,3.15
2010/2011,Unknown,Newcastle vs Stoke,1-2,1.84,3.48,4.3
2010/2011,Unknown,Wolves vs Aston Villa,1-2,2.68,3.21,2.62
2010/2011,Unknown,Bolton vs Manchester Utd,2-2,7.64,4.2,1.44
2010/2011,Unknown,Arsenal vs West Brom,2-3,1.26,5.58,11.64
2010/2011,Unknown,Birmingham vs Wigan,0-0,1.84,3.39,4.5
2010/2011,Unknown,Blackpool vs Blackburn,1-2,2.92,3.26,2.42
2010/2011,Unknown,Fulham vs Everton,0-0,2.68,3.19,2.66
2010/2011,Unknown,Liverpool vs Sunderland,2-2,1.43,4.18,8.11
2010/2011,Unknown,West Ham vs Tottenham,1-0,3.33,3.29,2.18
2010/2011,Unknown,Manchester City vs Chelsea,1-0,3.47,3.18,2.19
2010/2011,Unknown,Chelsea vs Blackpool,4-0,1.1,9.05,24.36
2010/2011,Unknown,Wigan vs Manchester City,0-2,5.04,3.64,1.7
2010/2011,Unknown,Manchester Utd vs Liverpool,3-2,1.7,3.57,5.3
2010/2011,Unknown,Sunderland vs Arsenal,1-1,5.55,3.61,1.65
2010/2011,Unknown,Aston Villa vs Bolton,1-1,1.65,3.66,5.52
2010/2011,Unknown,Blackburn vs Fulham,1-1,1.99,3.26,3.93
2010/2011,Unknown,Everton vs Newcastle,0-1,1.61,3.72,5.86
2010/2011,Unknown,Tottenham vs Wolves,3-1,1.45,4.14,7.49
2010/2011,Unknown,West Brom vs Birmingham,3-1,2.19,3.25,3.37
2010/2011,Unknown,Stoke vs West Ham,1-1,1.88,3.37,4.29
2010/2011,Unknown,Stoke vs Aston Villa,2-1,2.47,3.24,2.9
2010/2011,Unknown,Birmingham vs Liverpool,0-0,3.86,3.21,2.03
2010/2011,Unknown,Arsenal vs Bolton,4-1,1.23,5.83,12.61
2010/2011,Unknown,Fulham vs Wolves,2-1,1.81,3.45,4.56
2010/2011,Unknown,Manchester City vs Blackburn,1-1,1.47,4.11,7.14
2010/2011,Unknown,Newcastle vs Blackpool,0-2,1.44,4.34,7.27
2010/2011,Unknown,West Brom vs Tottenham,1-1,3.24,3.29,2.22
2010/2011,Unknown,West Ham vs Chelsea,1-3,9.68,4.8,1.33
2010/2011,Unknown,Wigan vs Sunderland,1-1,2.41,3.25,2.93
2010/2011,Unknown,Everton vs Manchester Utd,3-3,3.93,3.28,2.0
2010/2011,Unknown,Aston Villa vs Everton,1-0,2.65,3.23,2.68
2010/2011,Unknown,Liverpool vs West Brom,1-0,1.28,5.31,10.47
2010/2011,Unknown,Sunderland vs Manchester City,1-0,4.82,3.59,1.73
2010/2011,Unknown,Bolton vs Birmingham,2-2,2.07,3.27,3.63
