season,date,match_name,result,h_odd,d_odd,a_odd
2016/2017,Unknown,Southampton vs Arsenal,0-2,3.33,3.72,2.16
2016/2017,Unknown,Chelsea vs Middlesbrough,3-0,1.13,9.35,23.22
2016/2017,Unknown,Arsenal vs Manchester Utd,2-0,2.13,3.53,3.6
2016/2017,Unknown,Liverpool vs Southampton,0-0,1.59,4.18,6.07
2016/2017,Unknown,Swansea vs Everton,1-0,2.52,3.43,2.91
2016/2017,Unknown,Bournemouth vs Stoke,2-2,2.34,3.48,3.14
2016/2017,Unknown,Burnley vs West Brom,2-2,2.56,3.04,3.2
2016/2017,Unknown,Hull vs Sunderland,0-2,1.54,4.46,6.31
2016/2017,Unknown,Leicester vs Watford,3-0,1.66,3.85,5.84
2016/2017,Unknown,Manchester City vs Crystal Palace,5-0,1.24,6.99,11.6
2016/2017,Unknown,West Ham vs Tottenham,1-0,8.35,5.1,1.4
2016/2017,Unknown,Watford vs Liverpool,0-1,5.82,4.24,1.61
2016/2017,Unknown,Tottenham vs Arsenal,2-0,1.8,4.12,4.3
2016/2017,Unknown,Everton vs Chelsea,0-3,4.35,3.75,1.87
2016/2017,Unknown,Middlesbrough vs Manchester City,2-2,11.83,6.24,1.27
2016/2017,Unknown,Manchester Utd vs Swansea,1-1,1.42,4.77,8.68
2016/2017,Unknown,Crystal Palace vs Burnley,0-2,1.82,3.51,5.07
2016/2017,Unknown,Southampton vs Hull,0-0,1.58,4.27,6.08
2016/2017,Unknown,Stoke vs West Ham,0-0,2.02,3.44,4.07
2016/2017,Unknown,Sunderland vs Bournemouth,0-1,3.32,3.61,2.21
2016/2017,Unknown,West Brom vs Leicester,0-1,2.77,3.23,2.76
2016/2017,Unknown,Manchester City vs Manchester Utd,0-0,1.93,3.47,4.47
2016/2017,Unknown,Crystal Palace vs Tottenham,0-1,5.82,4.43,1.58
2016/2017,Unknown,Arsenal vs Leicester,1-0,1.47,4.97,6.83
2016/2017,Unknown,Middlesbrough vs Sunderland,1-0,2.18,3.41,3.56
2016/2017,Unknown,Chelsea vs Southampton,4-2,1.44,4.8,7.7
2016/2017,Unknown,Liverpool vs Crystal Palace,1-2,1.51,4.45,7.09
2016/2017,Unknown,Burnley vs Manchester Utd,0-2,5.56,3.51,1.76
2016/2017,Unknown,Bournemouth vs Middlesbrough,4-0,1.87,3.72,4.38
2016/2017,Unknown,Hull vs Watford,2-0,1.89,3.66,4.38
2016/2017,Unknown,Swansea vs Stoke,2-0,2.33,3.48,3.16
2016/2017,Unknown,West Ham vs Everton,0-0,3.7,3.67,2.05
2016/2017,Unknown,Middlesbrough vs Arsenal,1-2,6.44,4.78,1.5
2016/2017,Unknown,Manchester Utd vs Chelsea,2-0,2.8,3.13,2.79
2016/2017,Unknown,West Brom vs Liverpool,0-1,4.54,3.67,1.85
2016/2017,Unknown,Southampton vs Manchester City,0-3,4.63,4.08,1.75
2016/2017,Unknown,Crystal Palace vs Leicester,2-2,2.01,3.47,4.08
2016/2017,Unknown,Everton vs Burnley,3-1,1.51,4.21,7.51
2016/2017,Unknown,Stoke vs Hull,3-1,1.99,3.5,4.1
2016/2017,Unknown,Sunderland vs West Ham,2-2,2.75,3.43,2.63
2016/2017,Unknown,Watford vs Swansea,1-0,2.68,3.19,2.87
2016/2017,Unknown,Tottenham vs Bournemouth,4-0,1.24,6.85,12.95
2016/2017,Unknown,Crystal Palace vs Arsenal,3-0,4.64,4.14,1.74
2016/2017,Unknown,Everton vs Leicester,4-2,1.76,3.88,4.88
2016/2017,Unknown,Sunderland vs Manchester Utd,0-3,9.23,5.11,1.37
2016/2017,Unknown,Bournemouth vs Chelsea,1-3,6.48,4.38,1.54
2016/2017,Unknown,Manchester City vs Hull,3-1,1.18,7.93,16.3
2016/2017,Unknown,Middlesbrough vs Burnley,0-0,2.52,3.11,3.18
2016/2017,Unknown,Stoke vs Liverpool,1-2,3.49,3.27,2.27
2016/2017,Unknown,West Brom vs Southampton,0-1,3.04,3.25,2.52
2016/2017,Unknown,West Ham vs Swansea,1-0,2.17,3.4,3.62
2016/2017,Unknown,Tottenham vs Watford,4-0,1.23,6.76,14.95
2016/2017,Unknown,Chelsea vs Manchester City,2-1,2.23,3.34,3.51
2016/2017,Unknown,Liverpool vs Bournemouth,2-2,1.44,4.8,7.94
2016/2017,Unknown,Arsenal vs West Ham,3-0,1.41,5.34,7.29
2016/2017,Unknown,Hull vs Middlesbrough,4-2,2.07,3.27,4.12
2016/2017,Unknown,Southampton vs Crystal Palace,3-1,1.87,3.52,4.67
2016/2017,Unknown,Swansea vs Tottenham,1-3,5.49,3.94,1.68
2016/2017,Unknown,Manchester Utd vs Everton,1-1,1.59,4.05,6.41
2016/2017,Unknown,Burnley vs Stoke,1-0,2.45,3.11,3.28
2016/2017,Unknown,Leicester vs Sunderland,2-0,1.51,4.42,7.1
2016/2017,Unknown,Watford vs West Brom,2-0,2.47,3.13,3.25
2016/2017,Unknown,Arsenal vs Manchester City,2-2,2.86,3.75,2.4
2016/2017,Unknown,Swansea vs Middlesbrough,0-0,1.91,3.45,4.59
2016/2017,Unknown,Southampton vs Bournemouth,0-0,1.66,4.07,5.51
2016/2017,Unknown,Burnley vs Tottenham,0-2,5.09,3.72,1.77
2016/2017,Unknown,Chelsea vs Crystal Palace,1-2,1.34,5.31,10.47
2016/2017,Unknown,Hull vs West Ham,2-1,2.38,3.31,3.2
2016/2017,Unknown,Leicester vs Stoke,2-0,1.92,3.56,4.38
2016/2017,Unknown,Manchester Utd vs West Brom,0-0,1.39,4.91,9.5
2016/2017,Unknown,Watford vs Sunderland,1-0,1.96,3.55,4.17
2016/2017,Unknown,Liverpool vs Everton,3-1,1.73,3.75,5.34
2016/2017,Unknown,Manchester City vs Liverpool,1-1,1.95,3.79,3.92
2016/2017,Unknown,Tottenham vs Southampton,2-1,1.69,3.88,5.45
2016/2017,Unknown,Middlesbrough vs Manchester Utd,1-3,5.78,3.88,1.67
2016/2017,Unknown,Bournemouth vs Swansea,2-0,2.19,3.44,3.5
2016/2017,Unknown,Crystal Palace vs Watford,1-0,1.92,3.41,4.62
2016/2017,Unknown,Everton vs Hull,4-0,1.58,4.08,6.56
2016/2017,Unknown,Stoke vs Chelsea,1-2,5.88,3.76,1.68
2016/2017,Unknown,Sunderland vs Burnley,0-0,2.64,3.18,2.96
2016/2017,Unknown,West Ham vs Leicester,2-3,2.38,3.37,3.16
2016/2017,Unknown,West Brom vs Arsenal,3-1,5.67,4.1,1.64
2016/2017,Unknown,Liverpool vs Burnley,2-1,1.28,6.03,12.18
2016/2017,Unknown,Bournemouth vs West Ham,3-2,2.56,3.47,2.83
2016/2017,Unknown,Everton vs West Brom,3-0,1.65,3.9,5.85
2016/2017,Unknown,Hull vs Swansea,2-1,2.48,3.31,3.04
2016/2017,Unknown,Manchester City vs Stoke,0-0,1.22,7.02,13.67
2016/2017,Unknown,West Ham vs Chelsea,1-2,6.07,4.22,1.59
2016/2017,Unknown,Sunderland vs Manchester City,0-2,10.85,6.37,1.28
2016/2017,Unknown,Tottenham vs Everton,3-2,1.61,4.2,5.82
2016/2017,Unknown,Liverpool vs Arsenal,3-1,2.01,3.6,3.93
2016/2017,Unknown,Leicester vs Hull,3-1,1.83,3.62,4.81
2016/2017,Unknown,Stoke vs Middlesbrough,2-0,1.98,3.29,4.47
2016/2017,Unknown,Swansea vs Burnley,3-2,1.99,3.36,4.31
2016/2017,Unknown,Watford vs Southampton,3-4,3.94,3.41,2.07
2016/2017,Unknown,West Brom vs Crystal Palace,0-2,2.28,3.25,3.52
2016/2017,Unknown,Manchester Utd vs Bournemouth,1-1,1.24,6.66,13.25
2016/2017,Unknown,Leicester vs Liverpool,3-1,5.55,4.01,1.66
2016/2017,Unknown,Tottenham vs Stoke,4-0,1.39,5.14,8.69
2016/2017,Unknown,Watford vs West Ham,1-1,2.76,3.19,2.8
2016/2017,Unknown,Chelsea vs Swansea,3-1,1.27,6.07,12.61
2016/2017,Unknown,Crystal Palace vs Middlesbrough,1-0,2.09,3.19,4.17
2016/2017,Unknown,Everton vs Sunderland,2-0,1.41,4.96,8.13
2016/2017,Unknown,Hull vs Burnley,1-1,2.15,3.24,3.86
2016/2017,Unknown,West Brom vs Bournemouth,2-1,2.19,3.26,3.72
2016/2017,Unknown,Bournemouth vs Manchester City,0-2,7.43,5.2,1.42
2016/2017,Unknown,Swansea vs Leicester,2-0,2.49,3.29,3.04
2016/2017,Unknown,Burnley vs Chelsea,1-1,8.1,4.42,1.47
2016/2017,Unknown,Liverpool vs Tottenham,2-0,2.23,3.39,3.46
2016/2017,Unknown,Manchester Utd vs Watford,2-0,1.26,6.29,12.99
2016/2017,Unknown,Middlesbrough vs Everton,0-0,3.79,3.34,2.14
2016/2017,Unknown,Stoke vs Crystal Palace,1-0,2.2,3.26,3.73
2016/2017,Unknown,Sunderland vs Southampton,0-4,3.83,3.55,2.05
2016/2017,Unknown,West Ham vs West Brom,2-2,2.29,3.27,3.47
2016/2017,Unknown,Arsenal vs Hull,2-0,1.3,5.91,10.8
2016/2017,Unknown,Leicester vs Manchester Utd,0-3,5.19,3.82,1.73
2016/2017,Unknown,Manchester City vs Swansea,2-1,1.21,7.52,13.92
2016/2017,Unknown,Tottenham vs Middlesbrough,1-0,1.28,5.95,12.16
2016/2017,Unknown,Crystal Palace vs Sunderland,0-4,1.7,3.82,5.49
2016/2017,Unknown,Everton vs Bournemouth,6-3,1.71,3.93,5.15
2016/2017,Unknown,Hull vs Liverpool,2-0,6.99,4.4,1.51
2016/2017,Unknown,Southampton vs West Ham,1-3,1.77,3.8,4.87
2016/2017,Unknown,Watford vs Burnley,2-1,2.1,3.23,4.03
2016/2017,Unknown,West Brom vs Stoke,1-0,2.4,3.2,3.28
2016/2017,Unknown,Chelsea vs Arsenal,3-1,2.05,3.37,4.03
2016/2017,Unknown,Manchester Utd vs Hull,0-0,1.19,7.59,16.62
2016/2017,Unknown,Stoke vs Everton,1-1,3.05,3.3,2.49
2016/2017,Unknown,West Ham vs Manchester City,0-4,5.8,4.52,1.57
2016/2017,Unknown,Liverpool vs Chelsea,1-1,2.56,3.2,3.04
2016/2017,Unknown,Arsenal vs Watford,1-2,1.23,7.03,14.04
2016/2017,Unknown,Bournemouth vs Crystal Palace,0-2,2.14,3.34,3.76
2016/2017,Unknown,Burnley vs Leicester,1-0,2.92,3.22,2.63
2016/2017,Unknown,Middlesbrough vs West Brom,1-1,2.72,3.01,3.01
2016/2017,Unknown,Sunderland vs Tottenham,0-0,8.83,5.66,1.35
2016/2017,Unknown,Swansea vs Southampton,2-1,3.19,3.39,2.37
2016/2017,Unknown,Chelsea vs Hull,2-0,1.18,7.99,17.92
2016/2017,Unknown,Arsenal vs Burnley,2-1,1.21,7.34,15.63
2016/2017,Unknown,Southampton vs Leicester,3-0,1.81,3.53,5.09
2016/2017,Unknown,Manchester City vs Tottenham,2-2,2.14,3.49,3.63
2016/2017,Unknown,Bournemouth vs Watford,2-2,1.9,3.58,4.46
2016/2017,Unknown,Crystal Palace vs Everton,0-1,3.08,3.33,2.46
2016/2017,Unknown,Middlesbrough vs West Ham,1-3,2.53,3.13,3.16
2016/2017,Unknown,Stoke vs Manchester Utd,1-1,5.96,4.14,1.61
2016/2017,Unknown,West Brom vs Sunderland,2-0,1.67,3.93,5.69
2016/2017,Unknown,Liverpool vs Swansea,2-3,1.25,6.59,12.66
2016/2017,Unknown,Manchester Utd vs Liverpool,1-1,2.0,3.41,4.21
2016/2017,Unknown,Everton vs Manchester City,4-0,4.64,3.84,1.8
2016/2017,Unknown,Leicester vs Chelsea,0-3,4.9,3.64,1.81
2016/2017,Unknown,Burnley vs Southampton,1-0,4.36,3.43,1.97
2016/2017,Unknown,Hull vs Bournemouth,3-1,3.04,3.41,2.44
2016/2017,Unknown,Sunderland vs Stoke,1-3,3.4,3.48,2.23
2016/2017,Unknown,Swansea vs Arsenal,0-4,6.81,4.84,1.48
2016/2017,Unknown,Watford vs Middlesbrough,0-0,2.39,3.11,3.44
2016/2017,Unknown,West Ham vs Crystal Palace,3-0,2.4,3.31,3.2
2016/2017,Unknown,Tottenham vs West Brom,4-0,1.34,5.24,10.72
2016/2017,Unknown,Tottenham vs Chelsea,2-0,2.71,3.09,2.96
2016/2017,Unknown,Crystal Palace vs Swansea,1-2,1.86,3.67,4.54
2016/2017,Unknown,Stoke vs Watford,2-0,1.82,3.59,4.93
2016/2017,Unknown,Bournemouth vs Arsenal,3-3,5.15,4.2,1.67
2016/2017,Unknown,West Ham vs Manchester Utd,0-2,6.21,4.45,1.55
2016/2017,Unknown,Everton vs Southampton,3-0,2.42,3.23,3.25
2016/2017,Unknown,Manchester City vs Burnley,2-1,1.19,7.55,16.67
2016/2017,Unknown,Sunderland vs Liverpool,2-2,10.02,6.09,1.31
2016/2017,Unknown,West Brom vs Hull,3-1,1.98,3.28,4.56
2016/2017,Unknown,Middlesbrough vs Leicester,0-0,2.74,3.07,2.93
2016/2017,Unknown,Arsenal vs Crystal Palace,2-0,1.36,5.49,8.9
2016/2017,Unknown,Watford vs Tottenham,1-4,6.23,4.22,1.58
2016/2017,Unknown,Liverpool vs Manchester City,1-0,2.47,3.45,2.96
2016/2017,Unknown,Burnley vs Sunderland,4-1,2.33,3.34,3.3
2016/2017,Unknown,Chelsea vs Stoke,4-2,1.24,6.64,13.51
2016/2017,Unknown,Leicester vs West Ham,1-0,2.13,3.46,3.69
2016/2017,Unknown,Manchester Utd vs Middlesbrough,2-1,1.26,6.12,14.14
2016/2017,Unknown,Southampton vs West Brom,1-2,1.69,3.71,5.93
2016/2017,Unknown,Swansea vs Bournemouth,0-3,2.64,3.35,2.83
2016/2017,Unknown,Hull vs Everton,2-2,3.99,3.38,2.07
2016/2017,Unknown,Southampton vs Tottenham,1-4,2.99,3.19,2.62
2016/2017,Unknown,Liverpool vs Stoke,4-1,1.33,5.68,9.7
2016/2017,Unknown,Hull vs Manchester City,0-3,9.24,5.02,1.38
2016/2017,Unknown,Arsenal vs West Brom,1-0,1.34,5.42,10.21
2016/2017,Unknown,Burnley vs Middlesbrough,1-0,2.92,3.09,2.75
2016/2017,Unknown,Chelsea vs Bournemouth,3-0,1.38,5.02,9.28
2016/2017,Unknown,Leicester vs Everton,0-2,2.63,3.3,2.87
2016/2017,Unknown,Manchester Utd vs Sunderland,3-1,1.21,7.33,15.4
2016/2017,Unknown,Swansea vs West Ham,1-4,2.41,3.45,3.07
2016/2017,Unknown,Watford vs Crystal Palace,1-1,2.48,3.24,3.12
2016/2017,Unknown,Everton vs Liverpool,0-1,3.88,3.41,2.09
2016/2017,Unknown,Manchester City vs Arsenal,2-1,2.25,3.51,3.3
2016/2017,Unknown,Tottenham vs Burnley,2-1,1.21,7.05,15.31
2016/2017,Unknown,Bournemouth vs Southampton,1-3,2.93,3.23,2.63
2016/2017,Unknown,West Brom vs Manchester Utd,0-2,5.9,3.8,1.67
2016/2017,Unknown,Middlesbrough vs Swansea,3-0,2.12,3.31,3.91
2016/2017,Unknown,Stoke vs Leicester,2-2,2.74,3.23,2.81
2016/2017,Unknown,Sunderland vs Watford,1-0,2.62,3.29,2.89
2016/2017,Unknown,West Ham vs Hull,1-0,1.71,3.84,5.39
2016/2017,Unknown,Crystal Palace vs Chelsea,0-1,6.78,4.36,1.53
2016/2017,Unknown,Crystal Palace vs Manchester Utd,1-2,5.52,3.88,1.69
2016/2017,Unknown,Manchester City vs Watford,2-0,1.27,6.34,11.79
2016/2017,Unknown,Stoke vs Southampton,0-0,3.29,3.25,2.39
2016/2017,Unknown,Tottenham vs Hull,3-0,1.22,6.91,14.94
2016/2017,Unknown,West Brom vs Swansea,3-1,2.06,3.39,4.01
2016/2017,Unknown,Middlesbrough vs Liverpool,0-3,5.45,3.91,1.69
2016/2017,Unknown,Sunderland vs Chelsea,0-1,7.42,4.64,1.47
2016/2017,Unknown,West Ham vs Burnley,1-0,1.68,3.94,5.56
2016/2017,Unknown,Bournemouth vs Leicester,1-0,2.26,3.43,3.35
2016/2017,Unknown,Everton vs Arsenal,2-1,4.1,3.75,1.92
2016/2017,Unknown,Liverpool vs West Ham,2-2,1.29,6.15,10.5
2016/2017,Unknown,Manchester Utd vs Tottenham,1-0,2.17,3.38,3.64
2016/2017,Unknown,Southampton vs Middlesbrough,1-0,1.61,3.79,6.89
2016/2017,Unknown,Chelsea vs West Brom,1-0,1.26,6.25,12.87
2016/2017,Unknown,Leicester vs Manchester City,4-2,4.87,4.04,1.73
2016/2017,Unknown,Arsenal vs Stoke,3-1,1.31,5.74,10.59
2016/2017,Unknown,Burnley vs Bournemouth,3-2,3.31,3.21,2.39
2016/2017,Unknown,Hull vs Crystal Palace,3-3,3.29,3.26,2.38
2016/2017,Unknown,Swansea vs Sunderland,3-0,2.11,3.57,3.6
2016/2017,Unknown,Watford vs Everton,3-2,3.26,3.31,2.36
2016/2017,Unknown,Middlesbrough vs Hull,1-0,1.9,3.37,4.83
2016/2017,Unknown,Everton vs Manchester Utd,1-1,4.15,3.55,1.98
2016/2017,Unknown,Bournemouth vs Liverpool,4-3,4.91,4.0,1.73
2016/2017,Unknown,West Ham vs Arsenal,1-5,5.57,4.28,1.62
2016/2017,Unknown,Crystal Palace vs Southampton,3-0,3.7,3.4,2.15
2016/2017,Unknown,Stoke vs Burnley,2-0,1.59,4.05,6.45
2016/2017,Unknown,Sunderland vs Leicester,2-1,3.44,3.4,2.24
2016/2017,Unknown,Tottenham vs Swansea,5-0,1.35,5.54,9.18
2016/2017,Unknown,West Brom vs Watford,3-1,2.12,3.3,3.91
2016/2017,Unknown,Manchester City vs Chelsea,1-3,2.16,3.47,3.58
2016/2017,Unknown,Manchester Utd vs West Ham,1-1,1.35,5.49,9.18
2016/2017,Unknown,Southampton vs Everton,1-0,2.13,3.41,3.74
2016/2017,Unknown,Arsenal vs Bournemouth,3-1,1.35,5.51,9.42
2016/2017,Unknown,Watford vs Stoke,0-1,2.28,3.31,3.47
2016/2017,Unknown,Chelsea vs Tottenham,2-1,1.71,3.9,5.32
2016/2017,Unknown,Hull vs West Brom,1-1,2.81,3.12,2.8
2016/2017,Unknown,Leicester vs Middlesbrough,2-2,1.89,3.48,4.68
2016/2017,Unknown,Liverpool vs Sunderland,2-0,1.17,8.62,16.8
2016/2017,Unknown,Swansea vs Crystal Palace,5-4,2.66,3.3,2.84
2016/2017,Unknown,Burnley vs Manchester City,1-2,11.77,6.6,1.26
2016/2017,Unknown,West Brom vs Burnley,4-0,1.91,3.38,4.73
2016/2017,Unknown,Middlesbrough vs Chelsea,0-1,6.99,4.46,1.51
2016/2017,Unknown,Tottenham vs West Ham,3-2,1.54,4.44,6.36
2016/2017,Unknown,Crystal Palace vs Manchester City,1-2,6.81,4.94,1.47
2016/2017,Unknown,Everton vs Swansea,1-1,1.57,4.35,6.05
2016/2017,Unknown,Southampton vs Liverpool,0-0,3.16,3.44,2.36
2016/2017,Unknown,Stoke vs Bournemouth,0-1,2.16,3.48,3.57
2016/2017,Unknown,Sunderland vs Hull,3-0,2.25,3.28,3.53
2016/2017,Unknown,Watford vs Leicester,2-1,2.96,3.31,2.54
2016/2017,Unknown,Manchester Utd vs Arsenal,1-1,2.47,3.26,3.12
2016/2017,Unknown,Leicester vs West Brom,1-2,1.73,3.64,5.65
2016/2017,Unknown,Swansea vs Manchester Utd,1-3,5.29,3.96,1.7
2016/2017,Unknown,Hull vs Southampton,2-1,5.68,3.77,1.69
2016/2017,Unknown,Liverpool vs Watford,6-1,1.27,6.18,12.58
2016/2017,Unknown,Arsenal vs Tottenham,1-1,1.95,3.6,4.17
2016/2017,Unknown,Chelsea vs Everton,5-0,1.49,4.57,7.11
2016/2017,Unknown,Bournemouth vs Sunderland,1-2,1.62,4.26,5.68
2016/2017,Unknown,Burnley vs Crystal Palace,3-2,3.48,3.24,2.29
2016/2017,Unknown,Manchester City vs Middlesbrough,1-1,1.21,7.23,15.33
2016/2017,Unknown,West Ham vs Stoke,1-1,2.02,3.52,3.93
2016/2017,Unknown,Stoke vs Swansea,3-1,2.05,3.52,3.86
2016/2017,Unknown,Southampton vs Chelsea,0-2,3.19,3.36,2.38
2016/2017,Unknown,Everton vs West Ham,2-0,1.88,3.72,4.35
2016/2017,Unknown,Crystal Palace vs Liverpool,2-4,4.92,4.04,1.73
2016/2017,Unknown,Manchester Utd vs Burnley,0-0,1.24,6.29,15.74
2016/2017,Unknown,Middlesbrough vs Bournemouth,2-0,2.5,3.13,3.2
2016/2017,Unknown,Tottenham vs Leicester,1-1,1.61,4.15,5.9
2016/2017,Unknown,Watford vs Hull,1-0,1.72,3.74,5.5
2016/2017,Unknown,West Brom vs Manchester City,0-4,7.59,4.59,1.47
2016/2017,Unknown,Sunderland vs Arsenal,1-4,7.88,4.84,1.44
2016/2017,Unknown,Chelsea vs Manchester Utd,4-0,2.2,3.26,3.7
2016/2017,Unknown,Manchester City vs Southampton,1-1,1.47,4.53,7.72
2016/2017,Unknown,Liverpool vs West Brom,2-1,1.29,5.88,11.71
2016/2017,Unknown,Arsenal vs Middlesbrough,0-0,1.26,6.21,12.94
2016/2017,Unknown,Burnley vs Everton,2-1,5.87,3.74,1.68
2016/2017,Unknown,Hull vs Stoke,0-2,2.99,3.27,2.55
2016/2017,Unknown,Leicester vs Crystal Palace,3-1,2.0,3.39,4.26
2016/2017,Unknown,Swansea vs Watford,0-0,2.46,3.3,3.09
2016/2017,Unknown,West Ham vs Sunderland,1-0,1.67,3.99,5.52
2016/2017,Unknown,Bournemouth vs Tottenham,0-0,4.23,3.62,1.93
2016/2017,Unknown,Liverpool vs Manchester Utd,0-0,2.24,3.35,3.5
2016/2017,Unknown,Southampton vs Burnley,3-1,1.35,5.03,10.82
2016/2017,Unknown,Middlesbrough vs Watford,0-1,2.28,3.27,3.47
2016/2017,Unknown,Crystal Palace vs West Ham,0-1,2.18,3.44,3.56
2016/2017,Unknown,Arsenal vs Swansea,3-2,1.24,6.72,13.7
2016/2017,Unknown,Bournemouth vs Hull,6-1,1.78,3.73,4.93
2016/2017,Unknown,Manchester City vs Everton,1-1,1.5,4.62,6.75
2016/2017,Unknown,Stoke vs Sunderland,2-0,1.92,3.53,4.4
2016/2017,Unknown,West Brom vs Tottenham,1-1,5.47,3.81,1.71
2016/2017,Unknown,Chelsea vs Leicester,3-0,1.56,4.33,6.25
2016/2017,Unknown,Burnley vs Arsenal,0-1,9.9,5.29,1.35
2016/2017,Unknown,Leicester vs Southampton,0-0,2.5,3.27,3.05
2016/2017,Unknown,Tottenham vs Manchester City,2-0,3.02,3.43,2.44
2016/2017,Unknown,Manchester Utd vs Stoke,1-1,1.3,5.7,11.4
2016/2017,Unknown,Hull vs Chelsea,0-2,7.65,4.79,1.44
2016/2017,Unknown,Sunderland vs West Brom,1-1,2.49,3.17,3.17
2016/2017,Unknown,Watford vs Bournemouth,2-2,2.47,3.27,3.11
2016/2017,Unknown,West Ham vs Middlesbrough,1-1,2.04,3.44,4.0
2016/2017,Unknown,Swansea vs Liverpool,1-2,7.35,5.02,1.44
2016/2017,Unknown,Everton vs Crystal Palace,1-1,1.72,3.95,5.08
2016/2017,Unknown,Burnley vs Watford,2-0,3.28,3.17,2.42
2016/2017,Unknown,West Ham vs Southampton,0-3,3.03,3.4,2.44
2016/2017,Unknown,Arsenal vs Chelsea,3-0,2.41,3.48,3.06
2016/2017,Unknown,Bournemouth vs Everton,1-0,3.36,3.45,2.26
2016/2017,Unknown,Liverpool vs Hull,5-1,1.24,6.74,12.79
2016/2017,Unknown,Middlesbrough vs Tottenham,1-2,3.91,3.4,2.08
2016/2017,Unknown,Stoke vs West Brom,1-1,2.3,3.34,3.37
2016/2017,Unknown,Sunderland vs Crystal Palace,2-3,2.59,3.25,2.96
2016/2017,Unknown,Swansea vs Manchester City,1-3,9.32,5.75,1.33
2016/2017,Unknown,Manchester Utd vs Leicester,4-1,1.69,3.91,5.46
2016/2017,Unknown,Tottenham vs Sunderland,1-0,1.33,5.57,10.26
2016/2017,Unknown,Crystal Palace vs Stoke,4-1,2.09,3.44,3.8
2016/2017,Unknown,Southampton vs Swansea,1-0,1.67,3.92,5.62
2016/2017,Unknown,Watford vs Manchester Utd,3-1,6.39,4.2,1.57
2016/2017,Unknown,Everton vs Middlesbrough,3-1,1.64,3.88,6.11
2016/2017,Unknown,Hull vs Arsenal,1-4,5.92,4.12,1.62
2016/2017,Unknown,Leicester vs Burnley,3-0,1.46,4.59,7.82
2016/2017,Unknown,Manchester City vs Bournemouth,4-0,1.25,6.77,12.25
2016/2017,Unknown,West Brom vs West Ham,4-2,2.81,3.23,2.72
2016/2017,Unknown,Chelsea vs Liverpool,1-2,2.17,3.54,3.47
2016/2017,Unknown,Sunderland vs Everton,0-3,3.67,3.42,2.14
2016/2017,Unknown,Swansea vs Chelsea,2-2,6.14,4.15,1.6
2016/2017,Unknown,Liverpool vs Leicester,4-1,1.67,4.02,5.44
2016/2017,Unknown,Arsenal vs Southampton,2-1,1.62,4.05,6.12
2016/2017,Unknown,Bournemouth vs West Brom,1-0,2.13,3.19,4.05
2016/2017,Unknown,Burnley vs Hull,1-1,2.53,3.12,3.15
2016/2017,Unknown,Middlesbrough vs Crystal Palace,1-2,2.41,3.17,3.33
2016/2017,Unknown,Stoke vs Tottenham,0-4,4.24,3.66,1.92
2016/2017,Unknown,West Ham vs Watford,2-4,1.88,3.63,4.44
2016/2017,Unknown,Manchester Utd vs Manchester City,1-2,2.38,3.11,3.45
2016/2017,Unknown,Manchester City vs West Ham,3-1,1.25,6.53,12.13
2016/2017,Unknown,West Brom vs Middlesbrough,0-0,2.62,3.08,3.07
2016/2017,Unknown,Hull vs Manchester Utd,0-1,8.69,4.61,1.43
2016/2017,Unknown,Chelsea vs Burnley,3-0,1.24,6.36,14.83
