season,date,match_name,result,h_odd,d_odd,a_odd
2013/2014,Unknown,Crystal Palace vs Sunderland,3-1,2.44,3.22,3.02
2013/2014,Unknown,Cardiff vs Everton,0-0,3.29,3.27,2.27
2013/2014,Unknown,Newcastle vs Fulham,1-0,2.11,3.31,3.62
2013/2014,Unknown,Norwich vs Southampton,1-0,2.84,3.28,2.49
2013/2014,Unknown,West Ham vs Stoke,0-1,1.96,3.36,4.15
2013/2014,Unknown,Manchester City vs Hull,2-0,1.17,7.61,16.18
2013/2014,Unknown,Manchester Utd vs Chelsea,0-0,2.28,3.28,3.24
2013/2014,Unknown,Cardiff vs Manchester City,3-2,8.04,4.6,1.41
2013/2014,Unknown,Tottenham vs Swansea,1-0,1.71,3.67,5.19
2013/2014,Unknown,Aston Villa vs Liverpool,0-1,4.01,3.82,1.86
2013/2014,Unknown,Everton vs West Brom,0-0,1.55,4.07,6.42
2013/2014,Unknown,Hull vs Norwich,1-0,2.35,3.23,3.16
2013/2014,Unknown,Newcastle vs West Ham,0-0,2.25,3.34,3.27
2013/2014,Unknown,Southampton vs Sunderland,1-1,1.64,3.87,5.61
2013/2014,Unknown,Stoke vs Crystal Palace,2-1,1.86,3.43,4.63
2013/2014,Unknown,Fulham vs Arsenal,1-3,4.47,3.53,1.85
2013/2014,Unknown,Chelsea vs Aston Villa,2-1,1.27,5.93,10.82
2013/2014,Unknown,Manchester City vs Newcastle,4-0,1.26,5.89,11.54
2013/2014,Unknown,Chelsea vs Hull,2-0,1.2,6.47,14.98
2013/2014,Unknown,Crystal Palace vs Tottenham,0-1,5.77,3.72,1.64
2013/2014,Unknown,Swansea vs Manchester Utd,1-4,3.57,3.31,2.13
2013/2014,Unknown,Arsenal vs Aston Villa,1-3,1.41,4.71,7.74
2013/2014,Unknown,Norwich vs Everton,2-2,3.48,3.26,2.19
2013/2014,Unknown,Sunderland vs Fulham,0-1,2.34,3.22,3.17
2013/2014,Unknown,West Brom vs Southampton,0-1,2.44,3.29,2.94
2013/2014,Unknown,West Ham vs Cardiff,2-0,2.03,3.35,3.86
2013/2014,Unknown,Liverpool vs Stoke,1-0,1.39,4.52,9.01
