season,date,match_name,result,h_odd,d_odd,a_odd
2018/2019,Unknown,Manchester City vs Cardiff,2-0,1.07,14.85,30.34
2018/2019,Unknown,Tottenham vs Crystal Palace,2-0,1.48,4.58,7.09
2018/2019,Unknown,Watford vs Fulham,4-1,1.72,3.84,5.14
2018/2019,Unknown,Wolves vs Manchester Utd,2-1,3.2,3.2,2.43
2018/2019,Unknown,Arsenal vs Newcastle,2-0,1.41,4.79,8.37
2018/2019,Unknown,Liverpool vs Tottenham,2-1,1.56,4.38,5.93
2018/2019,Unknown,Cardiff vs Chelsea,1-2,8.62,4.76,1.41
2018/2019,Unknown,West Ham vs Everton,0-2,2.67,3.33,2.76
2018/2019,Unknown,Brighton vs Southampton,0-1,2.52,3.13,3.13
2018/2019,Unknown,Burnley vs Wolves,2-0,2.91,3.12,2.67
2018/2019,Unknown,Crystal Palace vs Huddersfield,2-0,1.47,4.35,8.05
2018/2019,Unknown,Leicester vs Bournemouth,2-0,1.8,3.88,4.51
2018/2019,Unknown,Manchester Utd vs Watford,2-1,1.39,5.11,8.19
2018/2019,Unknown,Fulham vs Manchester City,0-2,20.08,10.67,1.12
2018/2019,Unknown,Everton vs Chelsea,2-0,4.53,3.7,1.84
2018/2019,Unknown,Fulham vs Liverpool,1-2,13.22,7.61,1.21
2018/2019,Unknown,Bournemouth vs Newcastle,2-2,2.13,3.5,3.54
2018/2019,Unknown,Burnley vs Leicester,1-2,3.21,3.33,2.36
2018/2019,Unknown,West Ham vs Huddersfield,4-3,1.53,4.32,6.61
2018/2019,Unknown,Arsenal vs Manchester Utd,2-0,2.36,3.56,3.01
2018/2019,Unknown,Chelsea vs Wolves,1-1,1.58,3.88,6.96
2018/2019,Unknown,Liverpool vs Burnley,4-2,1.18,7.81,17.85
2018/2019,Unknown,Manchester City vs Watford,3-1,1.11,10.64,24.5
2018/2019,Unknown,Cardiff vs West Ham,2-0,3.01,3.43,2.42
2018/2019,Unknown,Huddersfield vs Bournemouth,0-2,3.07,3.3,2.44
2018/2019,Unknown,Leicester vs Fulham,3-1,1.58,4.3,5.82
2018/2019,Unknown,Newcastle vs Everton,3-2,2.72,3.1,2.9
2018/2019,Unknown,Southampton vs Tottenham,2-1,4.51,3.82,1.81
2018/2019,Unknown,Crystal Palace vs Brighton,1-2,1.89,3.28,4.97
2018/2019,Unknown,Everton vs Liverpool,0-0,6.42,3.97,1.59
2018/2019,Unknown,Fulham vs Chelsea,1-2,8.2,4.78,1.42
2018/2019,Unknown,Watford vs Leicester,2-1,2.72,3.29,2.73
2018/2019,Unknown,West Ham vs Newcastle,2-0,2.17,3.36,3.6
2018/2019,Unknown,Bournemouth vs Manchester City,0-1,14.57,8.37,1.18
2018/2019,Unknown,Brighton vs Huddersfield,1-0,1.79,3.37,5.6
2018/2019,Unknown,Burnley vs Crystal Palace,1-3,2.89,3.23,2.62
2018/2019,Unknown,Manchester Utd vs Southampton,3-2,1.45,4.51,8.06
2018/2019,Unknown,Wolves vs Cardiff,2-0,1.75,3.5,5.63
2018/2019,Unknown,Tottenham vs Arsenal,1-1,2.0,3.55,3.93
2018/2019,Unknown,Chelsea vs Tottenham,2-0,2.37,3.26,3.25
2018/2019,Unknown,Crystal Palace vs Manchester Utd,1-3,3.35,3.27,2.32
2018/2019,Unknown,Liverpool vs Watford,5-0,1.27,6.03,12.29
2018/2019,Unknown,Manchester City vs West Ham,1-0,1.1,11.36,26.01
2018/2019,Unknown,Arsenal vs Bournemouth,5-1,1.39,5.19,7.91
2018/2019,Unknown,Southampton vs Fulham,2-0,1.99,3.44,4.13
2018/2019,Unknown,Newcastle vs Burnley,2-0,2.16,3.22,3.81
2018/2019,Unknown,Cardiff vs Everton,0-3,3.9,3.36,2.07
2018/2019,Unknown,Huddersfield vs Wolves,1-0,5.53,3.57,1.74
2018/2019,Unknown,Leicester vs Brighton,2-1,1.82,3.48,4.99
2018/2019,Unknown,Arsenal vs Southampton,2-0,1.55,4.26,6.43
2018/2019,Unknown,Manchester Utd vs Liverpool,0-0,3.47,3.45,2.19
2018/2019,Unknown,Leicester vs Crystal Palace,1-4,2.27,3.31,3.42
2018/2019,Unknown,Bournemouth vs Wolves,1-1,3.11,3.28,2.45
2018/2019,Unknown,Newcastle vs Huddersfield,2-0,1.9,3.32,4.83
2018/2019,Unknown,Burnley vs Tottenham,2-1,6.06,4.06,1.6
2018/2019,Unknown,Cardiff vs Watford,1-5,3.11,3.29,2.43
2018/2019,Unknown,West Ham vs Fulham,3-1,2.0,3.5,3.99
2018/2019,Unknown,Wolves vs Newcastle,1-1,1.76,3.54,5.38
2018/2019,Unknown,Manchester City vs Chelsea,6-0,1.55,4.31,6.27
2018/2019,Unknown,Tottenham vs Leicester,3-1,1.7,3.76,5.53
2018/2019,Unknown,Brighton vs Burnley,1-3,2.03,3.27,4.19
2018/2019,Unknown,Crystal Palace vs West Ham,1-1,1.98,3.53,3.98
2018/2019,Unknown,Huddersfield vs Arsenal,1-2,5.41,3.95,1.67
2018/2019,Unknown,Liverpool vs Bournemouth,3-0,1.17,8.29,17.04
2018/2019,Unknown,Southampton vs Cardiff,1-2,1.82,3.54,4.86
2018/2019,Unknown,Watford vs Everton,1-0,2.5,3.33,2.97
2018/2019,Unknown,Fulham vs Manchester Utd,0-3,5.0,4.05,1.7
2018/2019,Unknown,Everton vs Manchester City,0-2,9.69,6.02,1.31
2018/2019,Unknown,West Ham vs Liverpool,1-1,9.23,5.8,1.32
2018/2019,Unknown,Manchester City vs Arsenal,3-1,1.26,6.94,10.29
2018/2019,Unknown,Leicester vs Manchester Utd,0-1,3.78,3.57,2.03
2018/2019,Unknown,Cardiff vs Bournemouth,2-0,3.3,3.44,2.26
2018/2019,Unknown,Brighton vs Watford,0-0,2.47,3.25,3.07
2018/2019,Unknown,Burnley vs Southampton,1-1,2.56,3.31,2.88
2018/2019,Unknown,Chelsea vs Huddersfield,5-0,1.22,6.62,14.6
2018/2019,Unknown,Crystal Palace vs Fulham,2-0,1.99,3.53,4.01
2018/2019,Unknown,Everton vs Wolves,1-3,2.63,3.25,2.86
2018/2019,Unknown,Tottenham vs Newcastle,1-0,1.43,4.47,8.96
2018/2019,Unknown,Liverpool vs Leicester,1-1,1.24,6.75,12.05
2018/2019,Unknown,Tottenham vs Watford,2-1,1.58,4.11,6.26
2018/2019,Unknown,Bournemouth vs Chelsea,4-0,5.55,4.22,1.62
2018/2019,Unknown,Southampton vs Crystal Palace,1-1,2.48,3.29,3.03
2018/2019,Unknown,Manchester Utd vs Burnley,2-2,1.34,5.23,10.06
2018/2019,Unknown,Newcastle vs Manchester City,2-1,16.55,8.14,1.17
2018/2019,Unknown,Arsenal vs Cardiff,2-1,1.22,6.95,13.81
2018/2019,Unknown,Fulham vs Brighton,4-2,2.44,3.21,3.14
2018/2019,Unknown,Huddersfield vs Everton,0-1,3.64,3.16,2.23
2018/2019,Unknown,Wolves vs West Ham,3-0,1.99,3.52,4.0
2018/2019,Unknown,Fulham vs Tottenham,1-2,5.5,3.73,1.71
2018/2019,Unknown,Huddersfield vs Manchester City,0-3,25.87,10.05,1.12
2018/2019,Unknown,Arsenal vs Chelsea,2-0,3.22,3.51,2.28
2018/2019,Unknown,Bournemouth vs West Ham,2-0,2.13,3.66,3.45
2018/2019,Unknown,Liverpool vs Crystal Palace,4-3,1.21,7.02,14.61
2018/2019,Unknown,Manchester Utd vs Brighton,2-1,1.37,5.13,9.41
2018/2019,Unknown,Newcastle vs Cardiff,3-0,2.07,3.17,4.23
2018/2019,Unknown,Southampton vs Everton,2-1,2.89,3.36,2.56
2018/2019,Unknown,Watford vs Burnley,0-0,1.7,3.86,5.37
2018/2019,Unknown,Wolves vs Leicester,4-3,2.32,3.15,3.48
2018/2019,Unknown,Manchester City vs Wolves,3-0,1.19,7.33,16.9
2018/2019,Unknown,Tottenham vs Manchester Utd,0-1,2.09,3.56,3.65
2018/2019,Unknown,Everton vs Bournemouth,2-0,1.71,3.97,5.04
2018/2019,Unknown,Chelsea vs Newcastle,2-1,1.2,6.9,17.72
2018/2019,Unknown,Brighton vs Liverpool,0-1,10.46,5.22,1.34
2018/2019,Unknown,Burnley vs Fulham,2-1,2.41,3.24,3.22
2018/2019,Unknown,Cardiff vs Huddersfield,0-0,2.14,3.24,3.87
2018/2019,Unknown,Crystal Palace vs Watford,1-2,2.34,3.32,3.26
2018/2019,Unknown,Leicester vs Southampton,1-2,1.93,3.38,4.55
2018/2019,Unknown,West Ham vs Arsenal,1-0,3.53,3.86,2.03
2018/2019,Unknown,Manchester City vs Liverpool,2-1,1.97,3.84,3.81
2018/2019,Unknown,Newcastle vs Manchester Utd,0-2,5.9,4.15,1.61
2018/2019,Unknown,Bournemouth vs Watford,3-3,2.57,3.48,2.82
2018/2019,Unknown,Chelsea vs Southampton,0-0,1.27,6.11,12.45
2018/2019,Unknown,Huddersfield vs Burnley,1-2,2.41,3.08,3.42
2018/2019,Unknown,West Ham vs Brighton,2-2,2.0,3.54,3.98
2018/2019,Unknown,Wolves vs Crystal Palace,0-2,2.3,3.16,3.58
2018/2019,Unknown,Cardiff vs Tottenham,0-3,8.68,4.93,1.4
2018/2019,Unknown,Arsenal vs Fulham,4-1,1.38,5.44,8.28
2018/2019,Unknown,Everton vs Leicester,0-1,2.01,3.48,4.07
2018/2019,Unknown,Manchester Utd vs Bournemouth,4-1,1.38,5.31,8.58
2018/2019,Unknown,Burnley vs West Ham,2-0,3.8,3.52,2.06
2018/2019,Unknown,Southampton vs Manchester City,1-3,12.45,6.96,1.23
2018/2019,Unknown,Crystal Palace vs Chelsea,0-1,4.97,3.79,1.76
2018/2019,Unknown,Liverpool vs Arsenal,5-1,1.4,5.32,7.71
2018/2019,Unknown,Brighton vs Everton,1-0,3.35,3.28,2.34
2018/2019,Unknown,Fulham vs Huddersfield,1-0,2.05,3.27,4.23
2018/2019,Unknown,Leicester vs Cardiff,0-1,1.57,3.88,7.45
2018/2019,Unknown,Tottenham vs Wolves,1-3,1.46,4.46,8.09
2018/2019,Unknown,Watford vs Newcastle,1-1,1.75,3.74,5.23
2018/2019,Unknown,Southampton vs West Ham,1-2,2.29,3.37,3.37
2018/2019,Unknown,Watford vs Chelsea,1-2,5.53,3.96,1.67
2018/2019,Unknown,Brighton vs Arsenal,1-1,5.33,3.88,1.7
2018/2019,Unknown,Burnley vs Everton,1-5,4.28,3.61,1.92
2018/2019,Unknown,Crystal Palace vs Cardiff,0-0,1.65,3.77,6.27
2018/2019,Unknown,Leicester vs Manchester City,2-1,9.7,5.65,1.33
2018/2019,Unknown,Liverpool vs Newcastle,4-0,1.16,8.28,20.07
2018/2019,Unknown,Manchester Utd vs Huddersfield,3-1,1.28,5.88,12.04
2018/2019,Unknown,Tottenham vs Bournemouth,5-0,1.35,5.49,9.1
2018/2019,Unknown,Fulham vs Wolves,1-1,3.0,3.15,2.64
2018/2019,Unknown,Everton vs Tottenham,2-6,3.44,3.64,2.15
2018/2019,Unknown,Cardiff vs Manchester Utd,1-5,6.57,4.23,1.55
2018/2019,Unknown,Bournemouth vs Brighton,2-0,1.99,3.48,4.16
2018/2019,Unknown,Chelsea vs Leicester,0-1,1.33,5.31,10.63
2018/2019,Unknown,Huddersfield vs Southampton,1-3,2.88,3.05,2.8
2018/2019,Unknown,Manchester City vs Crystal Palace,2-3,1.16,8.2,20.07
2018/2019,Unknown,Newcastle vs Fulham,0-0,2.22,3.37,3.55
2018/2019,Unknown,West Ham vs Watford,0-2,2.44,3.51,2.96
2018/2019,Unknown,Arsenal vs Burnley,3-1,1.22,6.95,14.92
2018/2019,Unknown,Wolves vs Liverpool,0-2,7.09,4.15,1.54
2018/2019,Unknown,Liverpool vs Manchester Utd,3-1,1.54,4.24,6.72
2018/2019,Unknown,Brighton vs Chelsea,1-2,8.4,4.46,1.44
2018/2019,Unknown,Southampton vs Arsenal,3-2,4.33,3.93,1.82
2018/2019,Unknown,Fulham vs West Ham,0-2,2.99,3.54,2.39
2018/2019,Unknown,Crystal Palace vs Leicester,1-0,2.71,3.17,2.84
2018/2019,Unknown,Huddersfield vs Newcastle,0-1,2.61,3.0,3.1
2018/2019,Unknown,Tottenham vs Burnley,1-0,1.19,7.11,17.38
2018/2019,Unknown,Watford vs Cardiff,3-2,1.68,3.83,5.52
2018/2019,Unknown,Wolves vs Bournemouth,2-0,1.99,3.43,4.14
2018/2019,Unknown,Manchester City vs Everton,3-1,1.22,6.94,13.02
2018/2019,Unknown,Everton vs Watford,2-2,1.68,3.86,5.51
2018/2019,Unknown,Newcastle vs Wolves,1-2,2.9,3.05,2.75
2018/2019,Unknown,Leicester vs Tottenham,0-2,4.25,3.46,1.95
2018/2019,Unknown,Chelsea vs Manchester City,2-0,3.51,3.49,2.15
2018/2019,Unknown,Arsenal vs Huddersfield,1-0,1.29,5.72,11.86
2018/2019,Unknown,Burnley vs Brighton,1-0,2.87,3.06,2.77
2018/2019,Unknown,Cardiff vs Southampton,1-0,3.21,3.28,2.39
2018/2019,Unknown,Manchester Utd vs Fulham,4-1,1.38,5.02,8.91
2018/2019,Unknown,West Ham vs Crystal Palace,3-2,2.28,3.4,3.33
2018/2019,Unknown,Bournemouth vs Liverpool,0-4,7.14,4.65,1.47
2018/2019,Unknown,Manchester Utd vs Arsenal,2-2,2.41,3.46,2.99
2018/2019,Unknown,Tottenham vs Southampton,3-1,1.33,5.4,10.12
2018/2019,Unknown,Burnley vs Liverpool,1-3,10.7,5.43,1.32
2018/2019,Unknown,Everton vs Newcastle,1-1,1.46,4.38,8.04
2018/2019,Unknown,Fulham vs Leicester,1-1,2.8,3.32,2.65
2018/2019,Unknown,Wolves vs Chelsea,2-1,5.79,3.87,1.66
2018/2019,Unknown,Watford vs Manchester City,1-2,9.09,5.28,1.36
2018/2019,Unknown,Bournemouth vs Huddersfield,2-1,1.71,3.69,5.6
2018/2019,Unknown,Brighton vs Crystal Palace,3-1,3.03,2.95,2.72
2018/2019,Unknown,West Ham vs Cardiff,3-1,1.66,3.97,5.57
2018/2019,Unknown,Liverpool vs Everton,1-0,1.45,4.47,8.07
2018/2019,Unknown,Arsenal vs Tottenham,4-2,2.84,3.5,2.51
2018/2019,Unknown,Chelsea vs Fulham,2-0,1.2,7.34,15.46
2018/2019,Unknown,Southampton vs Manchester Utd,2-2,4.33,3.47,1.94
2018/2019,Unknown,Crystal Palace vs Burnley,2-0,1.56,3.96,7.15
2018/2019,Unknown,Huddersfield vs Brighton,1-2,2.39,2.89,3.71
2018/2019,Unknown,Leicester vs Watford,2-0,2.35,3.28,3.3
2018/2019,Unknown,Manchester City vs Bournemouth,3-1,1.13,9.44,22.62
2018/2019,Unknown,Newcastle vs West Ham,0-3,2.55,3.31,2.92
2018/2019,Unknown,Cardiff vs Wolves,2-1,3.59,3.21,2.24
2018/2019,Unknown,Burnley vs Newcastle,1-2,3.01,3.13,2.6
2018/2019,Unknown,Wolves vs Huddersfield,0-2,1.59,3.73,7.33
2018/2019,Unknown,Bournemouth vs Arsenal,1-2,3.41,3.62,2.16
2018/2019,Unknown,Tottenham vs Chelsea,3-1,3.03,3.4,2.44
2018/2019,Unknown,Brighton vs Leicester,1-1,2.83,3.15,2.74
2018/2019,Unknown,Everton vs Cardiff,1-0,1.45,4.4,8.45
2018/2019,Unknown,Fulham vs Southampton,3-2,2.74,3.28,2.75
2018/2019,Unknown,Manchester Utd vs Crystal Palace,0-0,1.44,4.5,8.28
2018/2019,Unknown,Watford vs Liverpool,0-3,6.06,4.39,1.56
2018/2019,Unknown,West Ham vs Manchester City,0-4,12.25,6.73,1.24
2018/2019,Unknown,Arsenal vs Wolves,1-1,1.62,4.16,5.6
2018/2019,Unknown,Manchester City vs Manchester Utd,3-1,1.35,5.33,8.89
2018/2019,Unknown,Chelsea vs Everton,0-0,1.38,4.99,8.62
2018/2019,Unknown,Liverpool vs Fulham,2-0,1.1,10.93,27.05
2018/2019,Unknown,Crystal Palace vs Tottenham,0-1,5.29,3.94,1.69
2018/2019,Unknown,Huddersfield vs West Ham,1-1,3.3,3.26,2.34
2018/2019,Unknown,Leicester vs Burnley,0-0,1.49,4.34,7.62
2018/2019,Unknown,Newcastle vs Bournemouth,2-1,2.88,3.41,2.53
2018/2019,Unknown,Southampton vs Watford,1-1,2.29,3.36,3.33
2018/2019,Unknown,Cardiff vs Brighton,2-1,2.57,3.06,3.14
2018/2019,Unknown,Huddersfield vs Fulham,1-0,2.34,3.37,3.21
2018/2019,Unknown,Chelsea vs Crystal Palace,3-1,1.32,5.56,10.08
2018/2019,Unknown,Manchester City vs Southampton,6-1,1.11,10.32,26.72
2018/2019,Unknown,Wolves vs Tottenham,2-3,3.41,3.33,2.27
2018/2019,Unknown,Arsenal vs Liverpool,1-1,3.92,3.9,1.91
2018/2019,Unknown,Cardiff vs Leicester,0-1,3.44,3.34,2.25
2018/2019,Unknown,Everton vs Brighton,3-1,1.56,3.98,6.99
2018/2019,Unknown,Newcastle vs Watford,1-0,2.78,3.25,2.72
2018/2019,Unknown,West Ham vs Burnley,4-2,1.58,4.03,6.51
2018/2019,Unknown,Bournemouth vs Manchester Utd,1-2,3.97,3.73,1.94
2018/2019,Unknown,Tottenham vs Manchester City,0-1,5.36,4.19,1.63
2018/2019,Unknown,Manchester Utd vs Everton,2-1,1.79,3.69,4.84
2018/2019,Unknown,Burnley vs Chelsea,0-4,9.62,4.61,1.4
2018/2019,Unknown,Crystal Palace vs Arsenal,2-2,4.49,3.93,1.79
2018/2019,Unknown,Leicester vs West Ham,1-1,1.96,3.52,4.13
2018/2019,Unknown,Brighton vs Wolves,1-0,3.48,3.12,2.34
2018/2019,Unknown,Fulham vs Bournemouth,0-3,2.81,3.65,2.45
2018/2019,Unknown,Liverpool vs Cardiff,4-1,1.11,10.33,28.2
2018/2019,Unknown,Southampton vs Newcastle,0-0,2.0,3.38,4.18
2018/2019,Unknown,Watford vs Huddersfield,3-0,1.76,3.45,5.62
2018/2019,Unknown,Arsenal vs Leicester,3-1,1.59,4.2,5.9
2018/2019,Unknown,Everton vs Crystal Palace,2-0,1.79,3.6,5.07
2018/2019,Unknown,Huddersfield vs Liverpool,0-1,11.75,5.3,1.31
2018/2019,Unknown,Bournemouth vs Southampton,0-0,2.22,3.42,3.42
2018/2019,Unknown,Cardiff vs Fulham,4-2,2.53,3.44,2.86
2018/2019,Unknown,Manchester City vs Burnley,5-0,1.07,14.0,31.08
2018/2019,Unknown,Newcastle vs Brighton,0-1,2.19,3.19,3.8
2018/2019,Unknown,West Ham vs Tottenham,0-1,3.89,3.72,1.97
2018/2019,Unknown,Wolves vs Watford,0-2,1.79,3.48,5.32
2018/2019,Unknown,Chelsea vs Manchester Utd,2-2,1.75,3.86,4.87
2018/2019,Unknown,Liverpool vs Manchester City,0-0,2.76,3.56,2.54
2018/2019,Unknown,Southampton vs Chelsea,0-3,6.4,4.16,1.57
2018/2019,Unknown,Fulham vs Arsenal,1-5,5.07,4.38,1.64
2018/2019,Unknown,Manchester Utd vs Newcastle,3-2,1.39,4.68,9.75
2018/2019,Unknown,Burnley vs Huddersfield,1-1,2.33,3.0,3.69
2018/2019,Unknown,Crystal Palace vs Wolves,0-1,2.82,3.23,2.68
2018/2019,Unknown,Leicester vs Everton,1-2,2.24,3.29,3.53
2018/2019,Unknown,Tottenham vs Cardiff,1-0,1.23,6.61,13.52
2018/2019,Unknown,Watford vs Bournemouth,0-4,2.11,3.46,3.68
2018/2019,Unknown,Brighton vs West Ham,1-0,2.76,3.23,2.75
2018/2019,Unknown,Bournemouth vs Crystal Palace,2-1,2.32,3.46,3.19
2018/2019,Unknown,Cardiff vs Burnley,1-2,2.45,3.09,3.29
2018/2019,Unknown,Chelsea vs Liverpool,1-1,2.82,3.49,2.54
2018/2019,Unknown,Arsenal vs Watford,2-0,1.48,4.74,6.78
2018/2019,Unknown,Everton vs Fulham,3-0,1.64,4.23,5.29
2018/2019,Unknown,Huddersfield vs Tottenham,0-2,6.26,3.94,1.61
2018/2019,Unknown,Manchester City vs Brighton,2-0,1.09,11.79,29.43
2018/2019,Unknown,Newcastle vs Leicester,0-2,2.8,3.16,2.76
2018/2019,Unknown,Wolves vs Southampton,2-0,1.93,3.43,4.41
2018/2019,Unknown,West Ham vs Manchester Utd,3-1,3.95,3.54,2.01
2018/2019,Unknown,Arsenal vs Everton,2-0,1.39,5.23,7.94
2018/2019,Unknown,West Ham vs Chelsea,0-0,6.66,4.51,1.51
2018/2019,Unknown,Brighton vs Tottenham,1-2,5.32,3.95,1.68
2018/2019,Unknown,Burnley vs Bournemouth,4-0,3.28,3.38,2.31
2018/2019,Unknown,Cardiff vs Manchester City,0-5,21.21,8.53,1.15
2018/2019,Unknown,Crystal Palace vs Newcastle,0-0,2.11,3.3,3.88
2018/2019,Unknown,Leicester vs Huddersfield,3-1,1.71,3.59,5.88
2018/2019,Unknown,Liverpool vs Southampton,3-0,1.18,7.7,17.6
2018/2019,Unknown,Manchester Utd vs Wolves,1-1,1.59,3.92,6.54
2018/2019,Unknown,Fulham vs Watford,1-1,2.81,3.41,2.57
2018/2019,Unknown,Southampton vs Brighton,2-2,2.0,3.27,4.36
2018/2019,Unknown,Everton vs West Ham,1-3,2.1,3.46,3.72
2018/2019,Unknown,Wolves vs Burnley,1-0,1.73,3.54,5.65
2018/2019,Unknown,Watford vs Manchester Utd,1-2,4.75,3.59,1.84
2018/2019,Unknown,Bournemouth vs Leicester,4-2,2.39,3.38,3.12
2018/2019,Unknown,Chelsea vs Cardiff,4-1,1.14,8.81,21.93
2018/2019,Unknown,Huddersfield vs Crystal Palace,0-1,3.43,3.11,2.36
2018/2019,Unknown,Manchester City vs Fulham,3-0,1.08,12.83,29.48
2018/2019,Unknown,Newcastle vs Arsenal,1-2,4.39,3.82,1.84
2018/2019,Unknown,Tottenham vs Liverpool,1-2,3.06,3.54,2.34
2018/2019,Unknown,Burnley vs Manchester Utd,0-2,6.51,3.96,1.59
2018/2019,Unknown,Watford vs Tottenham,2-1,5.38,3.94,1.68
2018/2019,Unknown,Cardiff vs Arsenal,2-3,6.13,4.4,1.55
2018/2019,Unknown,Manchester City vs Newcastle,2-1,1.11,10.15,25.87
2018/2019,Unknown,Brighton vs Fulham,2-2,2.14,3.45,3.61
2018/2019,Unknown,Chelsea vs Bournemouth,2-0,1.3,5.94,10.16
2018/2019,Unknown,Crystal Palace vs Southampton,0-2,2.55,3.2,3.02
2018/2019,Unknown,Everton vs Huddersfield,1-1,1.58,3.84,7.19
2018/2019,Unknown,West Ham vs Wolves,0-1,2.59,3.26,2.92
2018/2019,Unknown,Leicester vs Liverpool,1-2,7.82,4.86,1.43
2018/2019,Unknown,Manchester Utd vs Tottenham,0-3,2.59,3.28,2.87
2018/2019,Unknown,Fulham vs Burnley,4-2,2.21,3.22,3.67
2018/2019,Unknown,Newcastle vs Chelsea,1-2,6.26,4.16,1.58
