season,date,match_name,result,h_odd,d_odd,a_odd,source_file
2020/2021,Unknown,Crystal Palace vs West Brom,1-0,2.35,3.15,3.42,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Chelsea,0-0,5.15,3.96,1.7,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Aston Villa,1-1,3.71,3.36,2.13,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Southampton,5-2,1.18,7.69,16.91,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Leeds,2-0,2.27,3.61,3.15,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Everton,2-0,1.62,3.92,6.02,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Crystal Palace,4-1,1.55,4.17,6.64,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Manchester Utd,0-2,1.5,4.44,6.88,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Fulham,0-1,1.64,3.98,5.74,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Newcastle,0-0,2.33,3.2,3.39,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Leicester,1-2,2.53,3.2,3.04,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Wolves,0-0,2.62,3.16,2.95,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Southampton,0-2,3.81,3.37,2.1,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Arsenal,1-1,5.0,3.62,1.79,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Chelsea,0-1,2.18,3.54,3.37,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Tottenham,0-1,3.98,3.44,2.02,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Everton,0-1,4.0,3.5,2.0,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Manchester Utd,0-0,7.73,4.65,1.44,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Leicester,1-1,3.88,3.16,2.16,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Aston Villa,1-0,3.59,3.42,2.15,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Wolves,4-1,1.22,6.79,14.67,2020-2021_full.csv
2020/2021,Unknown,Everton vs Southampton,1-0,2.15,3.49,3.51,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Liverpool,0-2,8.3,5.36,1.37,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Manchester Utd,0-0,2.36,3.39,3.16,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Burnley,4-0,1.5,4.34,7.25,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Fulham,0-0,3.5,3.23,2.27,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Arsenal,1-3,2.35,3.38,3.18,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Wolves,1-1,3.67,3.17,2.22,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Aston Villa,0-1,2.05,3.83,3.48,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Brighton,1-0,4.56,3.57,1.85,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs West Ham,2-1,1.27,6.25,11.1,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Southampton,3-0,2.17,3.64,3.34,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Crystal Palace,1-2,1.78,3.53,5.26,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Newcastle,3-1,1.33,5.5,9.79,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Manchester City,0-1,6.99,4.65,1.48,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Leicester,1-2,3.76,3.7,2.0,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Tottenham,2-1,3.08,3.44,2.38,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Sheffield Utd,1-0,1.98,3.37,4.22,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Everton,0-2,1.38,5.31,8.07,2020-2021_full.csv
2020/2021,Unknown,Burnley vs West Brom,0-0,2.16,3.3,3.69,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Chelsea,1-1,4.69,3.82,1.78,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Leeds,1-0,2.31,3.4,3.23,2020-2021_full.csv
2020/2021,Unknown,Everton vs Manchester City,1-3,10.92,5.84,1.29,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Fulham,1-1,2.96,3.19,2.59,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Newcastle,2-0,1.29,5.92,10.93,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Sheffield Utd,3-0,2.02,3.32,4.16,2020-2021_full.csv
2020/2021,Unknown,Everton vs Fulham,0-2,2.04,3.41,3.98,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Leeds,4-2,1.82,3.87,4.25,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Manchester Utd,1-1,9.93,5.91,1.31,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Wolves,1-2,2.28,3.28,3.46,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Aston Villa,0-0,2.91,3.39,2.51,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Tottenham,3-0,1.34,5.77,8.74,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Burnley,0-3,2.85,3.17,2.69,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Liverpool,3-1,3.8,3.92,1.93,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Crystal Palace,2-0,1.82,3.75,4.48,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Chelsea,1-2,7.17,4.34,1.5,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Manchester City,1-4,3.15,3.66,2.24,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Leicester,0-0,3.38,3.25,2.31,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs West Brom,2-0,1.39,4.96,8.52,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Everton,3-3,1.62,4.2,5.49,2020-2021_full.csv
2020/2021,Unknown,Fulham vs West Ham,0-0,4.14,3.7,1.9,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Brighton,1-1,3.69,3.19,2.21,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Southampton,3-2,3.31,3.51,2.23,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Arsenal,1-0,3.0,3.49,2.4,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Chelsea,0-1,4.01,3.52,1.99,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs West Ham,1-3,2.35,3.5,3.07,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Brighton,0-1,1.5,4.68,6.51,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Everton,1-2,2.6,3.5,2.73,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Manchester City,0-2,16.16,7.08,1.2,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Leicester,0-2,3.85,3.35,2.08,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Southampton,9-0,1.44,4.86,7.18,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Crystal Palace,1-2,2.95,3.32,2.51,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs West Brom,2-1,2.12,3.4,3.72,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Arsenal,2-1,3.66,3.29,2.18,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Tottenham,1-0,3.3,3.36,2.3,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Liverpool,1-3,3.5,3.73,2.07,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Leeds,1-3,1.85,3.84,4.25,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Burnley,2-0,1.33,5.31,10.31,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Aston Villa,0-1,3.21,3.72,2.19,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Manchester Utd,0-0,3.44,3.54,2.16,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Wolves,1-0,2.96,3.12,2.63,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Sheffield Utd,1-0,1.18,7.6,17.51,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Fulham,2-2,3.53,3.33,2.22,2020-2021_full.csv
2020/2021,Unknown,Everton vs Newcastle,0-2,1.57,4.12,6.35,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Liverpool,1-3,3.59,3.81,2.02,2020-2021_full.csv
2020/2021,Unknown,Everton vs Leicester,1-1,3.21,3.29,2.37,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Sheffield Utd,1-2,1.28,6.06,10.79,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Fulham,0-0,2.05,3.37,3.96,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Aston Villa,3-2,4.42,3.76,1.83,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Wolves,0-0,1.65,3.91,5.8,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Arsenal,1-3,3.52,3.7,2.08,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Manchester City,0-5,20.26,8.48,1.15,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs West Ham,2-3,3.57,3.37,2.18,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Leeds,1-2,4.14,3.98,1.84,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Newcastle,2-0,1.51,4.66,6.22,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Burnley,0-1,1.32,5.6,9.94,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Manchester Utd,1-2,5.58,4.1,1.63,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Aston Villa,2-0,1.31,5.88,9.64,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Chelsea,2-0,2.81,3.46,2.53,2020-2021_full.csv
2020/2021,Unknown,West Ham vs West Brom,2-1,1.53,4.24,6.55,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Newcastle,3-0,1.42,4.8,7.85,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Crystal Palace,4-0,1.18,7.61,17.26,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Manchester Utd,0-0,1.95,3.91,3.73,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Tottenham,1-3,4.87,3.64,1.8,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Southampton,2-0,1.72,3.86,5.1,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Chelsea,0-1,6.26,4.17,1.57,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Brighton,0-1,2.27,3.56,3.17,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Burnley,1-0,1.78,3.66,4.95,2020-2021_full.csv
2020/2021,Unknown,Wolves vs West Brom,2-3,1.64,3.76,6.27,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Crystal Palace,0-0,1.69,3.85,5.36,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Fulham,1-1,1.62,3.88,6.17,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Brighton,1-0,1.18,7.82,17.47,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Manchester Utd,0-1,7.94,4.89,1.41,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Everton,1-2,2.6,2.93,3.19,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Newcastle,1-0,2.34,3.17,3.42,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Liverpool,1-0,6.17,4.84,1.5,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Manchester City,1-3,3.4,3.64,2.14,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Leicester,1-2,6.08,4.11,1.6,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Arsenal,0-4,6.08,4.05,1.6,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Wolves,3-3,2.84,3.06,2.79,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Sheffield Utd,2-0,2.08,3.29,3.97,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Leeds,3-0,1.84,4.05,4.08,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Aston Villa,2-1,1.7,4.14,4.83,2020-2021_full.csv
2020/2021,Unknown,Everton vs West Ham,0-1,2.24,3.5,3.31,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Liverpool,0-0,10.81,6.11,1.28,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Wolves,1-0,1.54,4.35,6.33,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Arsenal,0-1,3.64,3.48,2.11,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Sheffield Utd,1-0,2.41,3.19,3.24,2020-2021_full.csv
2020/2021,Unknown,Southampton vs West Ham,0-0,2.03,3.6,3.73,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Leeds,0-5,4.26,3.99,1.81,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Aston Villa,1-1,1.8,4.03,4.29,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Leicester,1-1,3.38,3.41,2.24,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Tottenham,1-1,3.55,3.38,2.18,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs West Brom,1-1,1.13,9.39,20.84,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Brighton,2-2,2.37,3.33,3.2,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Burnley,1-0,1.7,4.21,4.77,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Newcastle,2-0,1.12,10.3,21.62,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Everton,0-1,3.41,3.33,2.27,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Chelsea,3-1,4.75,3.9,1.75,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Crystal Palace,3-0,1.82,3.88,4.38,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Southampton,0-0,2.92,3.3,2.55,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Manchester Utd,2-2,2.99,3.6,2.36,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs West Ham,3-0,1.58,4.37,5.65,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Wolves,2-1,3.49,3.08,2.34,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Aston Villa,0-3,4.73,4.08,1.72,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Leeds,6-2,1.72,4.36,4.42,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Leicester,0-2,2.1,3.53,3.62,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Sheffield Utd,1-1,1.88,3.45,4.65,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Fulham,1-1,2.87,3.33,2.58,2020-2021_full.csv
2020/2021,Unknown,Everton vs Arsenal,2-1,2.68,3.44,2.67,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Manchester City,0-1,6.07,4.7,1.52,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Liverpool,0-7,5.36,4.1,1.65,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Manchester Utd,2-3,7.28,4.73,1.45,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Burnley,0-0,1.86,3.79,4.26,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Brighton,0-0,2.92,3.33,2.54,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Tottenham,2-1,1.83,3.95,4.2,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Crystal Palace,1-1,2.19,3.4,3.49,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Southampton,1-1,2.16,3.54,3.43,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Newcastle,5-2,1.59,4.45,5.5,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Everton,0-2,2.12,3.57,3.51,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs West Brom,1-1,1.1,11.36,24.93,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Chelsea,2-1,5.46,3.82,1.69,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Burnley,0-1,1.45,4.69,7.45,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Brighton,3-0,2.04,3.54,3.77,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Liverpool,1-1,8.34,5.53,1.36,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Tottenham,1-1,4.25,3.81,1.86,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Sheffield Utd,3-0,1.64,4.07,5.52,2020-2021_full.csv
2020/2021,Unknown,Everton vs Chelsea,1-0,4.82,4.28,1.68,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Manchester City,0-0,4.67,4.27,1.7,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs West Brom,2-1,2.46,3.25,3.09,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Aston Villa,0-1,2.57,3.25,2.93,2020-2021_full.csv
2020/2021,Unknown,Leeds vs West Ham,1-2,2.15,3.78,3.26,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Southampton,1-2,2.45,3.4,2.98,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Wolves,4-0,1.59,4.34,5.65,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Arsenal,2-0,2.2,3.51,3.38,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Leicester,1-2,4.1,3.54,1.96,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Crystal Palace,1-5,3.04,3.32,2.48,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Leeds,3-1,1.47,4.98,6.31,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Manchester Utd,1-3,3.41,3.52,2.18,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Fulham,2-0,1.11,10.77,21.64,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Everton,1-1,3.78,3.57,2.04,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Aston Villa,2-1,2.34,3.53,3.06,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Fulham,1-2,1.62,4.15,5.64,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Wolves,1-2,2.09,3.3,3.92,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Tottenham,0-0,2.01,3.69,3.74,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Manchester Utd,2-3,3.88,3.74,1.96,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Sheffield Utd,1-0,2.63,3.18,2.91,2020-2021_full.csv
2020/2021,Unknown,Everton vs Leeds,0-1,2.3,3.68,3.03,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Burnley,5-0,1.12,10.32,21.52,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Liverpool,1-1,4.89,4.25,1.68,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Newcastle,0-2,2.16,3.19,3.81,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Southampton,1-1,2.35,3.23,3.33,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Crystal Palace,1-0,2.67,3.13,2.9,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Leicester,3-0,1.78,4.08,4.33,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Arsenal,0-0,3.51,3.83,2.03,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs West Ham,0-1,3.16,3.22,2.45,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Everton,2-3,4.26,3.86,1.84,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs West Brom,1-0,1.33,5.7,9.38,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Manchester City,2-0,4.16,4.13,1.81,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Brighton,1-2,2.29,3.55,3.14,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Chelsea,0-2,7.12,4.82,1.45,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Aston Villa,0-3,1.65,4.39,4.96,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Liverpool,1-1,1.92,4.22,3.63,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Wolves,1-0,2.35,3.16,3.38,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Tottenham,0-1,6.38,4.66,1.5,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Fulham,1-0,1.86,3.83,4.21,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Sheffield Utd,4-1,1.38,5.02,8.81,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Leeds,4-1,2.87,3.47,2.49,2020-2021_full.csv
2020/2021,Unknown,Everton vs Manchester Utd,1-3,3.2,3.67,2.22,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Newcastle,2-0,2.15,3.48,3.52,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Burnley,0-0,2.01,3.42,4.14,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Leicester,1-4,2.44,3.69,2.82,2020-2021_full.csv
2020/2021,Unknown,Fulham vs West Brom,2-0,2.43,3.32,3.08,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Brighton,2-1,1.59,4.35,5.73,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Arsenal,0-1,1.99,3.63,3.88,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Everton,2-1,3.38,3.34,2.27,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Southampton,3-4,2.58,3.58,2.7,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs West Ham,2-1,1.42,5.16,7.07,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Chelsea,0-3,5.72,4.29,1.59,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Manchester City,0-1,10.24,6.12,1.29,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Crystal Palace,2-0,2.07,3.16,4.26,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Tottenham,0-1,5.81,4.36,1.57,2020-2021_full.csv
2020/2021,Unknown,Brighton vs West Brom,1-1,1.68,4.02,5.15,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Leicester,0-1,1.94,3.59,4.09,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Newcastle,1-1,1.83,3.47,4.9,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Everton,2-0,3.1,3.55,2.3,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Sheffield Utd,2-1,1.21,7.41,12.88,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Chelsea,0-0,2.61,3.52,2.7,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Crystal Palace,1-2,2.59,3.2,2.97,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Manchester City,1-1,6.68,5.18,1.44,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Leeds,0-3,1.92,4.03,3.73,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Wolves,0-1,2.47,3.4,2.95,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Burnley,0-0,2.58,3.3,2.89,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Aston Villa,0-1,2.38,3.6,2.96,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs West Ham,3-3,1.63,4.17,5.43,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Brighton,1-1,3.12,3.25,2.45,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Fulham,1-1,2.28,3.18,3.53,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Manchester Utd,1-4,4.66,4.16,1.72,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Arsenal,1-0,1.53,4.77,5.73,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Southampton,3-3,1.58,4.54,5.44,2020-2021_full.csv
2020/2021,Unknown,Everton vs Liverpool,2-2,4.19,4.24,1.78,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Liverpool,7-2,6.78,4.94,1.45,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Tottenham,1-6,2.07,3.66,3.54,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs Sheffield Utd,2-1,1.49,4.4,7.12,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Fulham,1-0,1.79,3.51,5.15,2020-2021_full.csv
2020/2021,Unknown,Leicester vs West Ham,0-3,1.82,3.97,4.29,2020-2021_full.csv
2020/2021,Unknown,Southampton vs West Brom,2-0,1.87,3.79,4.19,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Burnley,3-1,2.4,3.28,3.14,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Manchester City,1-1,8.58,6.77,1.29,2020-2021_full.csv
2020/2021,Unknown,Everton vs Brighton,4-2,1.79,3.79,4.67,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Crystal Palace,4-0,1.52,4.35,6.55,2020-2021_full.csv
2020/2021,Unknown,Liverpool vs Arsenal,3-1,1.49,5.09,5.88,2020-2021_full.csv
2020/2021,Unknown,Fulham vs Aston Villa,0-3,3.04,3.4,2.4,2020-2021_full.csv
2020/2021,Unknown,West Ham vs Wolves,4-0,3.38,3.3,2.28,2020-2021_full.csv
2020/2021,Unknown,Manchester City vs Leicester,2-5,1.31,5.91,9.42,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Newcastle,1-1,1.42,4.89,7.8,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Leeds,0-1,2.94,3.39,2.48,2020-2021_full.csv
2020/2021,Unknown,Burnley vs Southampton,0-1,3.25,3.42,2.28,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Chelsea,3-3,6.71,4.85,1.46,2020-2021_full.csv
2020/2021,Unknown,Crystal Palace vs Everton,1-2,3.53,3.34,2.19,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Manchester Utd,2-3,5.38,4.2,1.63,2020-2021_full.csv
2020/2021,Unknown,Wolves vs Manchester City,1-3,7.0,4.57,1.48,2020-2021_full.csv
2020/2021,Unknown,Aston Villa vs Sheffield Utd,1-0,2.47,3.18,3.14,2020-2021_full.csv
2020/2021,Unknown,Leicester vs Burnley,4-2,1.55,4.25,6.3,2020-2021_full.csv
2020/2021,Unknown,Chelsea vs Liverpool,0-2,3.41,3.88,2.05,2020-2021_full.csv
2020/2021,Unknown,Newcastle vs Brighton,0-3,2.62,3.21,2.87,2020-2021_full.csv
2020/2021,Unknown,Southampton vs Tottenham,2-5,3.37,3.39,2.24,2020-2021_full.csv
2020/2021,Unknown,Arsenal vs West Ham,2-1,1.51,4.49,6.59,2020-2021_full.csv
2020/2021,Unknown,Manchester Utd vs Crystal Palace,1-3,1.37,5.13,8.67,2020-2021_full.csv
2020/2021,Unknown,Leeds vs Fulham,4-3,1.72,3.83,5.1,2020-2021_full.csv
2020/2021,Unknown,Everton vs West Brom,5-2,1.58,4.09,6.16,2020-2021_full.csv
2020/2021,Unknown,Brighton vs Chelsea,1-3,5.96,4.39,1.55,2020-2021_full.csv
2020/2021,Unknown,Sheffield Utd vs Wolves,0-2,3.25,2.88,2.6,2020-2021_full.csv
2020/2021,Unknown,Tottenham vs Everton,0-1,2.07,3.41,3.79,2020-2021_full.csv
2020/2021,Unknown,West Brom vs Leicester,0-3,3.36,3.36,2.26,2020-2021_full.csv
