season,date,match_name,result,h_odd,d_odd,a_odd
2024/2025,Unknown,Southampton vs Bournemouth,1-3,503.0,368.0,-196.0
2024/2025,Unknown,West Ham vs Brentford,0-1,138.0,265.0,188.0
2024/2025,Unknown,Leicester vs Arsenal,0-2,901.0,438.0,-312.0
2024/2025,Unknown,Brighton vs Chelsea,3-0,194.0,267.0,134.0
2024/2025,Unknown,Everton vs Liverpool,2-2,645.0,351.0,-217.0
2024/2025,Unknown,Chelsea vs West Ham,2-1,-357.0,533.0,846.0
2024/2025,Unknown,Arsenal vs Manchester City,5-1,-111.0,296.0,280.0
2024/2025,Unknown,Brentford vs Tottenham,0-2,100.0,312.0,235.0
2024/2025,Unknown,Manchester Utd vs Crystal Palace,0-2,-128.0,265.0,376.0
2024/2025,Unknown,Wolves vs Aston Villa,2-0,215.0,244.0,131.0
2024/2025,Unknown,Bournemouth vs Liverpool,0-2,351.0,321.0,-141.0
2024/2025,Unknown,Everton vs Leicester,4-0,-106.0,235.0,334.0
2024/2025,Unknown,Ipswich vs Southampton,1-2,-110.0,265.0,304.0
2024/2025,Unknown,Newcastle vs Fulham,1-2,-137.0,286.0,382.0
2024/2025,Unknown,Nottingham vs Brighton,7-0,163.0,240.0,171.0
2024/2025,Unknown,Fulham vs Manchester Utd,0-1,139.0,243.0,199.0
2024/2025,Unknown,Aston Villa vs West Ham,1-1,-213.0,376.0,548.0
2024/2025,Unknown,Crystal Palace vs Brentford,1-2,-103.0,276.0,267.0
2024/2025,Unknown,Tottenham vs Leicester,1-2,-200.0,388.0,462.0
2024/2025,Unknown,Manchester City vs Chelsea,3-1,135.0,277.0,184.0
2024/2025,Unknown,Bournemouth vs Nottingham,5-0,-102.0,264.0,279.0
2024/2025,Unknown,Brighton vs Everton,0-1,-143.0,273.0,434.0
2024/2025,Unknown,Liverpool vs Ipswich,4-1,-1000.0,1030.0,2060.0
2024/2025,Unknown,Southampton vs Newcastle,1-3,549.0,393.0,-217.0
2024/2025,Unknown,Wolves vs Arsenal,0-1,486.0,305.0,-167.0
2024/2025,Unknown,Chelsea vs Wolves,3-1,-233.0,413.0,560.0
2024/2025,Unknown,Ipswich vs Manchester City,0-6,677.0,425.0,-263.0
2024/2025,Unknown,Everton vs Tottenham,3-2,156.0,240.0,177.0
2024/2025,Unknown,Manchester Utd vs Brighton,1-3,131.0,240.0,219.0
2024/2025,Unknown,Nottingham vs Southampton,3-2,-256.0,391.0,714.0
2024/2025,Unknown,Arsenal vs Aston Villa,2-2,-179.0,316.0,509.0
2024/2025,Unknown,Brentford vs Liverpool,0-2,505.0,399.0,-208.0
2024/2025,Unknown,Leicester vs Fulham,0-2,351.0,273.0,-125.0
2024/2025,Unknown,West Ham vs Crystal Palace,0-2,177.0,225.0,165.0
2024/2025,Unknown,Newcastle vs Bournemouth,1-4,-156.0,322.0,407.0
2024/2025,Unknown,Manchester Utd vs Southampton,3-1,-370.0,496.0,981.0
2024/2025,Unknown,Ipswich vs Brighton,0-2,282.0,266.0,-104.0
2024/2025,Unknown,Arsenal vs Tottenham,2-1,-263.0,432.0,658.0
2024/2025,Unknown,Everton vs Aston Villa,0-1,247.0,211.0,129.0
2024/2025,Unknown,Leicester vs Crystal Palace,0-2,293.0,261.0,-105.0
2024/2025,Unknown,Newcastle vs Wolves,3-0,-270.0,426.0,682.0
2024/2025,Unknown,Nottingham vs Liverpool,1-1,438.0,320.0,-164.0
2024/2025,Unknown,Brentford vs Manchester City,2-2,416.0,344.0,-167.0
2024/2025,Unknown,Chelsea vs Bournemouth,2-2,-192.0,378.0,455.0
2024/2025,Unknown,West Ham vs Fulham,3-2,208.0,229.0,141.0
2024/2025,Unknown,Wolves vs Nottingham,0-3,288.0,248.0,100.0
2024/2025,Unknown,Liverpool vs Manchester Utd,2-2,-278.0,446.0,696.0
2024/2025,Unknown,Fulham vs Ipswich,2-2,-182.0,318.0,505.0
2024/2025,Unknown,Brighton vs Arsenal,1-1,379.0,259.0,-125.0
2024/2025,Unknown,Aston Villa vs Leicester,2-1,-303.0,463.0,755.0
2024/2025,Unknown,Bournemouth vs Everton,1-0,-145.0,287.0,412.0
2024/2025,Unknown,Crystal Palace vs Chelsea,1-1,257.0,286.0,-102.0
2024/2025,Unknown,Manchester City vs West Ham,4-1,-417.0,604.0,938.0
2024/2025,Unknown,Southampton vs Brentford,0-5,234.0,259.0,114.0
2024/2025,Unknown,Tottenham vs Newcastle,1-2,282.0,354.0,-128.0
2024/2025,Unknown,Brentford vs Arsenal,1-3,484.0,344.0,-185.0
2024/2025,Unknown,Manchester Utd vs Newcastle,0-2,173.0,254.0,152.0
2024/2025,Unknown,Aston Villa vs Brighton,2-2,-115.0,275.0,311.0
2024/2025,Unknown,Ipswich vs Chelsea,2-0,644.0,422.0,-256.0
2024/2025,Unknown,West Ham vs Liverpool,0-5,644.0,434.0,-263.0
2024/2025,Unknown,Crystal Palace vs Southampton,2-1,-192.0,337.0,524.0
2024/2025,Unknown,Everton vs Nottingham,0-2,169.0,208.0,190.0
2024/2025,Unknown,Fulham vs Bournemouth,2-2,129.0,243.0,219.0
2024/2025,Unknown,Tottenham vs Wolves,2-2,-152.0,351.0,358.0
2024/2025,Unknown,Leicester vs Manchester City,0-2,864.0,540.0,-370.0
2024/2025,Unknown,Arsenal vs Ipswich,1-0,-714.0,782.0,1777.0
2024/2025,Unknown,Brighton vs Brentford,0-0,-161.0,350.0,387.0
2024/2025,Unknown,Liverpool vs Leicester,3-1,-1250.0,1176.0,2660.0
2024/2025,Unknown,Wolves vs Manchester Utd,2-0,334.0,283.0,-122.0
2024/2025,Unknown,Bournemouth vs Crystal Palace,0-0,108.0,264.0,246.0
2024/2025,Unknown,Chelsea vs Fulham,1-2,-213.0,395.0,526.0
2024/2025,Unknown,Newcastle vs Aston Villa,3-0,-106.0,278.0,281.0
2024/2025,Unknown,Nottingham vs Tottenham,1-0,116.0,292.0,206.0
2024/2025,Unknown,Southampton vs West Ham,0-1,210.0,252.0,129.0
2024/2025,Unknown,Manchester City vs Everton,1-1,-294.0,443.0,775.0
2024/2025,Unknown,Tottenham vs Liverpool,3-6,372.0,357.0,-156.0
2024/2025,Unknown,Everton vs Chelsea,0-0,382.0,313.0,-147.0
2024/2025,Unknown,Fulham vs Southampton,0-0,-161.0,315.0,446.0
2024/2025,Unknown,Leicester vs Wolves,0-3,191.0,244.0,144.0
2024/2025,Unknown,Manchester Utd vs Bournemouth,0-3,-118.0,275.0,320.0
2024/2025,Unknown,Crystal Palace vs Arsenal,1-5,616.0,342.0,-208.0
2024/2025,Unknown,Brentford vs Nottingham,0-2,149.0,258.0,175.0
2024/2025,Unknown,Ipswich vs Newcastle,0-4,368.0,303.0,-139.0
2024/2025,Unknown,West Ham vs Brighton,1-1,175.0,262.0,147.0
2024/2025,Unknown,Aston Villa vs Manchester City,2-1,220.0,263.0,119.0
2024/2025,Unknown,Bournemouth vs West Ham,1-1,-135.0,317.0,338.0
2024/2025,Unknown,Chelsea vs Brentford,2-1,-286.0,482.0,662.0
2024/2025,Unknown,Southampton vs Tottenham,0-5,296.0,343.0,-130.0
2024/2025,Unknown,Manchester City vs Manchester Utd,1-2,-192.0,384.0,458.0
2024/2025,Unknown,Brighton vs Crystal Palace,1-3,-111.0,268.0,304.0
2024/2025,Unknown,Nottingham vs Aston Villa,2-1,171.0,220.0,175.0
2024/2025,Unknown,Arsenal vs Everton,0-0,-435.0,545.0,1180.0
2024/2025,Unknown,Liverpool vs Fulham,2-2,-357.0,513.0,866.0
2024/2025,Unknown,Newcastle vs Leicester,4-0,-345.0,519.0,841.0
2024/2025,Unknown,Wolves vs Ipswich,1-2,-103.0,264.0,279.0
2024/2025,Unknown,West Ham vs Wolves,2-1,-122.0,289.0,322.0
2024/2025,Unknown,Tottenham vs Chelsea,3-4,190.0,299.0,123.0
2024/2025,Unknown,Fulham vs Arsenal,1-1,428.0,324.0,-161.0
2024/2025,Unknown,Ipswich vs Bournemouth,1-2,278.0,282.0,-108.0
2024/2025,Unknown,Leicester vs Brighton,2-2,387.0,321.0,-149.0
2024/2025,Unknown,Manchester Utd vs Nottingham,2-3,-147.0,295.0,409.0
2024/2025,Unknown,Aston Villa vs Southampton,1-0,-312.0,463.0,815.0
2024/2025,Unknown,Brentford vs Newcastle,4-2,194.0,270.0,131.0
2024/2025,Unknown,Crystal Palace vs Manchester City,2-2,363.0,301.0,-137.0
2024/2025,Unknown,Bournemouth vs Tottenham,1-0,117.0,293.0,202.0
2024/2025,Unknown,Fulham vs Brighton,3-1,158.0,258.0,167.0
2024/2025,Unknown,Arsenal vs Manchester Utd,2-0,-222.0,380.0,576.0
2024/2025,Unknown,Aston Villa vs Brentford,3-1,-147.0,309.0,387.0
2024/2025,Unknown,Everton vs Wolves,4-0,110.0,234.0,269.0
2024/2025,Unknown,Manchester City vs Nottingham,3-0,-312.0,461.0,822.0
2024/2025,Unknown,Newcastle vs Liverpool,3-3,261.0,277.0,-101.0
2024/2025,Unknown,Southampton vs Chelsea,1-5,764.0,478.0,-312.0
2024/2025,Unknown,Leicester vs West Ham,3-1,198.0,248.0,138.0
2024/2025,Unknown,Ipswich vs Crystal Palace,0-1,225.0,237.0,127.0
2024/2025,Unknown,Liverpool vs Manchester City,2-0,104.0,278.0,246.0
2024/2025,Unknown,Chelsea vs Aston Villa,3-0,-141.0,305.0,366.0
2024/2025,Unknown,Manchester Utd vs Everton,4-0,-167.0,303.0,473.0
2024/2025,Unknown,Tottenham vs Fulham,1-1,-106.0,308.0,252.0
2024/2025,Unknown,West Ham vs Arsenal,2-5,631.0,376.0,-233.0
2024/2025,Unknown,Brentford vs Leicester,4-1,-164.0,334.0,419.0
2024/2025,Unknown,Crystal Palace vs Newcastle,1-1,223.0,248.0,123.0
2024/2025,Unknown,Nottingham vs Ipswich,1-0,-141.0,297.0,384.0
2024/2025,Unknown,Wolves vs Bournemouth,2-4,169.0,248.0,161.0
2024/2025,Unknown,Brighton vs Southampton,1-1,-263.0,441.0,635.0
2024/2025,Unknown,Newcastle vs West Ham,0-2,-213.0,380.0,538.0
2024/2025,Unknown,Ipswich vs Manchester Utd,1-1,403.0,309.0,-152.0
2024/2025,Unknown,Southampton vs Liverpool,2-3,798.0,468.0,-312.0
2024/2025,Unknown,Manchester City vs Tottenham,0-4,-244.0,430.0,584.0
2024/2025,Unknown,Arsenal vs Nottingham,3-0,-250.0,374.0,735.0
2024/2025,Unknown,Aston Villa vs Crystal Palace,2-2,-137.0,282.0,392.0
2024/2025,Unknown,Bournemouth vs Brighton,1-2,144.0,254.0,185.0
2024/2025,Unknown,Everton vs Brentford,0-0,136.0,238.0,211.0
2024/2025,Unknown,Fulham vs Wolves,1-4,-182.0,343.0,483.0
2024/2025,Unknown,Leicester vs Chelsea,1-2,596.0,384.0,-227.0
2024/2025,Unknown,Chelsea vs Arsenal,1-1,200.0,240.0,140.0
2024/2025,Unknown,Manchester Utd vs Leicester,3-0,-312.0,467.0,780.0
2024/2025,Unknown,Nottingham vs Newcastle,1-3,175.0,231.0,165.0
2024/2025,Unknown,Tottenham vs Ipswich,1-2,-385.0,562.0,927.0
2024/2025,Unknown,Liverpool vs Aston Villa,2-0,-213.0,376.0,534.0
2024/2025,Unknown,Brighton vs Manchester City,2-1,311.0,313.0,-127.0
2024/2025,Unknown,Brentford vs Bournemouth,3-2,159.0,256.0,165.0
2024/2025,Unknown,Crystal Palace vs Fulham,0-2,231.0,231.0,125.0
2024/2025,Unknown,West Ham vs Everton,0-0,116.0,239.0,250.0
2024/2025,Unknown,Wolves vs Southampton,2-0,-106.0,276.0,283.0
2024/2025,Unknown,Fulham vs Brentford,2-1,100.0,274.0,259.0
2024/2025,Unknown,Manchester Utd vs Chelsea,1-1,164.0,259.0,159.0
2024/2025,Unknown,Tottenham vs Aston Villa,4-1,-106.0,301.0,257.0
2024/2025,Unknown,Wolves vs Crystal Palace,2-2,143.0,235.0,199.0
2024/2025,Unknown,Bournemouth vs Manchester City,2-1,480.0,344.0,-182.0
2024/2025,Unknown,Ipswich vs Leicester,1-1,135.0,260.0,194.0
2024/2025,Unknown,Liverpool vs Brighton,2-1,-270.0,447.0,648.0
2024/2025,Unknown,Nottingham vs West Ham,3-0,104.0,248.0,274.0
2024/2025,Unknown,Southampton vs Everton,1-0,169.0,229.0,171.0
2024/2025,Unknown,Newcastle vs Arsenal,1-0,297.0,260.0,-105.0
2024/2025,Unknown,Arsenal vs Liverpool,2-2,125.0,238.0,229.0
2024/2025,Unknown,Chelsea vs Newcastle,2-1,-128.0,313.0,315.0
2024/2025,Unknown,Crystal Palace vs Tottenham,1-0,269.0,296.0,-109.0
2024/2025,Unknown,West Ham vs Manchester Utd,2-1,229.0,269.0,114.0
2024/2025,Unknown,Everton vs Fulham,1-1,174.0,238.0,162.0
2024/2025,Unknown,Aston Villa vs Bournemouth,1-1,-123.0,289.0,328.0
2024/2025,Unknown,Brentford vs Ipswich,4-3,-154.0,315.0,398.0
2024/2025,Unknown,Brighton vs Wolves,2-2,-175.0,338.0,459.0
2024/2025,Unknown,Manchester City vs Southampton,1-0,-833.0,901.0,1945.0
2024/2025,Unknown,Leicester vs Nottingham,1-3,195.0,236.0,144.0
2024/2025,Unknown,Nottingham vs Crystal Palace,1-0,134.0,225.0,222.0
2024/2025,Unknown,Liverpool vs Chelsea,2-1,-149.0,343.0,358.0
2024/2025,Unknown,Wolves vs Manchester City,1-2,717.0,442.0,-286.0
2024/2025,Unknown,Bournemouth vs Arsenal,2-0,388.0,274.0,-133.0
2024/2025,Unknown,Fulham vs Aston Villa,1-3,149.0,242.0,186.0
2024/2025,Unknown,Ipswich vs Everton,0-2,137.0,245.0,200.0
2024/2025,Unknown,Manchester Utd vs Brentford,2-1,-147.0,325.0,376.0
2024/2025,Unknown,Newcastle vs Brighton,0-1,-135.0,305.0,350.0
2024/2025,Unknown,Southampton vs Leicester,2-3,119.0,254.0,227.0
2024/2025,Unknown,Tottenham vs West Ham,4-1,-222.0,418.0,511.0
2024/2025,Unknown,Brighton vs Tottenham,3-2,188.0,291.0,125.0
2024/2025,Unknown,Aston Villa vs Manchester Utd,0-0,118.0,287.0,204.0
2024/2025,Unknown,Chelsea vs Nottingham,1-1,-204.0,358.0,533.0
2024/2025,Unknown,Everton vs Newcastle,0-0,268.0,272.0,-102.0
2024/2025,Unknown,Arsenal vs Southampton,3-1,-556.0,687.0,1351.0
2024/2025,Unknown,Brentford vs Wolves,5-3,104.0,260.0,257.0
2024/2025,Unknown,Leicester vs Bournemouth,1-0,246.0,282.0,102.0
2024/2025,Unknown,Manchester City vs Fulham,3-2,-385.0,536.0,973.0
2024/2025,Unknown,West Ham vs Ipswich,4-1,-112.0,278.0,298.0
2024/2025,Unknown,Crystal Palace vs Liverpool,0-1,400.0,309.0,-149.0
2024/2025,Unknown,Bournemouth vs Southampton,3-1,-196.0,351.0,512.0
2024/2025,Unknown,Manchester Utd vs Tottenham,0-3,108.0,286.0,223.0
2024/2025,Unknown,Ipswich vs Aston Villa,2-2,264.0,258.0,104.0
2024/2025,Unknown,Wolves vs Liverpool,1-2,757.0,482.0,-312.0
2024/2025,Unknown,Arsenal vs Leicester,4-2,-500.0,601.0,1427.0
2024/2025,Unknown,Brentford vs West Ham,1-1,122.0,254.0,220.0
2024/2025,Unknown,Chelsea vs Brighton,4-2,-132.0,317.0,324.0
2024/2025,Unknown,Everton vs Crystal Palace,2-1,174.0,234.0,164.0
2024/2025,Unknown,Nottingham vs Fulham,0-1,154.0,215.0,199.0
2024/2025,Unknown,Newcastle vs Manchester City,1-1,391.0,317.0,-152.0
2024/2025,Unknown,Manchester City vs Arsenal,2-2,-130.0,259.0,393.0
2024/2025,Unknown,Brighton vs Nottingham,2-2,-119.0,275.0,330.0
2024/2025,Unknown,Crystal Palace vs Manchester Utd,0-0,184.0,260.0,142.0
2024/2025,Unknown,Aston Villa vs Wolves,3-1,-161.0,324.0,426.0
2024/2025,Unknown,Fulham vs Newcastle,3-1,190.0,249.0,142.0
2024/2025,Unknown,Leicester vs Everton,1-1,112.0,249.0,252.0
2024/2025,Unknown,Liverpool vs Bournemouth,3-0,-400.0,566.0,928.0
2024/2025,Unknown,Southampton vs Ipswich,1-1,143.0,242.0,193.0
2024/2025,Unknown,Tottenham vs Brentford,3-1,-213.0,400.0,516.0
2024/2025,Unknown,West Ham vs Chelsea,0-3,250.0,291.0,-101.0
2024/2025,Unknown,Wolves vs Newcastle,1-2,258.0,265.0,102.0
2024/2025,Unknown,Tottenham vs Arsenal,0-1,177.0,247.0,152.0
2024/2025,Unknown,Bournemouth vs Chelsea,0-1,208.0,277.0,119.0
2024/2025,Unknown,Aston Villa vs Everton,3-2,-149.0,293.0,424.0
2024/2025,Unknown,Brighton vs Ipswich,0-0,-213.0,368.0,550.0
2024/2025,Unknown,Crystal Palace vs Leicester,2-2,-152.0,296.0,422.0
2024/2025,Unknown,Fulham vs West Ham,1-1,131.0,238.0,213.0
2024/2025,Unknown,Liverpool vs Nottingham,0-1,-435.0,564.0,1069.0
2024/2025,Unknown,Manchester City vs Brentford,2-1,-526.0,662.0,1271.0
2024/2025,Unknown,Southampton vs Manchester Utd,0-3,316.0,305.0,-125.0
2024/2025,Unknown,Manchester Utd vs Liverpool,0-3,254.0,305.0,-106.0
2024/2025,Unknown,Chelsea vs Crystal Palace,1-1,-156.0,330.0,396.0
2024/2025,Unknown,Newcastle vs Tottenham,2-1,148.0,288.0,160.0
2024/2025,Unknown,West Ham vs Manchester City,1-3,644.0,415.0,-250.0
2024/2025,Unknown,Brentford vs Southampton,3-1,-125.0,286.0,340.0
2024/2025,Unknown,Everton vs Bournemouth,2-3,197.0,245.0,141.0
2024/2025,Unknown,Ipswich vs Fulham,1-1,202.0,240.0,140.0
2024/2025,Unknown,Leicester vs Aston Villa,1-2,298.0,274.0,-111.0
2024/2025,Unknown,Nottingham vs Wolves,1-1,100.0,261.0,272.0
2024/2025,Unknown,Arsenal vs Brighton,1-1,-270.0,433.0,688.0
2024/2025,Unknown,Liverpool vs Brentford,2-0,-455.0,618.0,1085.0
2024/2025,Unknown,Bournemouth vs Newcastle,1-1,158.0,264.0,162.0
2024/2025,Unknown,Wolves vs Chelsea,2-6,287.0,288.0,-111.0
2024/2025,Unknown,Aston Villa vs Arsenal,0-2,363.0,301.0,-137.0
2024/2025,Unknown,Crystal Palace vs West Ham,0-2,-105.0,282.0,274.0
2024/2025,Unknown,Fulham vs Leicester,2-1,-114.0,272.0,311.0
2024/2025,Unknown,Manchester City vs Ipswich,4-1,-1111.0,986.0,2612.0
2024/2025,Unknown,Southampton vs Nottingham,0-1,133.0,250.0,202.0
2024/2025,Unknown,Tottenham vs Everton,4-0,-278.0,438.0,685.0
2024/2025,Unknown,Brighton vs Manchester Utd,2-1,139.0,274.0,179.0
2024/2025,Unknown,Leicester vs Tottenham,1-1,355.0,322.0,-143.0
2024/2025,Unknown,Chelsea vs Manchester City,0-2,266.0,284.0,-103.0
2024/2025,Unknown,Brentford vs Crystal Palace,2-1,185.0,227.0,160.0
2024/2025,Unknown,West Ham vs Aston Villa,1-2,145.0,252.0,183.0
2024/2025,Unknown,Arsenal vs Wolves,2-0,-667.0,749.0,1684.0
2024/2025,Unknown,Everton vs Brighton,0-3,202.0,240.0,137.0
2024/2025,Unknown,Newcastle vs Southampton,1-0,-256.0,430.0,634.0
2024/2025,Unknown,Nottingham vs Bournemouth,1-1,125.0,244.0,221.0
2024/2025,Unknown,Ipswich vs Liverpool,0-2,683.0,476.0,-286.0
2024/2025,Unknown,Manchester Utd vs Fulham,1-0,-152.0,319.0,399.0
