season,date,match_name,result,h_odd,d_odd,a_odd
2021/2022,Unknown,Southampton vs Crystal Palace,1-2,2.47,3.17,3.15
2021/2022,Unknown,Watford vs Burnley,1-2,2.64,3.22,2.87
2021/2022,Unknown,Wolves vs Brighton,0-3,2.75,3.01,2.94
2021/2022,Unknown,Newcastle vs Liverpool,0-1,6.56,4.37,1.53
2021/2022,Unknown,Manchester Utd vs Chelsea,1-1,3.51,3.65,2.08
2021/2022,Unknown,Crystal Palace vs Leeds,0-0,2.43,3.46,2.97
2021/2022,Unknown,Liverpool vs Everton,2-0,1.19,7.4,15.13
2021/2022,Unknown,Brighton vs Southampton,2-2,2.09,3.39,3.77
2021/2022,Unknown,Burnley vs Wolves,1-0,2.53,3.15,3.06
2021/2022,Unknown,Chelsea vs West Ham,1-0,1.42,4.82,8.0
2021/2022,Unknown,Brentford vs Tottenham,0-0,4.86,3.96,1.72
2021/2022,Unknown,Leicester vs Aston Villa,0-0,2.94,3.4,2.48
2021/2022,Unknown,Manchester City vs Watford,5-1,1.11,10.29,26.28
2021/2022,Unknown,Norwich vs Newcastle,0-3,3.47,3.32,2.22
2021/2022,Unknown,Arsenal vs Manchester Utd,3-1,2.05,3.64,3.61
2021/2022,Unknown,Burnley vs Southampton,2-0,2.63,3.35,2.77
2021/2022,Unknown,Manchester City vs Brighton,3-0,1.23,6.47,14.21
2021/2022,Unknown,Chelsea vs Arsenal,2-4,1.93,3.48,4.33
2021/2022,Unknown,Everton vs Leicester,1-1,2.58,3.3,2.87
2021/2022,Unknown,Newcastle vs Crystal Palace,1-0,2.28,3.22,3.45
2021/2022,Unknown,Liverpool vs Manchester Utd,4-0,1.34,5.71,8.73
2021/2022,Unknown,Newcastle vs Leicester,2-1,2.05,3.53,3.73
2021/2022,Unknown,West Ham vs Burnley,1-1,1.79,3.75,4.72
2021/2022,Unknown,Manchester Utd vs Norwich,3-2,1.28,6.31,10.45
2021/2022,Unknown,Southampton vs Arsenal,1-0,4.01,3.73,1.92
2021/2022,Unknown,Watford vs Brentford,1-2,2.95,3.33,2.5
2021/2022,Unknown,Tottenham vs Brighton,0-1,1.51,4.47,6.48
2021/2022,Unknown,Manchester City vs Liverpool,2-2,1.98,3.77,3.75
2021/2022,Unknown,Brentford vs West Ham,2-0,2.72,3.3,2.72
2021/2022,Unknown,Leicester vs Crystal Palace,2-1,2.49,3.28,2.99
2021/2022,Unknown,Norwich vs Burnley,2-0,3.1,3.4,2.37
2021/2022,Unknown,Aston Villa vs Tottenham,0-4,3.36,3.49,2.2
2021/2022,Unknown,Arsenal vs Brighton,1-2,1.64,3.77,5.99
2021/2022,Unknown,Southampton vs Chelsea,0-6,3.83,3.59,2.0
2021/2022,Unknown,Watford vs Leeds,0-3,2.81,3.44,2.55
2021/2022,Unknown,Everton vs Manchester Utd,1-0,4.04,3.79,1.9
2021/2022,Unknown,Newcastle vs Wolves,1-0,2.01,3.27,4.25
2021/2022,Unknown,Burnley vs Everton,3-2,2.56,3.1,3.06
2021/2022,Unknown,Crystal Palace vs Arsenal,3-0,4.08,3.41,2.0
2021/2022,Unknown,Tottenham vs Newcastle,5-1,1.55,4.25,6.24
2021/2022,Unknown,West Ham vs Everton,2-1,1.79,3.76,4.69
2021/2022,Unknown,Manchester Utd vs Leicester,1-1,1.57,4.41,5.59
2021/2022,Unknown,Brighton vs Norwich,0-0,1.5,4.27,7.37
2021/2022,Unknown,Burnley vs Manchester City,0-2,17.2,6.99,1.2
2021/2022,Unknown,Chelsea vs Brentford,1-4,1.4,4.69,9.09
2021/2022,Unknown,Leeds vs Southampton,1-1,2.45,3.61,2.82
2021/2022,Unknown,Wolves vs Aston Villa,2-1,3.07,3.08,2.58
2021/2022,Unknown,Liverpool vs Watford,2-0,1.16,8.55,17.56
2021/2022,Unknown,Tottenham vs West Ham,3-1,1.71,3.85,5.14
2021/2022,Unknown,Leicester vs Brentford,2-1,2.13,3.39,3.62
2021/2022,Unknown,Aston Villa vs Arsenal,0-1,2.98,3.39,2.45
2021/2022,Unknown,Wolves vs Leeds,2-3,2.22,3.38,3.43
2021/2022,Unknown,Everton vs Newcastle,1-0,2.43,3.23,3.16
2021/2022,Unknown,Arsenal vs Liverpool,0-2,3.61,3.64,2.05
2021/2022,Unknown,Brighton vs Tottenham,0-2,3.67,3.39,2.12
2021/2022,Unknown,Crystal Palace vs Manchester City,0-0,9.86,5.45,1.33
2021/2022,Unknown,Arsenal vs Leicester,2-0,1.42,4.93,7.58
2021/2022,Unknown,Chelsea vs Newcastle,1-0,1.41,4.82,8.28
2021/2022,Unknown,Everton vs Wolves,0-1,2.27,3.13,3.57
2021/2022,Unknown,Leeds vs Norwich,2-1,1.63,4.18,5.35
2021/2022,Unknown,Southampton vs Watford,1-2,1.66,4.08,5.28
2021/2022,Unknown,West Ham vs Aston Villa,2-1,2.5,3.29,2.98
2021/2022,Unknown,Manchester Utd vs Tottenham,3-2,2.31,3.53,3.1
2021/2022,Unknown,Brentford vs Burnley,2-0,2.12,3.3,3.76
2021/2022,Unknown,Brighton vs Liverpool,0-2,6.89,4.65,1.47
2021/2022,Unknown,Leeds vs Aston Villa,0-3,2.86,3.57,2.44
2021/2022,Unknown,Norwich vs Chelsea,1-3,9.63,4.94,1.36
2021/2022,Unknown,Southampton vs Newcastle,1-2,1.95,3.56,4.06
2021/2022,Unknown,Wolves vs Watford,4-0,1.92,3.43,4.39
2021/2022,Unknown,Tottenham vs Everton,5-0,1.72,3.92,4.99
2021/2022,Unknown,Manchester City vs Manchester Utd,4-1,1.4,5.06,8.01
2021/2022,Unknown,Watford vs Arsenal,2-3,6.61,4.29,1.53
2021/2022,Unknown,Liverpool vs West Ham,1-0,1.25,6.72,11.51
2021/2022,Unknown,Aston Villa vs Southampton,4-0,2.22,3.57,3.23
2021/2022,Unknown,Burnley vs Chelsea,0-4,7.48,4.07,1.51
2021/2022,Unknown,Newcastle vs Brighton,2-1,2.65,3.13,2.92
2021/2022,Unknown,Norwich vs Brentford,1-3,3.12,3.17,2.46
2021/2022,Unknown,Wolves vs Crystal Palace,0-2,2.36,3.04,3.48
2021/2022,Unknown,Leicester vs Leeds,1-0,2.03,3.8,3.57
2021/2022,Unknown,Burnley vs Leicester,0-2,2.92,3.31,2.54
2021/2022,Unknown,West Ham vs Wolves,1-0,1.93,3.33,4.54
2021/2022,Unknown,Everton vs Manchester City,0-1,12.77,6.33,1.25
2021/2022,Unknown,Brighton vs Aston Villa,0-2,2.21,3.28,3.53
2021/2022,Unknown,Brentford vs Newcastle,0-2,2.36,3.11,3.4
2021/2022,Unknown,Crystal Palace vs Burnley,1-1,1.91,3.34,4.6
2021/2022,Unknown,Manchester Utd vs Watford,0-0,1.38,5.07,8.47
2021/2022,Unknown,Leeds vs Tottenham,0-4,3.77,3.81,1.96
2021/2022,Unknown,Southampton vs Norwich,2-0,1.5,4.53,6.68
2021/2022,Unknown,Arsenal vs Wolves,2-1,1.67,3.71,5.83
2021/2022,Unknown,Liverpool vs Leeds,6-0,1.18,8.24,14.98
2021/2022,Unknown,Burnley vs Tottenham,1-0,4.62,3.6,1.84
2021/2022,Unknown,Watford vs Crystal Palace,1-4,2.95,3.13,2.64
2021/2022,Unknown,Wolves vs Leicester,2-1,2.21,3.27,3.57
2021/2022,Unknown,Leeds vs Manchester Utd,2-4,4.85,4.16,1.7
2021/2022,Unknown,Manchester City vs Tottenham,2-3,1.27,6.18,10.94
2021/2022,Unknown,Arsenal vs Brentford,2-1,1.55,3.94,7.25
2021/2022,Unknown,Aston Villa vs Watford,0-1,1.65,3.94,5.64
2021/2022,Unknown,Brighton vs Burnley,0-3,1.64,3.75,6.18
2021/2022,Unknown,Crystal Palace vs Chelsea,0-1,5.58,3.73,1.69
2021/2022,Unknown,Liverpool vs Norwich,3-1,1.13,9.45,22.05
2021/2022,Unknown,Southampton vs Everton,2-0,2.07,3.58,3.61
2021/2022,Unknown,West Ham vs Newcastle,1-1,1.66,4.0,5.37
2021/2022,Unknown,Manchester Utd vs Brighton,2-0,1.85,3.58,4.57
2021/2022,Unknown,Leicester vs West Ham,2-2,2.88,3.5,2.47
2021/2022,Unknown,Burnley vs Liverpool,0-1,13.23,6.86,1.22
2021/2022,Unknown,Newcastle vs Aston Villa,1-0,2.78,3.41,2.59
2021/2022,Unknown,Tottenham vs Wolves,0-2,1.7,3.71,5.55
2021/2022,Unknown,Norwich vs Manchester City,0-4,16.36,7.4,1.19
2021/2022,Unknown,Brentford vs Crystal Palace,0-0,2.94,3.07,2.69
2021/2022,Unknown,Everton vs Leeds,3-0,2.48,3.59,2.8
2021/2022,Unknown,Watford vs Brighton,0-2,3.78,3.29,2.13
2021/2022,Unknown,Manchester Utd vs Southampton,1-1,1.55,4.49,5.84
2021/2022,Unknown,Liverpool vs Leicester,2-0,1.21,7.42,13.36
2021/2022,Unknown,Wolves vs Arsenal,0-1,3.63,3.22,2.22
2021/2022,Unknown,Aston Villa vs Leeds,3-3,1.92,3.84,3.91
2021/2022,Unknown,Manchester City vs Brentford,2-0,1.09,11.04,31.78
2021/2022,Unknown,Norwich vs Crystal Palace,1-1,3.56,3.26,2.21
2021/2022,Unknown,Tottenham vs Southampton,2-3,1.58,4.2,5.85
2021/2022,Unknown,Burnley vs Manchester Utd,1-1,6.28,4.21,1.55
2021/2022,Unknown,Newcastle vs Everton,3-1,2.52,3.37,2.9
2021/2022,Unknown,West Ham vs Watford,1-0,1.54,4.31,6.42
2021/2022,Unknown,Burnley vs Watford,0-0,2.19,3.29,3.63
2021/2022,Unknown,Chelsea vs Tottenham,2-0,1.74,3.78,5.03
2021/2022,Unknown,Arsenal vs Burnley,0-0,1.3,5.47,11.19
2021/2022,Unknown,Crystal Palace vs Liverpool,1-3,5.91,4.15,1.58
2021/2022,Unknown,Leicester vs Brighton,1-1,2.56,3.44,2.79
2021/2022,Unknown,Southampton vs Manchester City,1-1,10.96,6.04,1.28
2021/2022,Unknown,Brentford vs Wolves,1-2,2.48,3.07,3.21
2021/2022,Unknown,Leeds vs Newcastle,0-1,1.89,3.91,3.94
2021/2022,Unknown,Manchester Utd vs West Ham,1-0,2.08,3.61,3.54
2021/2022,Unknown,Everton vs Aston Villa,0-1,2.72,3.44,2.63
2021/2022,Unknown,Watford vs Norwich,0-3,2.04,3.52,3.76
2021/2022,Unknown,Brentford vs Manchester Utd,1-3,4.56,3.73,1.81
2021/2022,Unknown,Leicester vs Tottenham,2-3,3.21,3.43,2.29
2021/2022,Unknown,Brighton vs Chelsea,1-1,5.58,3.81,1.67
2021/2022,Unknown,Liverpool vs Brentford,3-0,1.27,6.18,11.3
2021/2022,Unknown,West Ham vs Leeds,2-3,1.67,4.25,4.89
2021/2022,Unknown,Aston Villa vs Manchester Utd,2-2,2.56,3.51,2.76
2021/2022,Unknown,Newcastle vs Watford,1-1,1.83,3.78,4.34
2021/2022,Unknown,Norwich vs Everton,2-1,3.43,3.32,2.24
2021/2022,Unknown,Wolves vs Southampton,3-1,2.44,3.08,3.27
2021/2022,Unknown,Manchester City vs Chelsea,1-0,1.63,4.25,5.26
2021/2022,Unknown,Brighton vs Crystal Palace,1-1,2.03,3.4,3.96
2021/2022,Unknown,West Ham vs Norwich,2-0,1.39,5.0,8.14
2021/2022,Unknown,Southampton vs Brentford,4-1,2.18,3.32,3.59
2021/2022,Unknown,Manchester Utd vs Wolves,0-1,1.67,3.8,5.61
2021/2022,Unknown,Chelsea vs Liverpool,2-2,2.62,3.49,2.7
2021/2022,Unknown,Brentford vs Aston Villa,2-1,2.88,3.25,2.58
2021/2022,Unknown,Everton vs Brighton,2-3,2.81,3.13,2.74
2021/2022,Unknown,Leeds vs Burnley,3-1,2.06,3.61,3.61
2021/2022,Unknown,Crystal Palace vs West Ham,2-3,3.45,3.35,2.21
2021/2022,Unknown,Watford vs Tottenham,0-1,5.66,4.12,1.61
2021/2022,Unknown,Arsenal vs Manchester City,1-2,5.24,4.22,1.64
2021/2022,Unknown,Manchester Utd vs Burnley,3-1,1.37,5.06,8.91
2021/2022,Unknown,Brentford vs Manchester City,0-1,16.73,8.52,1.16
2021/2022,Unknown,Chelsea vs Brighton,1-1,1.34,5.04,10.51
2021/2022,Unknown,Leicester vs Liverpool,1-0,9.03,6.2,1.3
2021/2022,Unknown,Crystal Palace vs Norwich,3-0,1.75,3.57,5.36
2021/2022,Unknown,Southampton vs Tottenham,1-1,3.73,3.45,2.09
2021/2022,Unknown,Watford vs West Ham,1-4,3.56,3.73,2.05
2021/2022,Unknown,Newcastle vs Manchester Utd,1-1,6.53,4.71,1.49
2021/2022,Unknown,Brighton vs Brentford,2-0,1.95,3.44,4.29
2021/2022,Unknown,Aston Villa vs Chelsea,1-3,5.19,3.79,1.72
2021/2022,Unknown,Manchester City vs Leicester,6-3,1.13,10.02,18.87
2021/2022,Unknown,Norwich vs Arsenal,0-5,6.55,4.46,1.51
2021/2022,Unknown,Tottenham vs Crystal Palace,3-0,1.71,3.83,5.18
2021/2022,Unknown,West Ham vs Southampton,2-3,1.95,3.7,3.95
2021/2022,Unknown,Tottenham vs Liverpool,2-2,4.89,4.18,1.68
2021/2022,Unknown,Newcastle vs Manchester City,0-4,21.39,9.58,1.13
2021/2022,Unknown,Wolves vs Chelsea,0-0,5.51,3.44,1.77
2021/2022,Unknown,Leeds vs Arsenal,1-4,5.82,4.36,1.57
2021/2022,Unknown,Liverpool vs Newcastle,3-1,1.11,10.64,25.28
2021/2022,Unknown,Chelsea vs Everton,1-1,1.2,6.9,17.92
2021/2022,Unknown,Arsenal vs West Ham,2-0,2.09,3.6,3.57
2021/2022,Unknown,Brighton vs Wolves,0-1,2.08,3.16,4.23
2021/2022,Unknown,Crystal Palace vs Southampton,2-2,2.11,3.4,3.74
2021/2022,Unknown,Manchester City vs Leeds,7-0,1.15,9.22,17.63
2021/2022,Unknown,Norwich vs Aston Villa,0-2,3.74,3.38,2.11
2021/2022,Unknown,Crystal Palace vs Everton,3-1,2.24,3.21,3.54
2021/2022,Unknown,Burnley vs West Ham,0-0,3.46,3.47,2.16
2021/2022,Unknown,Leicester vs Newcastle,4-0,1.73,4.02,4.68
2021/2022,Unknown,Norwich vs Manchester Utd,0-1,7.35,4.92,1.43
2021/2022,Unknown,Arsenal vs Southampton,3-0,1.75,3.94,4.7
2021/2022,Unknown,Chelsea vs Leeds,3-2,1.23,6.79,13.26
2021/2022,Unknown,Liverpool vs Aston Villa,1-0,1.24,6.82,12.1
2021/2022,Unknown,Manchester City vs Wolves,1-0,1.17,7.9,18.86
2021/2022,Unknown,Brentford vs Watford,2-1,2.52,3.35,2.91
2021/2022,Unknown,Everton vs Arsenal,2-1,3.54,3.47,2.15
2021/2022,Unknown,Aston Villa vs Leicester,2-1,2.27,3.45,3.27
2021/2022,Unknown,Leeds vs Brentford,2-2,1.84,3.52,4.78
2021/2022,Unknown,Manchester Utd vs Crystal Palace,1-0,1.52,4.46,6.46
2021/2022,Unknown,Tottenham vs Norwich,3-0,1.45,4.55,7.78
2021/2022,Unknown,Watford vs Manchester City,1-3,13.78,7.26,1.21
2021/2022,Unknown,Newcastle vs Burnley,1-0,2.36,3.45,3.09
2021/2022,Unknown,Southampton vs Brighton,1-1,2.56,3.2,2.99
2021/2022,Unknown,Wolves vs Liverpool,0-1,8.78,5.08,1.38
2021/2022,Unknown,West Ham vs Chelsea,3-2,4.88,3.67,1.79
2021/2022,Unknown,Manchester Utd vs Arsenal,3-2,2.09,3.7,3.46
2021/2022,Unknown,Tottenham vs Brentford,2-0,1.65,3.93,5.6
2021/2022,Unknown,Aston Villa vs Manchester City,1-2,7.3,4.64,1.46
2021/2022,Unknown,Everton vs Liverpool,1-4,8.56,5.18,1.37
2021/2022,Unknown,Southampton vs Leicester,2-2,2.35,3.49,3.06
2021/2022,Unknown,Watford vs Chelsea,1-2,9.88,5.35,1.33
2021/2022,Unknown,West Ham vs Brighton,1-1,1.99,3.46,4.1
2021/2022,Unknown,Wolves vs Burnley,0-0,1.95,3.39,4.37
2021/2022,Unknown,Leeds vs Crystal Palace,1-0,2.28,3.37,3.32
2021/2022,Unknown,Newcastle vs Norwich,1-1,2.09,3.53,3.66
2021/2022,Unknown,Chelsea vs Manchester Utd,1-1,1.55,4.2,6.36
2021/2022,Unknown,Brentford vs Everton,1-0,2.25,3.24,3.5
2021/2022,Unknown,Leicester vs Watford,4-2,1.7,3.93,5.15
2021/2022,Unknown,Manchester City vs West Ham,2-1,1.27,6.25,11.02
2021/2022,Unknown,Brighton vs Leeds,0-0,2.2,3.35,3.51
2021/2022,Unknown,Crystal Palace vs Aston Villa,1-2,2.33,3.27,3.3
2021/2022,Unknown,Liverpool vs Southampton,4-0,1.25,6.57,11.47
2021/2022,Unknown,Norwich vs Wolves,0-0,3.62,3.31,2.18
2021/2022,Unknown,Arsenal vs Newcastle,2-0,1.52,4.56,6.27
2021/2022,Unknown,Tottenham vs Leeds,2-1,1.61,4.06,5.87
2021/2022,Unknown,Manchester City vs Everton,3-0,1.21,7.16,14.61
2021/2022,Unknown,Liverpool vs Arsenal,4-0,1.52,4.77,5.86
2021/2022,Unknown,Aston Villa vs Brighton,2-0,2.49,3.31,2.99
2021/2022,Unknown,Burnley vs Crystal Palace,3-3,2.82,3.23,2.68
2021/2022,Unknown,Newcastle vs Brentford,3-3,2.47,3.43,2.92
2021/2022,Unknown,Norwich vs Southampton,2-1,3.57,3.48,2.13
2021/2022,Unknown,Watford vs Manchester Utd,4-1,6.56,4.62,1.49
2021/2022,Unknown,Wolves vs West Ham,1-0,3.18,3.28,2.38
2021/2022,Unknown,Leicester vs Chelsea,0-3,4.95,3.74,1.76
2021/2022,Unknown,West Ham vs Liverpool,3-2,4.5,4.24,1.73
2021/2022,Unknown,Arsenal vs Watford,1-0,1.45,4.8,7.07
2021/2022,Unknown,Everton vs Tottenham,0-0,3.44,3.31,2.26
2021/2022,Unknown,Leeds vs Leicester,1-1,2.7,3.49,2.63
2021/2022,Unknown,Brighton vs Newcastle,1-1,1.6,4.2,5.8
2021/2022,Unknown,Brentford vs Norwich,1-2,1.64,4.04,5.59
2021/2022,Unknown,Chelsea vs Burnley,1-1,1.28,5.72,12.86
2021/2022,Unknown,Crystal Palace vs Wolves,2-0,2.37,3.14,3.38
2021/2022,Unknown,Manchester Utd vs Manchester City,0-2,4.73,4.22,1.7
2021/2022,Unknown,Southampton vs Aston Villa,1-0,2.07,3.67,3.56
2021/2022,Unknown,Wolves vs Everton,2-1,2.25,3.23,3.55
2021/2022,Unknown,Aston Villa vs West Ham,1-4,3.01,3.5,2.39
2021/2022,Unknown,Norwich vs Leeds,1-2,3.62,3.7,2.04
2021/2022,Unknown,Tottenham vs Manchester Utd,0-3,3.17,3.64,2.24
2021/2022,Unknown,Burnley vs Brentford,3-1,2.66,3.16,2.89
2021/2022,Unknown,Liverpool vs Brighton,2-2,1.28,6.16,10.76
2021/2022,Unknown,Manchester City vs Crystal Palace,0-2,1.14,8.91,20.51
2021/2022,Unknown,Newcastle vs Chelsea,0-3,8.07,4.58,1.44
2021/2022,Unknown,Watford vs Southampton,0-1,3.26,3.48,2.26
2021/2022,Unknown,Leicester vs Arsenal,0-2,2.53,3.5,2.8
2021/2022,Unknown,Manchester Utd vs Liverpool,0-5,2.96,3.65,2.36
2021/2022,Unknown,Brentford vs Leicester,1-2,2.83,3.44,2.56
2021/2022,Unknown,West Ham vs Tottenham,1-0,2.3,3.53,3.13
2021/2022,Unknown,Brighton vs Manchester City,1-4,8.5,4.88,1.4
2021/2022,Unknown,Crystal Palace vs Newcastle,1-1,1.91,3.57,4.3
2021/2022,Unknown,Everton vs Watford,2-5,1.8,3.62,4.89
2021/2022,Unknown,Leeds vs Wolves,1-1,2.45,3.42,2.96
2021/2022,Unknown,Southampton vs Burnley,2-2,1.97,3.63,3.96
2021/2022,Unknown,Chelsea vs Norwich,7-0,1.22,6.65,14.62
2021/2022,Unknown,Arsenal vs Aston Villa,3-1,1.96,3.68,3.97
2021/2022,Unknown,Arsenal vs Crystal Palace,2-2,1.61,4.05,5.93
2021/2022,Unknown,Newcastle vs Tottenham,2-3,3.57,3.65,2.07
2021/2022,Unknown,Everton vs West Ham,0-1,2.85,3.31,2.6
2021/2022,Unknown,Brentford vs Chelsea,0-1,5.7,3.88,1.66
2021/2022,Unknown,Aston Villa vs Wolves,2-3,2.12,3.24,3.89
2021/2022,Unknown,Leicester vs Manchester Utd,4-2,3.69,3.78,2.0
2021/2022,Unknown,Manchester City vs Burnley,2-0,1.14,9.16,19.19
2021/2022,Unknown,Norwich vs Brighton,0-0,4.05,3.54,1.97
2021/2022,Unknown,Southampton vs Leeds,1-0,2.16,3.6,3.37
2021/2022,Unknown,Watford vs Liverpool,0-5,8.73,5.6,1.35
2021/2022,Unknown,Liverpool vs Manchester City,2-2,3.0,3.59,2.34
2021/2022,Unknown,Crystal Palace vs Leicester,2-2,2.82,3.27,2.65
2021/2022,Unknown,Tottenham vs Aston Villa,2-1,2.1,3.45,3.69
2021/2022,Unknown,West Ham vs Brentford,1-2,1.78,3.74,4.8
2021/2022,Unknown,Brighton vs Arsenal,0-0,3.3,3.31,2.31
2021/2022,Unknown,Burnley vs Norwich,0-0,1.97,3.58,4.02
2021/2022,Unknown,Chelsea vs Southampton,3-1,1.42,4.78,8.09
2021/2022,Unknown,Leeds vs Watford,1-0,1.76,3.95,4.66
2021/2022,Unknown,Wolves vs Newcastle,2-1,1.78,3.74,4.83
2021/2022,Unknown,Manchester Utd vs Everton,1-1,1.54,4.25,6.61
2021/2022,Unknown,Crystal Palace vs Brighton,1-1,2.89,3.11,2.7
2021/2022,Unknown,Arsenal vs Tottenham,3-1,2.21,3.41,3.43
2021/2022,Unknown,Southampton vs Wolves,0-1,2.2,3.32,3.56
2021/2022,Unknown,Brentford vs Liverpool,3-3,7.77,4.97,1.41
2021/2022,Unknown,Everton vs Norwich,2-0,1.7,3.79,5.49
2021/2022,Unknown,Leeds vs West Ham,1-2,2.99,3.6,2.35
2021/2022,Unknown,Leicester vs Burnley,2-2,1.69,3.87,5.38
2021/2022,Unknown,Watford vs Newcastle,1-1,2.13,3.49,3.56
2021/2022,Unknown,Chelsea vs Manchester City,0-1,2.91,3.19,2.63
2021/2022,Unknown,Manchester Utd vs Aston Villa,0-1,1.4,5.03,8.0
2021/2022,Unknown,Tottenham vs Chelsea,0-3,4.24,3.42,1.97
2021/2022,Unknown,Brighton vs Leicester,2-1,2.52,3.23,3.02
2021/2022,Unknown,West Ham vs Manchester Utd,1-2,4.42,3.78,1.83
2021/2022,Unknown,Aston Villa vs Everton,3-0,2.17,3.4,3.54
2021/2022,Unknown,Burnley vs Arsenal,0-1,3.81,3.64,2.0
2021/2022,Unknown,Liverpool vs Crystal Palace,3-0,1.29,6.02,10.52
2021/2022,Unknown,Manchester City vs Southampton,0-0,1.17,8.24,16.26
2021/2022,Unknown,Norwich vs Watford,1-3,2.3,3.3,3.33
2021/2022,Unknown,Wolves vs Brentford,0-2,1.83,3.37,5.16
2021/2022,Unknown,Newcastle vs Leeds,1-1,3.09,3.68,2.26
2021/2022,Unknown,Everton vs Burnley,3-1,1.77,3.54,5.32
2021/2022,Unknown,Leeds vs Liverpool,0-3,4.91,4.36,1.65
2021/2022,Unknown,Chelsea vs Aston Villa,3-0,1.34,5.3,9.74
2021/2022,Unknown,Arsenal vs Norwich,1-0,1.41,4.95,8.0
2021/2022,Unknown,Brentford vs Brighton,0-1,3.05,3.04,2.63
2021/2022,Unknown,Leicester vs Manchester City,0-1,5.55,4.04,1.64
2021/2022,Unknown,Manchester Utd vs Newcastle,4-1,1.19,7.45,16.22
2021/2022,Unknown,Southampton vs West Ham,0-0,3.1,3.56,2.31
2021/2022,Unknown,Watford vs Wolves,0-2,3.65,3.17,2.22
2021/2022,Unknown,Crystal Palace vs Tottenham,3-0,3.94,3.34,2.07
2021/2022,Unknown,Wolves vs Manchester Utd,0-1,4.94,3.74,1.76
2021/2022,Unknown,Burnley vs Leeds,1-1,3.3,3.56,2.21
2021/2022,Unknown,Tottenham vs Watford,1-0,1.45,4.5,7.92
2021/2022,Unknown,Liverpool vs Chelsea,1-1,2.43,3.35,3.04
2021/2022,Unknown,Aston Villa vs Brentford,1-1,2.08,3.3,3.95
